network_method	network_db	network_cutoff	experiment_info	module	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	parents	perc_rank	cumelative_dist	P	N	tp	fp	fn	tn	tot_pop_valid	MCC	pval_rank	go_slim_pir	genes
R1	string	0.9	network_modules	1	TRUE	9.772590492583672e-7	136	7	5	0.7142857142857143	0.03676470588235294	KEGG:04915	KEGG	Estrogen signaling pathway	8484	372		0	0.058823529411764705	136	8348	5	2	131	8346	8484	0.15976524285312482	1	GO:0050789	ENSP00000001008;ENSP00000231509;ENSP00000336528;ENSP00000343925;ENSP00000376269;ENSP00000380033;ENSP00000385216;ENSP00000405330;ENSP00000444810
R1	string	0.9	network_modules	1	TRUE	8.921590670758214e-6	152	9	5	0.5555555555555556	0.03289473684210526	GO:0141193	GO:BP	nuclear receptor-mediated signaling pathway	16175	20078		0.0625	0.11764705882352941	152	16023	5	4	147	16019	16175	0.13356390698702444	2	GO:0050789	ENSP00000001008;ENSP00000231509;ENSP00000336528;ENSP00000343925;ENSP00000376269;ENSP00000380033;ENSP00000385216;ENSP00000405330;ENSP00000444810
R1	string	0.9	network_modules	1	TRUE	1.4026940900229637e-5	216	7	5	0.7142857142857143	0.023148148148148147	REAC:R-HSA-8939211	REAC	ESR-mediated signaling	10916	830		0.125	0.17647058823529413	216	10700	5	2	211	10698	10916	0.12632010126799817	3	GO:0050789	ENSP00000001008;ENSP00000231509;ENSP00000336528;ENSP00000343925;ENSP00000376269;ENSP00000380033;ENSP00000385216;ENSP00000405330;ENSP00000444810
R1	string	0.9	network_modules	1	TRUE	6.121763092493309e-5	290	7	5	0.7142857142857143	0.017241379310344827	REAC:R-HSA-9006931	REAC	Signaling by Nuclear Receptors	10916	2289		0.1875	0.23529411764705882	290	10626	5	2	285	10624	10916	0.10832964619561229	4	GO:0050789	ENSP00000001008;ENSP00000231509;ENSP00000336528;ENSP00000343925;ENSP00000376269;ENSP00000380033;ENSP00000385216;ENSP00000405330;ENSP00000444810
R1	string	0.9	network_modules	1	TRUE	2.3650995167912551e-4	107	9	4	0.4444444444444444	0.037383177570093455	GO:0030518	GO:BP	nuclear receptor-mediated steroid hormone signaling pathway	16175	6833		0.25	0.29411764705882354	107	16068	4	5	103	16063	16175	0.12743721613572329	5	GO:0050789	ENSP00000001008;ENSP00000231509;ENSP00000336528;ENSP00000343925;ENSP00000376269;ENSP00000380033;ENSP00000385216;ENSP00000405330;ENSP00000444810
R1	string	0.9	network_modules	2	TRUE	1.1092280678343656e-4	170	6	4	0.6666666666666666	0.023529411764705882	KEGG:04530	KEGG	Tight junction	8484	317		0	0.05555555555555555	170	8314	4	2	166	8312	8484	0.12275953976803275	1	GO:0050789;GO:0032502;GO:0022406;GO:0065008	ENSP00000003084;ENSP00000262613;ENSP00000305372;ENSP00000353408;ENSP00000356042;ENSP00000361021
R1	string	0.9	network_modules	2	TRUE	9.394741790157856e-4	5	6	2	0.3333333333333333	0.4	GO:0022614	GO:BP	membrane to membrane docking	16175	6621		0.058823529411764705	0.1111111111111111	5	16170	2	4	3	16166	16175	0.36493383771979027	2	GO:0050789;GO:0032502;GO:0022406;GO:0065008	ENSP00000003084;ENSP00000262613;ENSP00000305372;ENSP00000353408;ENSP00000356042;ENSP00000361021
R1	string	0.9	network_modules	2	TRUE	0.002001133859714553	329	6	4	0.6666666666666666	0.0121580547112462	GO:0090066	GO:BP	regulation of anatomical structure size	16175	17992		0.11764705882352941	0.16666666666666666	329	15846	4	2	325	15844	16175	0.08820081806358608	3	GO:0050789;GO:0032502;GO:0022406;GO:0065008	ENSP00000003084;ENSP00000262613;ENSP00000305372;ENSP00000353408;ENSP00000356042;ENSP00000361021
R1	string	0.9	network_modules	2	TRUE	0.002629226587076545	8	6	2	0.3333333333333333	0.25	GO:2000643	GO:BP	positive regulation of early endosome to late endosome transport	16175	25925		0.17647058823529413	0.2222222222222222	8	16167	2	4	6	16163	16175	0.28837160488364655	4	GO:0050789;GO:0032502;GO:0022406;GO:0065008	ENSP00000003084;ENSP00000262613;ENSP00000305372;ENSP00000353408;ENSP00000356042;ENSP00000361021
R1	string	0.9	network_modules	2	TRUE	0.003379876718209125	9	6	2	0.3333333333333333	0.2222222222222222	GO:0045198	GO:BP	establishment of epithelial cell apical/basal polarity	16175	11322		0.23529411764705882	0.2777777777777778	9	16166	2	4	7	16162	16175	0.2718372629362925	5	GO:0050789;GO:0032502;GO:0022406;GO:0065008	ENSP00000003084;ENSP00000262613;ENSP00000305372;ENSP00000353408;ENSP00000356042;ENSP00000361021
R1	string	0.9	network_modules	3	TRUE	2.9992399067820964e-28	9	11	9	0.8181818181818182	1	GO:0090522	GO:BP	vesicle tethering involved in exocytosis	16175	18337		0	0.02631578947368421	9	16166	9	2	0	16164	16175	0.9044780791364891	1	GO:0051640;GO:0061024;GO:0022406	ENSP00000005257;ENSP00000230449;ENSP00000238738;ENSP00000253861;ENSP00000260762;ENSP00000272427;ENSP00000334100;ENSP00000355605;ENSP00000370695;ENSP00000425587;ENSP00000484855
R1	string	0.9	network_modules	3	TRUE	6.031687497630595e-21	31	11	9	0.8181818181818182	0.2903225806451613	GO:0099022	GO:BP	vesicle tethering	16175	19011		0.02702702702702703	0.05263157894736842	31	16144	9	2	22	16142	16175	0.48686786882370875	2	GO:0051640;GO:0061024;GO:0022406	ENSP00000005257;ENSP00000230449;ENSP00000238738;ENSP00000253861;ENSP00000260762;ENSP00000272427;ENSP00000334100;ENSP00000355605;ENSP00000370695;ENSP00000425587;ENSP00000484855
R1	string	0.9	network_modules	3	TRUE	2.2845732609622016e-20	72	10	10	1	0.1388888888888889	REAC:R-HSA-1445148	REAC	Translocation of SLC2A4 (GLUT4) to the plasma membrane	10916	2578		0.05405405405405406	0.07894736842105263	72	10844	10	0	62	10844	10916	0.3716171596198974	3	GO:0051640;GO:0061024;GO:0022406	ENSP00000005257;ENSP00000230449;ENSP00000238738;ENSP00000253861;ENSP00000260762;ENSP00000272427;ENSP00000334100;ENSP00000355605;ENSP00000370695;ENSP00000425587;ENSP00000484855
