network_method	network_db	network_cutoff	experiment_info	module	source	term_id	p_value	row_rank_p	mcc	row_rank_mcc	term_name	top_go	top_kegg	top_reac
R1	cpdb	0.4	network_modules	1	REAC	REAC:R-HSA-1663150	9.247550273174836e-5	1	0.23932208897613966	1	The activation of arylsulfatases	-	-	REAC:R-HSA-1663150
R1	cpdb	0.4	network_modules	2	KEGG	KEGG:04142	8.707538226097595e-16	1	0.2178930719677498	2	Lysosome	-	KEGG:00531	-
R1	cpdb	0.4	network_modules	2	REAC	REAC:R-HSA-2206281	6.6365327560523615e-9	1	0.30048773985972965	1	Mucopolysaccharidoses	-	-	REAC:R-HSA-2206281
R1	cpdb	0.4	network_modules	2	REAC	REAC:R-HSA-5663084	2.8267726749326854e-8	2	0.20681136857091945	3	Diseases of carbohydrate metabolism	-	-	REAC:R-HSA-2206281
R1	cpdb	0.4	network_modules	2	KEGG	KEGG:00531	1.3019638917058832e-7	2	0.22293211378205088	1	Glycosaminoglycan degradation	-	KEGG:00531	-
R1	cpdb	0.4	network_modules	2	REAC	REAC:R-HSA-418890	1.5673728747607678e-6	3	0.25193770674213634	2	Role of second messengers in netrin-1 signaling	-	-	REAC:R-HSA-2206281
R1	cpdb	0.4	network_modules	2	REAC	REAC:R-HSA-373752	2.5844854678051746e-5	4	0.14012588462337897	4	Netrin-1 signaling	-	-	REAC:R-HSA-2206281
R1	cpdb	0.4	network_modules	3	REAC	REAC:R-HSA-391908	3.46752554269525e-7	1	0.29730829796627206	1	Prostanoid ligand receptors	-	-	REAC:R-HSA-391908
R1	cpdb	0.4	network_modules	3	REAC	REAC:R-HSA-391903	3.730119412882656e-6	2	0.2297216840100503	2	Eicosanoid ligand-binding receptors	-	-	REAC:R-HSA-391908
R1	cpdb	0.4	network_modules	4	REAC	REAC:R-HSA-1296065	2.9530582833608564e-13	1	0.29335337830074143	2	Inwardly rectifying K+ channels	-	-	REAC:R-HSA-1296065
R1	cpdb	0.4	network_modules	4	GO:BP	GO:1990573	1.8691552979118352e-12	1	0.24248041732254685	1	potassium ion import across plasma membrane	GO:1990573	-	-
R1	cpdb	0.4	network_modules	4	REAC	REAC:R-HSA-1296071	2.774928726859105e-9	2	0.16871207708937133	3	Potassium Channels	-	-	REAC:R-HSA-1296065
R1	cpdb	0.4	network_modules	4	REAC	REAC:R-HSA-1296025	3.2031180307105722e-9	3	0.43609568240433466	1	ATP sensitive Potassium channels	-	-	REAC:R-HSA-1296065
R1	cpdb	0.4	network_modules	4	GO:BP	GO:0098659	8.20054194824403e-9	2	0.14521442607826304	2	inorganic cation import across plasma membrane	GO:1990573	-	-
R1	cpdb	0.4	network_modules	4	GO:BP	GO:0099587	8.20054194824403e-9	3	0.14521442607826304	3	inorganic ion import across plasma membrane	GO:1990573	-	-
R1	cpdb	0.4	network_modules	4	GO:BP	GO:0098739	2.88962567633608e-7	4	0.11516794469059295	4	import across plasma membrane	GO:1990573	-	-
R1	cpdb	0.4	network_modules	4	GO:BP	GO:0071805	3.0188768329637526e-7	5	0.11483343912875943	5	potassium ion transmembrane transport	GO:1990573	-	-
R1	cpdb	0.4	network_modules	4	GO:BP	GO:0006813	5.657022954032149e-7	6	0.1101180267645058	6	potassium ion transport	GO:1990573	-	-
R1	cpdb	0.4	network_modules	4	REAC	REAC:R-HSA-1296041	7.374126225306171e-5	4	0.1601943588154428	4	Activation of G protein gated Potassium channels	-	-	REAC:R-HSA-1296065
R1	cpdb	0.4	network_modules	4	REAC	REAC:R-HSA-1296059	7.374126225306171e-5	5	0.1601943588154428	5	G protein gated Potassium channels	-	-	REAC:R-HSA-1296065
R1	cpdb	0.4	network_modules	4	REAC	REAC:R-HSA-997272	7.374126225306171e-5	6	0.1601943588154428	6	Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits	-	-	REAC:R-HSA-1296065
R1	cpdb	0.4	network_modules	4	KEGG	KEGG:04814	1.1659373280970703e-4	1	0.09604961490175648	1	Motor proteins	-	KEGG:04814	-
R1	cpdb	0.4	network_modules	5	REAC	REAC:R-HSA-163210	3.722206995788554e-24	1	0.5283501470524657	1	Formation of ATP by chemiosmotic coupling	-	-	REAC:R-HSA-163210
R1	cpdb	0.4	network_modules	5	REAC	REAC:R-HSA-8949613	1.944847722596285e-23	2	0.4385474221441932	2	Cristae formation	-	-	REAC:R-HSA-163210
R1	cpdb	0.4	network_modules	5	KEGG	KEGG:04714	6.880257373559245e-18	1	0.209818326081984	1	Thermogenesis	-	KEGG:04714	-
R1	cpdb	0.4	network_modules	5	REAC	REAC:R-HSA-1592230	4.6985640976682274e-17	3	0.25241471386675995	3	Mitochondrial biogenesis	-	-	REAC:R-HSA-163210
R1	cpdb	0.4	network_modules	5	GO:BP	GO:0042776	6.353896382657883e-17	1	0.25594243641981324	1	proton motive force-driven mitochondrial ATP synthesis	GO:0042776	-	-
R1	cpdb	0.4	network_modules	5	GO:BP	GO:0015986	2.130975169606758e-16	2	0.24296486594248207	2	proton motive force-driven ATP synthesis	GO:0042776	-	-
R1	cpdb	0.4	network_modules	5	GO:BP	GO:0006754	2.8828275895062354e-15	3	0.21681296235474573	3	ATP biosynthetic process	GO:0042776	-	-
R1	cpdb	0.4	network_modules	5	GO:BP	GO:0009145	3.71733523684388e-15	4	0.21438821607587477	4	purine nucleoside triphosphate biosynthetic process	GO:0042776	-	-
R1	cpdb	0.4	network_modules	5	GO:BP	GO:0009206	3.71733523684388e-15	5	0.21438821607587477	5	purine ribonucleoside triphosphate biosynthetic process	GO:0042776	-	-
R1	cpdb	0.4	network_modules	5	GO:BP	GO:0009201	6.845690118262689e-15	6	0.20865538297832673	6	ribonucleoside triphosphate biosynthetic process	GO:0042776	-	-
R1	cpdb	0.4	network_modules	5	GO:BP	GO:0009142	1.364737120724765e-14	7	0.2023304620169839	7	nucleoside triphosphate biosynthetic process	GO:0042776	-	-
R1	cpdb	0.4	network_modules	5	GO:BP	GO:0006119	1.4869550691314414e-13	8	0.18164858546425822	8	oxidative phosphorylation	GO:0042776	-	-
R1	cpdb	0.4	network_modules	6	KEGG	KEGG:03022	9.329609281368018e-25	1	0.4414792879737087	1	Basal transcription factors	-	KEGG:03022	-
R1	cpdb	0.4	network_modules	6	REAC	REAC:R-HSA-73779	3.615757246845083e-23	1	0.3814832871319147	3	RNA Polymerase II Transcription Pre-Initiation And Promoter Opening	-	-	REAC:R-HSA-73779
R1	cpdb	0.4	network_modules	6	REAC	REAC:R-HSA-76042	3.615757246845083e-23	2	0.3814832871319147	4	RNA Polymerase II Transcription Initiation And Promoter Clearance	-	-	REAC:R-HSA-73779
R1	cpdb	0.4	network_modules	6	REAC	REAC:R-HSA-75953	3.615757246845083e-23	3	0.3814832871319147	5	RNA Polymerase II Transcription Initiation	-	-	REAC:R-HSA-73779
R1	cpdb	0.4	network_modules	6	REAC	REAC:R-HSA-73776	3.615757246845083e-23	4	0.3814832871319147	6	RNA Polymerase II Promoter Escape	-	-	REAC:R-HSA-73779
R1	cpdb	0.4	network_modules	6	REAC	REAC:R-HSA-167162	3.615757246845083e-23	5	0.3814832871319147	7	RNA Polymerase II HIV Promoter Escape	-	-	REAC:R-HSA-73779
R1	cpdb	0.4	network_modules	6	REAC	REAC:R-HSA-167161	3.615757246845083e-23	6	0.3814832871319147	8	HIV Transcription Initiation	-	-	REAC:R-HSA-73779
R1	cpdb	0.4	network_modules	6	REAC	REAC:R-HSA-167172	1.3412308442441389e-20	7	0.31053610477200566	12	Transcription of the HIV genome	-	-	REAC:R-HSA-73779
R1	cpdb	0.4	network_modules	6	KEGG	KEGG:03420	4.6134813580360685e-20	2	0.34107118499562633	2	Nucleotide excision repair	-	KEGG:03022	-
R1	cpdb	0.4	network_modules	6	REAC	REAC:R-HSA-674695	1.0812723878695936e-19	8	0.2879779085562793	13	RNA Polymerase II Pre-transcription Events	-	-	REAC:R-HSA-73779
