network_method	network_db	network_cutoff	experiment_info	module	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	parents	perc_rank	cumelative_dist	P	N	tp	fp	fn	tn	tot_pop_valid	MCC	pval_rank	go_slim_pir	genes	row_rank_p	row_rank_mcc	top_go	top_kegg	top_reac
R1	string	0.5	network_modules	1	TRUE	6.2374090525251534e-12	165	17	10	0.5882352941176471	0.06060606060606061	KEGG:04140	KEGG	Autophagy - animal	8484	277		0	0.017241379310344827	165	8319	10	7	155	8312	8484	0.18455780128044852	1	GO:0022411;GO:0006629;GO:0006914;GO:0050896;GO:0050789;GO:0015031;GO:0006793	ENSP00000000412;ENSP00000221957;ENSP00000247178;ENSP00000260197;ENSP00000262039;ENSP00000262291;ENSP00000277746;ENSP00000296343;ENSP00000318585;ENSP00000341344;ENSP00000348455;ENSP00000349205;ENSP00000349437;ENSP00000355231;ENSP00000357113;ENSP00000359339;ENSP00000363435;ENSP00000367196;ENSP00000431926;ENSP00000438040;ENSP00000479919	1	1	-	KEGG:04140	-
R1	string	0.5	network_modules	1	TRUE	1.5480545527371373e-10	46	21	7	0.3333333333333333	0.15217391304347827	GO:0042149	GO:BP	cellular response to glucose starvation	16175	9992		0.017543859649122806	0.034482758620689655	46	16129	7	14	39	16115	16175	0.22376329356705307	2	GO:0022411;GO:0006629;GO:0006914;GO:0050896;GO:0050789;GO:0015031;GO:0006793	ENSP00000000412;ENSP00000221957;ENSP00000247178;ENSP00000260197;ENSP00000262039;ENSP00000262291;ENSP00000277746;ENSP00000296343;ENSP00000318585;ENSP00000341344;ENSP00000348455;ENSP00000349205;ENSP00000349437;ENSP00000355231;ENSP00000357113;ENSP00000359339;ENSP00000363435;ENSP00000367196;ENSP00000431926;ENSP00000438040;ENSP00000479919	1	3	GO:0042149	-	-
R1	string	0.5	network_modules	1	TRUE	6.691049955503303e-8	134	15	7	0.4666666666666667	0.05223880597014925	REAC:R-HSA-1632852	REAC	Macroautophagy	10916	1388		0.21052631578947367	0.22413793103448276	134	10782	7	8	127	10774	10916	0.15307481657062494	13	GO:0022411;GO:0006629;GO:0006914;GO:0050896;GO:0050789;GO:0015031;GO:0006793	ENSP00000000412;ENSP00000221957;ENSP00000247178;ENSP00000260197;ENSP00000262039;ENSP00000262291;ENSP00000277746;ENSP00000296343;ENSP00000318585;ENSP00000341344;ENSP00000348455;ENSP00000349205;ENSP00000349437;ENSP00000355231;ENSP00000357113;ENSP00000359339;ENSP00000363435;ENSP00000367196;ENSP00000431926;ENSP00000438040;ENSP00000479919	1	1	-	-	REAC:R-HSA-1632852
R1	string	0.5	network_modules	2	TRUE	2.257978346733464e-22	182	26	16	0.6153846153846154	0.08791208791208792	GO:0006457	GO:BP	protein folding	16175	2203		0	0.030303030303030304	182	15993	16	10	166	15983	16175	0.22982105555418647	1	GO:0051604;GO:0006457	ENSP00000001008;ENSP00000012443;ENSP00000216479;ENSP00000222005;ENSP00000231509;ENSP00000246957;ENSP00000252037;ENSP00000268876;ENSP00000279146;ENSP00000303754;ENSP00000319255;ENSP00000321320;ENSP00000331103;ENSP00000335153;ENSP00000350815;ENSP00000360329;ENSP00000360609;ENSP00000361900;ENSP00000362935;ENSP00000364298;ENSP00000367208;ENSP00000377970;ENSP00000406463;ENSP00000407487;ENSP00000431512;ENSP00000444810;ENSP00000482075	1	1	GO:0006457	-	-
R1	string	0.5	network_modules	2	TRUE	4.066085466568849e-9	14	18	5	0.2777777777777778	0.35714285714285715	REAC:R-HSA-3371568	REAC	Attenuation phase	10916	189		0.125	0.15151515151515152	14	10902	5	13	9	10889	10916	0.3139763644542408	5	GO:0051604;GO:0006457	ENSP00000001008;ENSP00000012443;ENSP00000216479;ENSP00000222005;ENSP00000231509;ENSP00000246957;ENSP00000252037;ENSP00000268876;ENSP00000279146;ENSP00000303754;ENSP00000319255;ENSP00000321320;ENSP00000331103;ENSP00000335153;ENSP00000350815;ENSP00000360329;ENSP00000360609;ENSP00000361900;ENSP00000362935;ENSP00000364298;ENSP00000367208;ENSP00000377970;ENSP00000406463;ENSP00000407487;ENSP00000431512;ENSP00000444810;ENSP00000482075	2	1	-	-	REAC:R-HSA-3371568
R1	string	0.5	network_modules	3	TRUE	5.722429600767498e-17	8	20	7	0.35	0.875	REAC:R-HSA-195399	REAC	VEGF binds to VEGFR leading to receptor dimerization	10916	2632		0	0.022988505747126436	8	10908	7	13	1	10895	10916	0.552949075081494	1.5	GO:0032502;GO:0040011;GO:0050896;GO:0050789;GO:0008283	ENSP00000002829;ENSP00000178640;ENSP00000261937;ENSP00000263246;ENSP00000263923;ENSP00000264554;ENSP00000282397;ENSP00000297904;ENSP00000311005;ENSP00000311127;ENSP00000320092;ENSP00000352208;ENSP00000353582;ENSP00000358696;ENSP00000366936;ENSP00000371936;ENSP00000376123;ENSP00000387246;ENSP00000440945;ENSP00000442736;ENSP00000451040;ENSP00000478570;ENSP00000480043;ENSP00000484060	1	1	-	-	REAC:R-HSA-195399
R1	string	0.5	network_modules	3	TRUE	7.08761687081433e-13	75	23	9	0.391304347826087	0.12	GO:0001938	GO:BP	positive regulation of endothelial cell proliferation	16175	552		0.046511627906976744	0.05747126436781609	75	16100	9	14	66	16086	16175	0.21477771890169342	5	GO:0032502;GO:0040011;GO:0050896;GO:0050789;GO:0008283	ENSP00000002829;ENSP00000178640;ENSP00000261937;ENSP00000263246;ENSP00000263923;ENSP00000264554;ENSP00000282397;ENSP00000297904;ENSP00000311005;ENSP00000311127;ENSP00000320092;ENSP00000352208;ENSP00000353582;ENSP00000358696;ENSP00000366936;ENSP00000371936;ENSP00000376123;ENSP00000387246;ENSP00000440945;ENSP00000442736;ENSP00000451040;ENSP00000478570;ENSP00000480043;ENSP00000484060	2	6	GO:0001938	-	-
R1	string	0.5	network_modules	3	TRUE	2.6037103208483453e-9	301	17	10	0.5882352941176471	0.03322259136212625	KEGG:04010	KEGG	MAPK signaling pathway	8484	243		0.1511627906976744	0.16091954022988506	301	8183	10	7	291	8176	8484	0.13389207404113576	14	GO:0032502;GO:0040011;GO:0050896;GO:0050789;GO:0008283	ENSP00000002829;ENSP00000178640;ENSP00000261937;ENSP00000263246;ENSP00000263923;ENSP00000264554;ENSP00000282397;ENSP00000297904;ENSP00000311005;ENSP00000311127;ENSP00000320092;ENSP00000352208;ENSP00000353582;ENSP00000358696;ENSP00000366936;ENSP00000371936;ENSP00000376123;ENSP00000387246;ENSP00000440945;ENSP00000442736;ENSP00000451040;ENSP00000478570;ENSP00000480043;ENSP00000484060	1	1	-	KEGG:04010	-
R1	string	0.5	network_modules	4	TRUE	5.754640056353284e-7	29	21	5	0.23809523809523808	0.1724137931034483	REAC:R-HSA-983170	REAC	Antigen Presentation: Folding, assembly and peptide loading of class I MHC	10916	151		0	0.0625	29	10887	5	16	24	10871	10916	0.2008094237516726	1	GO:0002376;GO:0065003	ENSP00000003084;ENSP00000247461;ENSP00000261693;ENSP00000262613;ENSP00000264938;ENSP00000288368;ENSP00000294489;ENSP00000298527;ENSP00000300289;ENSP00000320866;ENSP00000346151;ENSP00000346206;ENSP00000353408;ENSP00000354671;ENSP00000355923;ENSP00000356042;ENSP00000361021;ENSP00000364034;ENSP00000364235;ENSP00000367817;ENSP00000378920;ENSP00000384136;ENSP00000390590;ENSP00000394485;ENSP00000404833;ENSP00000408005;ENSP00000418525;ENSP00000427772;ENSP00000443256;ENSP00000476145	1	1	-	-	REAC:R-HSA-983170
R1	string	0.5	network_modules	4	TRUE	3.636401949330999e-5	69	21	5	0.23809523809523808	0.07246376811594203	KEGG:04612	KEGG	Antigen processing and presentation	8484	322		0.06666666666666667	0.125	69	8415	5	16	64	8399	8484	0.12754197588203717	2	GO:0002376;GO:0065003	ENSP00000003084;ENSP00000247461;ENSP00000261693;ENSP00000262613;ENSP00000264938;ENSP00000288368;ENSP00000294489;ENSP00000298527;ENSP00000300289;ENSP00000320866;ENSP00000346151;ENSP00000346206;ENSP00000353408;ENSP00000354671;ENSP00000355923;ENSP00000356042;ENSP00000361021;ENSP00000364034;ENSP00000364235;ENSP00000367817;ENSP00000378920;ENSP00000384136;ENSP00000390590;ENSP00000394485;ENSP00000404833;ENSP00000408005;ENSP00000418525;ENSP00000427772;ENSP00000443256;ENSP00000476145	1	1	-	KEGG:04612	-
