network_method	network_db	network_cutoff	experiment_info	module	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	parents	perc_rank	cumelative_dist	P	N	tp	fp	fn	tn	tot_pop_valid	MCC	pval_rank	go_slim_pir	genes
M1	string	0.8	network_modules	1	TRUE	2.4710420432647576e-155	103	80	74	0.925	0.7184466019417476	REAC:R-HSA-611105	REAC	Respiratory electron transport	10916	2081		0	0.014492753623188406	103	10813	74	6	29	10807	10916	0.8137128288064825	1	GO:0022900;GO:0006119;GO:0065003;GO:0007005	ENSP00000268379;ENSP00000317159;ENSP00000184266;ENSP00000369176;ENSP00000419087;ENSP00000317780;ENSP00000432614;ENSP00000362873;ENSP00000260361;ENSP00000354961;ENSP00000339720;ENSP00000417142;ENSP00000233627;ENSP00000354687;ENSP00000266544;ENSP00000362060;ENSP00000203407;ENSP00000281031;ENSP00000360492;ENSP00000355206;ENSP00000306397;ENSP00000276689;ENSP00000418803;ENSP00000430494;ENSP00000276062;ENSP00000259037;ENSP00000330737;ENSP00000418438;ENSP00000263774;ENSP00000423673;ENSP00000354813;ENSP00000215565;ENSP00000458770;ENSP00000356972;ENSP00000330787;ENSP00000441126;ENSP00000367939;ENSP00000299166;ENSP00000346196;ENSP00000354665;ENSP00000274137;ENSP00000355046;ENSP00000354554;ENSP00000237889;ENSP00000418842;ENSP00000332887;ENSP00000309565;ENSP00000252711;ENSP00000327268;ENSP00000389160;ENSP00000301457;ENSP00000296684;ENSP00000268668;ENSP00000467262;ENSP00000252102;ENSP00000322450;ENSP00000354728;ENSP00000392709;ENSP00000315774;ENSP00000425759;ENSP00000354499;ENSP00000354982;ENSP00000457513;ENSP00000354876;ENSP00000246554;ENSP00000485401;ENSP00000360782;ENSP00000292907;ENSP00000205214;ENSP00000418770;ENSP00000229379;ENSP00000467266;ENSP00000258424;ENSP00000359098;ENSP00000321260;ENSP00000417656;ENSP00000428895;ENSP00000367938;ENSP00000367346;ENSP00000452549;ENSP00000323076;ENSP00000358272;ENSP00000312618;ENSP00000365243;ENSP00000287490;ENSP00000249269;ENSP00000355572;ENSP00000270517;ENSP00000351737;ENSP00000263578;ENSP00000296597;ENSP00000280701;ENSP00000413908;ENSP00000318480;ENSP00000379430;ENSP00000466639;ENSP00000370761;ENSP00000370882;ENSP00000414066
M1	string	0.8	network_modules	1	TRUE	1.7685683605004704e-146	88	91	68	0.7472527472527473	0.7727272727272727	GO:0042775	GO:BP	mitochondrial ATP synthesis coupled electron transport	16175	10360		0.014705882352941176	0.043478260869565216	88	16087	68	23	20	16064	16175	0.7585480367870128	2.5	GO:0022900;GO:0006119;GO:0065003;GO:0007005	ENSP00000268379;ENSP00000317159;ENSP00000184266;ENSP00000369176;ENSP00000419087;ENSP00000317780;ENSP00000432614;ENSP00000362873;ENSP00000260361;ENSP00000354961;ENSP00000339720;ENSP00000417142;ENSP00000233627;ENSP00000354687;ENSP00000266544;ENSP00000362060;ENSP00000203407;ENSP00000281031;ENSP00000360492;ENSP00000355206;ENSP00000306397;ENSP00000276689;ENSP00000418803;ENSP00000430494;ENSP00000276062;ENSP00000259037;ENSP00000330737;ENSP00000418438;ENSP00000263774;ENSP00000423673;ENSP00000354813;ENSP00000215565;ENSP00000458770;ENSP00000356972;ENSP00000330787;ENSP00000441126;ENSP00000367939;ENSP00000299166;ENSP00000346196;ENSP00000354665;ENSP00000274137;ENSP00000355046;ENSP00000354554;ENSP00000237889;ENSP00000418842;ENSP00000332887;ENSP00000309565;ENSP00000252711;ENSP00000327268;ENSP00000389160;ENSP00000301457;ENSP00000296684;ENSP00000268668;ENSP00000467262;ENSP00000252102;ENSP00000322450;ENSP00000354728;ENSP00000392709;ENSP00000315774;ENSP00000425759;ENSP00000354499;ENSP00000354982;ENSP00000457513;ENSP00000354876;ENSP00000246554;ENSP00000485401;ENSP00000360782;ENSP00000292907;ENSP00000205214;ENSP00000418770;ENSP00000229379;ENSP00000467266;ENSP00000258424;ENSP00000359098;ENSP00000321260;ENSP00000417656;ENSP00000428895;ENSP00000367938;ENSP00000367346;ENSP00000452549;ENSP00000323076;ENSP00000358272;ENSP00000312618;ENSP00000365243;ENSP00000287490;ENSP00000249269;ENSP00000355572;ENSP00000270517;ENSP00000351737;ENSP00000263578;ENSP00000296597;ENSP00000280701;ENSP00000413908;ENSP00000318480;ENSP00000379430;ENSP00000466639;ENSP00000370761;ENSP00000370882;ENSP00000414066
M1	string	0.8	network_modules	1	TRUE	1.7685683605004704e-146	88	91	68	0.7472527472527473	0.7727272727272727	GO:0042773	GO:BP	ATP synthesis coupled electron transport	16175	10358		0.014705882352941176	0.043478260869565216	88	16087	68	23	20	16064	16175	0.7585480367870128	2.5	GO:0022900;GO:0006119;GO:0065003;GO:0007005	ENSP00000268379;ENSP00000317159;ENSP00000184266;ENSP00000369176;ENSP00000419087;ENSP00000317780;ENSP00000432614;ENSP00000362873;ENSP00000260361;ENSP00000354961;ENSP00000339720;ENSP00000417142;ENSP00000233627;ENSP00000354687;ENSP00000266544;ENSP00000362060;ENSP00000203407;ENSP00000281031;ENSP00000360492;ENSP00000355206;ENSP00000306397;ENSP00000276689;ENSP00000418803;ENSP00000430494;ENSP00000276062;ENSP00000259037;ENSP00000330737;ENSP00000418438;ENSP00000263774;ENSP00000423673;ENSP00000354813;ENSP00000215565;ENSP00000458770;ENSP00000356972;ENSP00000330787;ENSP00000441126;ENSP00000367939;ENSP00000299166;ENSP00000346196;ENSP00000354665;ENSP00000274137;ENSP00000355046;ENSP00000354554;ENSP00000237889;ENSP00000418842;ENSP00000332887;ENSP00000309565;ENSP00000252711;ENSP00000327268;ENSP00000389160;ENSP00000301457;ENSP00000296684;ENSP00000268668;ENSP00000467262;ENSP00000252102;ENSP00000322450;ENSP00000354728;ENSP00000392709;ENSP00000315774;ENSP00000425759;ENSP00000354499;ENSP00000354982;ENSP00000457513;ENSP00000354876;ENSP00000246554;ENSP00000485401;ENSP00000360782;ENSP00000292907;ENSP00000205214;ENSP00000418770;ENSP00000229379;ENSP00000467266;ENSP00000258424;ENSP00000359098;ENSP00000321260;ENSP00000417656;ENSP00000428895;ENSP00000367938;ENSP00000367346;ENSP00000452549;ENSP00000323076;ENSP00000358272;ENSP00000312618;ENSP00000365243;ENSP00000287490;ENSP00000249269;ENSP00000355572;ENSP00000270517;ENSP00000351737;ENSP00000263578;ENSP00000296597;ENSP00000280701;ENSP00000413908;ENSP00000318480;ENSP00000379430;ENSP00000466639;ENSP00000370761;ENSP00000370882;ENSP00000414066
M1	string	0.8	network_modules	1	TRUE	6.065756093506113e-144	127	91	73	0.8021978021978022	0.5748031496062992	GO:0006119	GO:BP	oxidative phosphorylation	16175	1977		0.04411764705882353	0.057971014492753624	127	16048	73	18	54	16030	16175	0.676963800231178	4	GO:0022900;GO:0006119;GO:0065003;GO:0007005	ENSP00000268379;ENSP00000317159;ENSP00000184266;ENSP00000369176;ENSP00000419087;ENSP00000317780;ENSP00000432614;ENSP00000362873;ENSP00000260361;ENSP00000354961;ENSP00000339720;ENSP00000417142;ENSP00000233627;ENSP00000354687;ENSP00000266544;ENSP00000362060;ENSP00000203407;ENSP00000281031;ENSP00000360492;ENSP00000355206;ENSP00000306397;ENSP00000276689;ENSP00000418803;ENSP00000430494;ENSP00000276062;ENSP00000259037;ENSP00000330737;ENSP00000418438;ENSP00000263774;ENSP00000423673;ENSP00000354813;ENSP00000215565;ENSP00000458770;ENSP00000356972;ENSP00000330787;ENSP00000441126;ENSP00000367939;ENSP00000299166;ENSP00000346196;ENSP00000354665;ENSP00000274137;ENSP00000355046;ENSP00000354554;ENSP00000237889;ENSP00000418842;ENSP00000332887;ENSP00000309565;ENSP00000252711;ENSP00000327268;ENSP00000389160;ENSP00000301457;ENSP00000296684;ENSP00000268668;ENSP00000467262;ENSP00000252102;ENSP00000322450;ENSP00000354728;ENSP00000392709;ENSP00000315774;ENSP00000425759;ENSP00000354499;ENSP00000354982;ENSP00000457513;ENSP00000354876;ENSP00000246554;ENSP00000485401;ENSP00000360782;ENSP00000292907;ENSP00000205214;ENSP00000418770;ENSP00000229379;ENSP00000467266;ENSP00000258424;ENSP00000359098;ENSP00000321260;ENSP00000417656;ENSP00000428895;ENSP00000367938;ENSP00000367346;ENSP00000452549;ENSP00000323076;ENSP00000358272;ENSP00000312618;ENSP00000365243;ENSP00000287490;ENSP00000249269;ENSP00000355572;ENSP00000270517;ENSP00000351737;ENSP00000263578;ENSP00000296597;ENSP00000280701;ENSP00000413908;ENSP00000318480;ENSP00000379430;ENSP00000466639;ENSP00000370761;ENSP00000370882;ENSP00000414066
M1	string	0.8	network_modules	1	TRUE	1.0423075831229833e-143	82	91	66	0.7252747252747253	0.8048780487804879	GO:0019646	GO:BP	aerobic electron transport chain	16175	5967		0.058823529411764705	0.07246376811594203	82	16093	66	25	16	16068	16175	0.7627790530046171	5	GO:0022900;GO:0006119;GO:0065003;GO:0007005	ENSP00000268379;ENSP00000317159;ENSP00000184266;ENSP00000369176;ENSP00000419087;ENSP00000317780;ENSP00000432614;ENSP00000362873;ENSP00000260361;ENSP00000354961;ENSP00000339720;ENSP00000417142;ENSP00000233627;ENSP00000354687;ENSP00000266544;ENSP00000362060;ENSP00000203407;ENSP00000281031;ENSP00000360492;ENSP00000355206;ENSP00000306397;ENSP00000276689;ENSP00000418803;ENSP00000430494;ENSP00000276062;ENSP00000259037;ENSP00000330737;ENSP00000418438;ENSP00000263774;ENSP00000423673;ENSP00000354813;ENSP00000215565;ENSP00000458770;ENSP00000356972;ENSP00000330787;ENSP00000441126;ENSP00000367939;ENSP00000299166;ENSP00000346196;ENSP00000354665;ENSP00000274137;ENSP00000355046;ENSP00000354554;ENSP00000237889;ENSP00000418842;ENSP00000332887;ENSP00000309565;ENSP00000252711;ENSP00000327268;ENSP00000389160;ENSP00000301457;ENSP00000296684;ENSP00000268668;ENSP00000467262;ENSP00000252102;ENSP00000322450;ENSP00000354728;ENSP00000392709;ENSP00000315774;ENSP00000425759;ENSP00000354499;ENSP00000354982;ENSP00000457513;ENSP00000354876;ENSP00000246554;ENSP00000485401;ENSP00000360782;ENSP00000292907;ENSP00000205214;ENSP00000418770;ENSP00000229379;ENSP00000467266;ENSP00000258424;ENSP00000359098;ENSP00000321260;ENSP00000417656;ENSP00000428895;ENSP00000367938;ENSP00000367346;ENSP00000452549;ENSP00000323076;ENSP00000358272;ENSP00000312618;ENSP00000365243;ENSP00000287490;ENSP00000249269;ENSP00000355572;ENSP00000270517;ENSP00000351737;ENSP00000263578;ENSP00000296597;ENSP00000280701;ENSP00000413908;ENSP00000318480;ENSP00000379430;ENSP00000466639;ENSP00000370761;ENSP00000370882;ENSP00000414066
M1	string	0.8	network_modules	1	TRUE	1.6684759795449038e-143	99	91	69	0.7582417582417582	0.696969696969697	GO:0022904	GO:BP	respiratory electron transport chain	16175	6631		0.07352941176470588	0.08695652173913043	99	16076	69	22	30	16054	16175	0.7253526275039821	6	GO:0022900;GO:0006119;GO:0065003;GO:0007005	ENSP00000268379;ENSP00000317159;ENSP00000184266;ENSP00000369176;ENSP00000419087;ENSP00000317780;ENSP00000432614;ENSP00000362873;ENSP00000260361;ENSP00000354961;ENSP00000339720;ENSP00000417142;ENSP00000233627;ENSP00000354687;ENSP00000266544;ENSP00000362060;ENSP00000203407;ENSP00000281031;ENSP00000360492;ENSP00000355206;ENSP00000306397;ENSP00000276689;ENSP00000418803;ENSP00000430494;ENSP00000276062;ENSP00000259037;ENSP00000330737;ENSP00000418438;ENSP00000263774;ENSP00000423673;ENSP00000354813;ENSP00000215565;ENSP00000458770;ENSP00000356972;ENSP00000330787;ENSP00000441126;ENSP00000367939;ENSP00000299166;ENSP00000346196;ENSP00000354665;ENSP00000274137;ENSP00000355046;ENSP00000354554;ENSP00000237889;ENSP00000418842;ENSP00000332887;ENSP00000309565;ENSP00000252711;ENSP00000327268;ENSP00000389160;ENSP00000301457;ENSP00000296684;ENSP00000268668;ENSP00000467262;ENSP00000252102;ENSP00000322450;ENSP00000354728;ENSP00000392709;ENSP00000315774;ENSP00000425759;ENSP00000354499;ENSP00000354982;ENSP00000457513;ENSP00000354876;ENSP00000246554;ENSP00000485401;ENSP00000360782;ENSP00000292907;ENSP00000205214;ENSP00000418770;ENSP00000229379;ENSP00000467266;ENSP00000258424;ENSP00000359098;ENSP00000321260;ENSP00000417656;ENSP00000428895;ENSP00000367938;ENSP00000367346;ENSP00000452549;ENSP00000323076;ENSP00000358272;ENSP00000312618;ENSP00000365243;ENSP00000287490;ENSP00000249269;ENSP00000355572;ENSP00000270517;ENSP00000351737;ENSP00000263578;ENSP00000296597;ENSP00000280701;ENSP00000413908;ENSP00000318480;ENSP00000379430;ENSP00000466639;ENSP00000370761;ENSP00000370882;ENSP00000414066
M1	string	0.8	network_modules	1	TRUE	1.1001195429890947e-139	107	91	69	0.7582417582417582	0.6448598130841121	GO:0022900	GO:BP	electron transport chain	16175	6630		0.08823529411764706	0.10144927536231885	107	16068	69	22	38	16046	16175	0.6974246623594258	7	GO:0022900;GO:0006119;GO:0065003;GO:0007005	ENSP00000268379;ENSP00000317159;ENSP00000184266;ENSP00000369176;ENSP00000419087;ENSP00000317780;ENSP00000432614;ENSP00000362873;ENSP00000260361;ENSP00000354961;ENSP00000339720;ENSP00000417142;ENSP00000233627;ENSP00000354687;ENSP00000266544;ENSP00000362060;ENSP00000203407;ENSP00000281031;ENSP00000360492;ENSP00000355206;ENSP00000306397;ENSP00000276689;ENSP00000418803;ENSP00000430494;ENSP00000276062;ENSP00000259037;ENSP00000330737;ENSP00000418438;ENSP00000263774;ENSP00000423673;ENSP00000354813;ENSP00000215565;ENSP00000458770;ENSP00000356972;ENSP00000330787;ENSP00000441126;ENSP00000367939;ENSP00000299166;ENSP00000346196;ENSP00000354665;ENSP00000274137;ENSP00000355046;ENSP00000354554;ENSP00000237889;ENSP00000418842;ENSP00000332887;ENSP00000309565;ENSP00000252711;ENSP00000327268;ENSP00000389160;ENSP00000301457;ENSP00000296684;ENSP00000268668;ENSP00000467262;ENSP00000252102;ENSP00000322450;ENSP00000354728;ENSP00000392709;ENSP00000315774;ENSP00000425759;ENSP00000354499;ENSP00000354982;ENSP00000457513;ENSP00000354876;ENSP00000246554;ENSP00000485401;ENSP00000360782;ENSP00000292907;ENSP00000205214;ENSP00000418770;ENSP00000229379;ENSP00000467266;ENSP00000258424;ENSP00000359098;ENSP00000321260;ENSP00000417656;ENSP00000428895;ENSP00000367938;ENSP00000367346;ENSP00000452549;ENSP00000323076;ENSP00000358272;ENSP00000312618;ENSP00000365243;ENSP00000287490;ENSP00000249269;ENSP00000355572;ENSP00000270517;ENSP00000351737;ENSP00000263578;ENSP00000296597;ENSP00000280701;ENSP00000413908;ENSP00000318480;ENSP00000379430;ENSP00000466639;ENSP00000370761;ENSP00000370882;ENSP00000414066
M1	string	0.8	network_modules	1	TRUE	3.3305193027956347e-133	162	91	73	0.8021978021978022	0.4506172839506173	GO:0009060	GO:BP	aerobic respiration	16175	3236		0.10294117647058823	0.11594202898550725	162	16013	73	18	89	15995	16175	0.5984105673324396	8	GO:0022900;GO:0006119;GO:0065003;GO:0007005	ENSP00000268379;ENSP00000317159;ENSP00000184266;ENSP00000369176;ENSP00000419087;ENSP00000317780;ENSP00000432614;ENSP00000362873;ENSP00000260361;ENSP00000354961;ENSP00000339720;ENSP00000417142;ENSP00000233627;ENSP00000354687;ENSP00000266544;ENSP00000362060;ENSP00000203407;ENSP00000281031;ENSP00000360492;ENSP00000355206;ENSP00000306397;ENSP00000276689;ENSP00000418803;ENSP00000430494;ENSP00000276062;ENSP00000259037;ENSP00000330737;ENSP00000418438;ENSP00000263774;ENSP00000423673;ENSP00000354813;ENSP00000215565;ENSP00000458770;ENSP00000356972;ENSP00000330787;ENSP00000441126;ENSP00000367939;ENSP00000299166;ENSP00000346196;ENSP00000354665;ENSP00000274137;ENSP00000355046;ENSP00000354554;ENSP00000237889;ENSP00000418842;ENSP00000332887;ENSP00000309565;ENSP00000252711;ENSP00000327268;ENSP00000389160;ENSP00000301457;ENSP00000296684;ENSP00000268668;ENSP00000467262;ENSP00000252102;ENSP00000322450;ENSP00000354728;ENSP00000392709;ENSP00000315774;ENSP00000425759;ENSP00000354499;ENSP00000354982;ENSP00000457513;ENSP00000354876;ENSP00000246554;ENSP00000485401;ENSP00000360782;ENSP00000292907;ENSP00000205214;ENSP00000418770;ENSP00000229379;ENSP00000467266;ENSP00000258424;ENSP00000359098;ENSP00000321260;ENSP00000417656;ENSP00000428895;ENSP00000367938;ENSP00000367346;ENSP00000452549;ENSP00000323076;ENSP00000358272;ENSP00000312618;ENSP00000365243;ENSP00000287490;ENSP00000249269;ENSP00000355572;ENSP00000270517;ENSP00000351737;ENSP00000263578;ENSP00000296597;ENSP00000280701;ENSP00000413908;ENSP00000318480;ENSP00000379430;ENSP00000466639;ENSP00000370761;ENSP00000370882;ENSP00000414066
M1	string	0.8	network_modules	1	TRUE	7.0110268242910876e-130	188	91	74	0.8131868131868132	0.39361702127659576	GO:0045333	GO:BP	cellular respiration	16175	11360		0.11764705882352941	0.13043478260869565	188	15987	74	17	114	15970	16175	0.5625274393690186	9	GO:0022900;GO:0006119;GO:0065003;GO:0007005	ENSP00000268379;ENSP00000317159;ENSP00000184266;ENSP00000369176;ENSP00000419087;ENSP00000317780;ENSP00000432614;ENSP00000362873;ENSP00000260361;ENSP00000354961;ENSP00000339720;ENSP00000417142;ENSP00000233627;ENSP00000354687;ENSP00000266544;ENSP00000362060;ENSP00000203407;ENSP00000281031;ENSP00000360492;ENSP00000355206;ENSP00000306397;ENSP00000276689;ENSP00000418803;ENSP00000430494;ENSP00000276062;ENSP00000259037;ENSP00000330737;ENSP00000418438;ENSP00000263774;ENSP00000423673;ENSP00000354813;ENSP00000215565;ENSP00000458770;ENSP00000356972;ENSP00000330787;ENSP00000441126;ENSP00000367939;ENSP00000299166;ENSP00000346196;ENSP00000354665;ENSP00000274137;ENSP00000355046;ENSP00000354554;ENSP00000237889;ENSP00000418842;ENSP00000332887;ENSP00000309565;ENSP00000252711;ENSP00000327268;ENSP00000389160;ENSP00000301457;ENSP00000296684;ENSP00000268668;ENSP00000467262;ENSP00000252102;ENSP00000322450;ENSP00000354728;ENSP00000392709;ENSP00000315774;ENSP00000425759;ENSP00000354499;ENSP00000354982;ENSP00000457513;ENSP00000354876;ENSP00000246554;ENSP00000485401;ENSP00000360782;ENSP00000292907;ENSP00000205214;ENSP00000418770;ENSP00000229379;ENSP00000467266;ENSP00000258424;ENSP00000359098;ENSP00000321260;ENSP00000417656;ENSP00000428895;ENSP00000367938;ENSP00000367346;ENSP00000452549;ENSP00000323076;ENSP00000358272;ENSP00000312618;ENSP00000365243;ENSP00000287490;ENSP00000249269;ENSP00000355572;ENSP00000270517;ENSP00000351737;ENSP00000263578;ENSP00000296597;ENSP00000280701;ENSP00000413908;ENSP00000318480;ENSP00000379430;ENSP00000466639;ENSP00000370761;ENSP00000370882;ENSP00000414066
M1	string	0.8	network_modules	1	TRUE	7.493106643109212e-130	177	80	74	0.925	0.4180790960451977	REAC:R-HSA-1428517	REAC	Aerobic respiration and respiratory electron transport	10916	127		0.1323529411764706	0.14492753623188406	177	10739	74	6	103	10733	10916	0.6182537322975871	10	GO:0022900;GO:0006119;GO:0065003;GO:0007005	ENSP00000268379;ENSP00000317159;ENSP00000184266;ENSP00000369176;ENSP00000419087;ENSP00000317780;ENSP00000432614;ENSP00000362873;ENSP00000260361;ENSP00000354961;ENSP00000339720;ENSP00000417142;ENSP00000233627;ENSP00000354687;ENSP00000266544;ENSP00000362060;ENSP00000203407;ENSP00000281031;ENSP00000360492;ENSP00000355206;ENSP00000306397;ENSP00000276689;ENSP00000418803;ENSP00000430494;ENSP00000276062;ENSP00000259037;ENSP00000330737;ENSP00000418438;ENSP00000263774;ENSP00000423673;ENSP00000354813;ENSP00000215565;ENSP00000458770;ENSP00000356972;ENSP00000330787;ENSP00000441126;ENSP00000367939;ENSP00000299166;ENSP00000346196;ENSP00000354665;ENSP00000274137;ENSP00000355046;ENSP00000354554;ENSP00000237889;ENSP00000418842;ENSP00000332887;ENSP00000309565;ENSP00000252711;ENSP00000327268;ENSP00000389160;ENSP00000301457;ENSP00000296684;ENSP00000268668;ENSP00000467262;ENSP00000252102;ENSP00000322450;ENSP00000354728;ENSP00000392709;ENSP00000315774;ENSP00000425759;ENSP00000354499;ENSP00000354982;ENSP00000457513;ENSP00000354876;ENSP00000246554;ENSP00000485401;ENSP00000360782;ENSP00000292907;ENSP00000205214;ENSP00000418770;ENSP00000229379;ENSP00000467266;ENSP00000258424;ENSP00000359098;ENSP00000321260;ENSP00000417656;ENSP00000428895;ENSP00000367938;ENSP00000367346;ENSP00000452549;ENSP00000323076;ENSP00000358272;ENSP00000312618;ENSP00000365243;ENSP00000287490;ENSP00000249269;ENSP00000355572;ENSP00000270517;ENSP00000351737;ENSP00000263578;ENSP00000296597;ENSP00000280701;ENSP00000413908;ENSP00000318480;ENSP00000379430;ENSP00000466639;ENSP00000370761;ENSP00000370882;ENSP00000414066
