network_method	network_db	network_cutoff	experiment_info	func_module_number	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	parents	perc_rank	cumelative_dist	P	N	tp	fp	fn	tn	tot_pop_valid	MCC
M1	cpdb	0.4	network_modules	1	TRUE	1.1748571501989708e-45	144	71	35	0.49295774647887325	0.24305555555555555	REAC:R-HSA-8856828	REAC	Clathrin-mediated endocytosis	10916	372		0	0.030303030303030304	144	10772	35	36	109	10736	10916	0.34023427617860313
M1	cpdb	0.4	network_modules	1	TRUE	5.974607993456576e-35	104	71	27	0.38028169014084506	0.25961538461538464	REAC:R-HSA-8856825	REAC	Cargo recognition for clathrin-mediated endocytosis	10916	309		0.03125	0.06060606060606061	104	10812	27	44	77	10768	10916	0.3088122630528023
M1	cpdb	0.4	network_modules	1	TRUE	6.365853003425374e-35	533	91	42	0.46153846153846156	0.07879924953095685	GO:0006897	GO:BP	endocytosis	16175	2551		0	0.022727272727272728	533	15642	42	49	491	15593	16175	0.1805911936032795
M1	cpdb	0.4	network_modules	1	TRUE	5.220827225500799e-29	740	91	42	0.46153846153846156	0.05675675675675676	GO:0098657	GO:BP	import into cell	16175	18813		0.023255813953488372	0.045454545454545456	740	15435	42	49	698	15386	16175	0.14968270166041586
M1	cpdb	0.4	network_modules	1	TRUE	9.560906432401581e-26	72	71	20	0.28169014084507044	0.2777777777777778	REAC:R-HSA-199992	REAC	trans-Golgi Network Vesicle Budding	10916	2749		0.0625	0.09090909090909091	72	10844	20	51	52	10793	10916	0.2749783749518098
M1	cpdb	0.4	network_modules	1	TRUE	1.107225344519475e-24	44	91	17	0.18681318681318682	0.38636363636363635	GO:0072583	GO:BP	clathrin-dependent endocytosis	16175	17454		0.046511627906976744	0.06818181818181818	44	16131	17	74	27	16057	16175	0.2658570012871359
M1	cpdb	0.4	network_modules	1	TRUE	7.006537044672693e-23	221	91	25	0.27472527472527475	0.11312217194570136	GO:0006898	GO:BP	receptor-mediated endocytosis	16175	2552		0.06976744186046512	0.09090909090909091	221	15954	25	66	196	15888	16175	0.1691535201908913
M1	cpdb	0.4	network_modules	1	TRUE	1.1730522495344389e-20	54	71	16	0.22535211267605634	0.2962962962962963	REAC:R-HSA-432722	REAC	Golgi Associated Vesicle Biogenesis	10916	1082		0.09375	0.12121212121212122	54	10862	16	55	38	10807	10916	0.25418391858601286
M1	cpdb	0.4	network_modules	1	TRUE	2.1215818008759453e-20	248	58	24	0.41379310344827586	0.0967741935483871	KEGG:04144	KEGG	Endocytosis	8484	280		0	0.25	248	8236	24	34	224	8202	8484	0.18940256052008136
M1	cpdb	0.4	network_modules	1	TRUE	2.4223258498147624e-19	21	71	12	0.16901408450704225	0.5714285714285714	REAC:R-HSA-164938	REAC	Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters	10916	1565		0.125	0.15151515151515152	21	10895	12	59	9	10836	10916	0.30853604262832407
M1	cpdb	0.4	network_modules	1	TRUE	1.390205792925326e-17	27	71	12	0.16901408450704225	0.4444444444444444	REAC:R-HSA-164952	REAC	The role of Nef in HIV-1 replication and disease pathogenesis	10916	2504		0.15625	0.18181818181818182	27	10889	12	59	15	10830	10916	0.2712828255549565
M1	cpdb	0.4	network_modules	1	TRUE	2.322610594335553e-16	16	91	10	0.10989010989010989	0.625	GO:0048268	GO:BP	clathrin coat assembly	16175	12619		0.09302325581395349	0.11363636363636363	16	16159	10	81	6	16078	16175	0.26057473592346736
M1	cpdb	0.4	network_modules	1	TRUE	5.182456023476863e-16	131	58	17	0.29310344827586204	0.1297709923664122	KEGG:04142	KEGG	Lysosome	8484	279		0.3333333333333333	0.5	131	8353	17	41	114	8312	8484	0.18683767556782818
M1	cpdb	0.4	network_modules	1	TRUE	5.78998918904281e-14	35	71	11	0.15492957746478872	0.3142857142857143	REAC:R-HSA-432720	REAC	Lysosome Vesicle Biogenesis	10916	1341		0.1875	0.21212121212121213	35	10881	11	60	24	10821	10916	0.21715093505767638
M1	cpdb	0.4	network_modules	1	TRUE	1.7185939406146972e-11	10	71	7	0.09859154929577464	0.7	REAC:R-HSA-164940	REAC	Nef mediated downregulation of MHC class I complex cell surface expression	10916	1564		0.21875	0.24242424242424243	10	10906	7	64	3	10842	10916	0.26123457376515785
M1	cpdb	0.4	network_modules	1	TRUE	1.737213509996398e-11	100	91	13	0.14285714285714285	0.13	GO:0006892	GO:BP	post-Golgi vesicle-mediated transport	16175	2547		0.11627906976744186	0.13636363636363635	100	16075	13	78	87	15997	16175	0.13115377361613992
M1	cpdb	0.4	network_modules	1	TRUE	2.0499747196295017e-10	49	91	10	0.10989010989010989	0.20408163265306123	GO:0140238	GO:BP	presynaptic endocytosis	16175	19709		0.13953488372093023	0.18181818181818182	49	16126	10	81	39	16045	16175	0.14625973338175782
M1	cpdb	0.4	network_modules	1	TRUE	2.0499747196295017e-10	49	91	10	0.10989010989010989	0.20408163265306123	GO:0048488	GO:BP	synaptic vesicle endocytosis	16175	12781		0.13953488372093023	0.18181818181818182	49	16126	10	81	39	16045	16175	0.14625973338175782
M1	cpdb	0.4	network_modules	1	TRUE	2.419936188817833e-10	13	71	7	0.09859154929577464	0.5384615384615384	REAC:R-HSA-5140745	REAC	WNT5A-dependent internalization of FZD2, FZD5 and ROR2	10916	2671		0.25	0.2727272727272727	13	10903	7	64	6	10839	10916	0.22850464754784852
M1	cpdb	0.4	network_modules	1	TRUE	8.981831966443208e-10	15	71	7	0.09859154929577464	0.4666666666666667	REAC:R-HSA-5099900	REAC	WNT5A-dependent internalization of FZD4	10916	2672		0.28125	0.30303030303030304	15	10901	7	64	8	10837	10916	0.21234557403891127
M1	cpdb	0.4	network_modules	1	TRUE	1.497281188147302e-9	59	91	10	0.10989010989010989	0.1694915254237288	GO:0036465	GO:BP	synaptic vesicle recycling	16175	9613		0.18604651162790697	0.20454545454545456	59	16116	10	81	49	16035	16175	0.13255973353160624
M1	cpdb	0.4	network_modules	1	TRUE	5.2809529433816445e-9	121	91	12	0.13186813186813187	0.09917355371900827	GO:0099003	GO:BP	vesicle-mediated transport in synapse	16175	18999		0.20930232558139536	0.22727272727272727	121	16054	12	79	109	15975	16175	0.10858259330038667
M1	cpdb	0.4	network_modules	1	TRUE	6.889742897791256e-9	19	71	7	0.09859154929577464	0.3684210526315789	REAC:R-HSA-8964038	REAC	LDL clearance	10916	1295		0.3125	0.3333333333333333	19	10897	7	64	12	10833	10916	0.18799733339782268
M1	cpdb	0.4	network_modules	1	TRUE	7.101111131471565e-9	123	71	12	0.16901408450704225	0.0975609756097561	REAC:R-HSA-2132295	REAC	MHC class II antigen presentation	10916	1371		0.34375	0.36363636363636365	123	10793	12	59	111	10734	10916	0.12092420543857149
M1	cpdb	0.4	network_modules	1	TRUE	9.468121269355807e-9	126	71	12	0.16901408450704225	0.09523809523809523	REAC:R-HSA-162909	REAC	Host Interactions of HIV factors	10916	1132		0.375	0.3939393939393939	126	10790	12	59	114	10731	10916	0.11928438691318188
M1	cpdb	0.4	network_modules	1	TRUE	4.070252619723371e-8	270	91	15	0.16483516483516483	0.05555555555555555	GO:0016197	GO:BP	endosomal transport	16175	5169		0.23255813953488372	0.25	270	15905	15	76	255	15829	16175	0.08697603436632716
M1	cpdb	0.4	network_modules	1	TRUE	7.036842771399618e-8	14	71	6	0.08450704225352113	0.42857142857142855	REAC:R-HSA-177504	REAC	Retrograde neurotrophin signalling	10916	2095		0.40625	0.42424242424242425	14	10902	6	65	8	10837	10916	0.18815342214600775
M1	cpdb	0.4	network_modules	1	TRUE	8.389951600352771e-8	7	71	5	0.07042253521126761	0.7142857142857143	REAC:R-HSA-182218	REAC	Nef Mediated CD8 Down-regulation	10916	1561		0.4375	0.45454545454545453	7	10909	5	66	2	10843	10916	0.22303618637944655
M1	cpdb	0.4	network_modules	1	TRUE	1.0031017919691853e-7	155	91	12	0.13186813186813187	0.07741935483870968	GO:0007034	GO:BP	vacuolar transport	16175	2639		0.2558139534883721	0.2727272727272727	155	16020	12	79	143	15941	16175	0.09441600229792292
M1	cpdb	0.4	network_modules	1	TRUE	1.6190778293471274e-7	53	58	8	0.13793103448275862	0.1509433962264151	KEGG:04961	KEGG	Endocrine and other factor-regulated calcium reabsorption	8484	397		0.6666666666666666	0.75	53	8431	8	50	45	8381	8484	0.13866261873727592
M1	cpdb	0.4	network_modules	1	TRUE	1.6442351652709858e-7	409	91	17	0.18681318681318682	0.04156479217603912	GO:0060627	GO:BP	regulation of vesicle-mediated transport	16175	14803		0.27906976744186046	0.29545454545454547	409	15766	17	74	392	15692	16175	0.07739115747545078
M1	cpdb	0.4	network_modules	1	TRUE	1.8573793447904567e-7	16	71	6	0.08450704225352113	0.375	REAC:R-HSA-8866427	REAC	VLDLR internalisation and degradation	10916	2639		0.46875	0.48484848484848486	16	10900	6	65	10	10835	10916	0.1756300571280855
