network_method	network_db	network_cutoff	experiment_info	func_module_number	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	parents	perc_rank	cumelative_dist	P	N	tp	fp	fn	tn	tot_pop_valid	MCC
K1	string	0.6	network_modules	1	TRUE	3.695528132591679e-74	128	38	38	1	0.296875	REAC:R-HSA-6809371	REAC	Formation of the cornified envelope	10916	969		0	0.5	128	10788	38	0	90	10788	10916	0.5426037053190145
K1	string	0.6	network_modules	1	TRUE	1.8856413389740678e-64	215	38	38	1	0.17674418604651163	REAC:R-HSA-6805567	REAC	Keratinization	10916	1288		1	1	215	10701	38	0	177	10701	10916	0.41697519757960977
K1	string	0.6	network_modules	1	TRUE	2.419004752928656e-19	231	24	15	0.625	0.06493506493506493	GO:0008544	GO:BP	epidermis development	16175	3192		0	0.14285714285714285	231	15944	15	9	216	15935	16175	0.19842061354303164
K1	string	0.6	network_modules	1	TRUE	4.8239123589358955e-18	22	24	9	0.375	0.4090909090909091	GO:0018149	GO:BP	peptide cross-linking	16175	5337		0.16666666666666666	0.2857142857142857	22	16153	9	15	13	16138	16175	0.39080983487799675
K1	string	0.6	network_modules	1	TRUE	1.3122372407957728e-15	102	24	11	0.4583333333333333	0.10784313725490197	GO:0030216	GO:BP	keratinocyte differentiation	16175	6724		0.3333333333333333	0.42857142857142855	102	16073	11	13	91	16060	16175	0.220123451231151
K1	string	0.6	network_modules	1	TRUE	5.699432448705572e-14	142	24	11	0.4583333333333333	0.07746478873239436	GO:0009913	GO:BP	epidermal cell differentiation	16175	3769		0.5	0.5714285714285714	142	16033	11	13	131	16020	16175	0.1857722498691648
K1	string	0.6	network_modules	1	TRUE	3.784014431015107e-13	168	24	11	0.4583333333333333	0.06547619047619048	GO:0043588	GO:BP	skin development	16175	10792		0.6666666666666666	0.7142857142857143	168	16007	11	13	157	15994	16175	0.1703205917168812
K1	string	0.6	network_modules	1	TRUE	2.119971087422495e-8	454	24	11	0.4583333333333333	0.024229074889867842	GO:0030855	GO:BP	epithelial cell differentiation	16175	6938		0.8333333333333334	0.8571428571428571	454	15721	11	13	443	15708	16175	0.10041961252852426
K1	string	0.6	network_modules	1	TRUE	2.1821954263197666e-6	701	24	11	0.4583333333333333	0.015691868758915834	GO:0060429	GO:BP	epithelium development	16175	14627		1	1	701	15474	11	13	690	15461	16175	0.07856563075733393
K1	string	0.6	network_modules	2	TRUE	1.7493219855249642e-19	343	13	13	1	0.037900874635568516	GO:0060271	GO:BP	cilium assembly	16175	14488		0	0.125	343	15832	13	0	330	15832	16175	0.19268369036070093
K1	string	0.6	network_modules	2	TRUE	4.435462120558569e-19	368	13	13	1	0.035326086956521736	GO:0044782	GO:BP	cilium organization	16175	11155		0.14285714285714285	0.25	368	15807	13	0	355	15807	16175	0.18587669516730634
K1	string	0.6	network_modules	2	TRUE	4.805901700112386e-19	96	10	10	1	0.10416666666666667	REAC:R-HSA-5620912	REAC	Anchoring of the basal body to the plasma membrane	10916	147		0	0.3333333333333333	96	10820	10	0	86	10820	10916	0.32147356559652895
K1	string	0.6	network_modules	2	TRUE	2.7321347726879438e-17	503	13	13	1	0.02584493041749503	GO:0120031	GO:BP	plasma membrane bounded cell projection assembly	16175	19467		0.2857142857142857	0.375	503	15672	13	0	490	15672	16175	0.15830781106163
K1	string	0.6	network_modules	2	TRUE	3.6316516122020325e-17	514	13	13	1	0.02529182879377432	GO:0030031	GO:BP	cell projection assembly	16175	6655		0.42857142857142855	0.5	514	15661	13	0	501	15661	16175	0.15654972541927886
K1	string	0.6	network_modules	2	TRUE	9.565427593213525e-16	200	10	10	1	0.05	REAC:R-HSA-5617833	REAC	Cilium Assembly	10916	361		0.5	0.6666666666666666	200	10716	10	0	190	10716	10916	0.22165044520737417
K1	string	0.6	network_modules	2	TRUE	4.527592343160146e-14	292	10	10	1	0.03424657534246575	REAC:R-HSA-1852241	REAC	Organelle biogenesis and maintenance	10916	1646		1	1	292	10624	10	0	282	10624	10916	0.18265007657033566
K1	string	0.6	network_modules	2	TRUE	2.1904614530674568e-8	8	13	4	0.3076923076923077	0.5	GO:1904491	GO:BP	protein localization to ciliary transition zone	16175	23859		0.5714285714285714	0.625	8	16167	4	9	4	16158	16175	0.39185616681299235
K1	string	0.6	network_modules	2	TRUE	3.166063313614313e-8	83	13	6	0.46153846153846156	0.07228915662650602	GO:0007224	GO:BP	smoothened signaling pathway	16175	2777		0.7142857142857143	0.75	83	16092	6	7	77	16085	16175	0.18116601628106938
K1	string	0.6	network_modules	2	TRUE	2.538512628724348e-5	39	13	4	0.3076923076923077	0.10256410256410256	GO:1905515	GO:BP	non-motile cilium assembly	16175	24691		0.8571428571428571	0.875	39	16136	4	9	35	16127	16175	0.17653799872675335
K1	string	0.6	network_modules	2	TRUE	1.3921817500944732e-4	59	13	4	0.3076923076923077	0.06779661016949153	GO:0061512	GO:BP	protein localization to cilium	16175	15514		1	1	59	16116	4	9	55	16107	16175	0.14303793155734665
K1	string	0.6	network_modules	3	TRUE	4.104458527586087e-46	57	26	21	0.8076923076923077	0.3684210526315789	GO:0016073	GO:BP	snRNA metabolic process	16175	5100		0	0.05263157894736842	57	16118	21	5	36	16113	16175	0.5445178479379092
K1	string	0.6	network_modules	3	TRUE	6.54658338311107e-44	73	22	21	0.9545454545454546	0.2876712328767123	REAC:R-HSA-6807505	REAC	RNA polymerase II transcribes snRNA genes	10916	1904		NA	1	73	10843	21	1	52	10842	10916	0.5226227532846845
K1	string	0.6	network_modules	3	TRUE	1.544845948198152e-35	34	26	16	0.6153846153846154	0.47058823529411764	GO:0016180	GO:BP	snRNA processing	16175	5161		0.05555555555555555	0.10526315789473684	34	16141	16	10	18	16131	16175	0.5372966294861076
K1	string	0.6	network_modules	3	TRUE	2.2909953746030028e-28	81	26	16	0.6153846153846154	0.19753086419753085	GO:0034243	GO:BP	regulation of transcription elongation by RNA polymerase II	16175	8519		0.1111111111111111	0.15789473684210525	81	16094	16	10	65	16084	16175	0.34696184483935244
K1	string	0.6	network_modules	3	TRUE	4.4768625422302056e-27	96	26	16	0.6153846153846154	0.16666666666666666	GO:0032784	GO:BP	regulation of DNA-templated transcription elongation	16175	7819		0.16666666666666666	0.21052631578947367	96	16079	16	10	80	16069	16175	0.31836898926166507
K1	string	0.6	network_modules	3	TRUE	1.5117957852302825e-26	103	26	16	0.6153846153846154	0.1553398058252427	GO:0006368	GO:BP	transcription elongation by RNA polymerase II	16175	2143		0.2222222222222222	0.2631578947368421	103	16072	16	10	87	16062	16175	0.3072089181955209
K1	string	0.6	network_modules	3	TRUE	1.5540897607263635e-25	118	26	16	0.6153846153846154	0.13559322033898305	GO:0006354	GO:BP	DNA-templated transcription elongation	16175	2131		0.2777777777777778	0.3157894736842105	118	16057	16	10	102	16047	16175	0.2867162953629678
K1	string	0.6	network_modules	3	TRUE	1.5148352127916514e-23	22	26	11	0.4230769230769231	0.5	GO:0034472	GO:BP	snRNA 3'-end processing	16175	8649		0.3333333333333333	0.3684210526315789	22	16153	11	15	11	16138	16175	0.45913575115440375
K1	string	0.6	network_modules	3	TRUE	2.1413885722619727e-16	80	26	11	0.4230769230769231	0.1375	GO:0031123	GO:BP	RNA 3'-end processing	16175	7048		0.3888888888888889	0.42105263157894735	80	16095	11	15	69	16080	16175	0.23915532143397092
