network_method	network_db	network_cutoff	experiment_info	func_module_number	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	parents	perc_rank	cumelative_dist	P	N	tp	fp	fn	tn	tot_pop_valid	MCC
M1	humanbase	0.6	network_modules	1	TRUE	1.9905684098125e-7	476	61	17	0.2786885245901639	0.03571428571428571	REAC:R-HSA-6798695	REAC	Neutrophil degranulation	10916	1597		0	0.2	476	10440	17	44	459	10396	10916	0.08629401480838611
M1	humanbase	0.6	network_modules	1	TRUE	1.626591860448312e-4	131	56	8	0.14285714285714285	0.061068702290076333	KEGG:04142	KEGG	Lysosome	8484	279		0	0.5	131	8353	8	48	123	8305	8484	0.08423654688133053
M1	humanbase	0.6	network_modules	1	TRUE	0.0010200153337747019	40	61	5	0.08196721311475409	0.125	REAC:R-HSA-3928662	REAC	EPHB-mediated forward signaling	10916	821		0.25	0.4	40	10876	5	56	35	10820	10916	0.09714637515535449
M1	humanbase	0.6	network_modules	1	TRUE	0.00229778884139327	136	56	7	0.125	0.051470588235294115	KEGG:05135	KEGG	Yersinia infection	8484	432		1	1	136	8348	7	49	129	8299	8484	0.07072581995933
M1	humanbase	0.6	network_modules	1	TRUE	0.004000619679996901	90	61	6	0.09836065573770492	0.06666666666666667	REAC:R-HSA-2682334	REAC	EPH-Ephrin signaling	10916	818		0.5	0.6	90	10826	6	55	84	10771	10916	0.07470670469769539
M1	humanbase	0.6	network_modules	1	TRUE	0.005645594323914079	144	61	7	0.11475409836065574	0.04861111111111111	REAC:R-HSA-8856828	REAC	Clathrin-mediated endocytosis	10916	372		0.75	0.8	144	10772	7	54	137	10718	10916	0.06672941141242465
M1	humanbase	0.6	network_modules	1	TRUE	0.007050681573499819	149	61	7	0.11475409836065574	0.04697986577181208	REAC:R-HSA-8980692	REAC	RHOA GTPase cycle	10916	1859		1	1	149	10767	7	54	142	10713	10916	0.06531954311093705
M1	humanbase	0.6	network_modules	2	TRUE	5.582220531372379e-23	390	92	30	0.32608695652173914	0.07692307692307693	GO:0022613	GO:BP	ribonucleoprotein complex biogenesis	16175	6620		0	0.020833333333333332	390	15785	30	62	360	15723	16175	0.14889222989984172
M1	humanbase	0.6	network_modules	2	TRUE	6.032594867966037e-20	251	92	24	0.2608695652173913	0.09561752988047809	GO:0042254	GO:BP	ribosome biogenesis	16175	10060		0.02127659574468085	0.041666666666666664	251	15924	24	68	227	15856	16175	0.15013465806092438
M1	humanbase	0.6	network_modules	2	TRUE	5.0403186274014305e-11	205	92	16	0.17391304347826086	0.07804878048780488	GO:0016072	GO:BP	rRNA metabolic process	16175	5099		0.0425531914893617	0.0625	205	15970	16	76	189	15894	16175	0.10901740028217065
M1	humanbase	0.6	network_modules	2	TRUE	7.854515652751238e-10	192	74	15	0.20270270270270271	0.078125	REAC:R-HSA-8868773	REAC	rRNA processing in the nucleus and cytosol	10916	2734		0	0.14285714285714285	192	10724	15	59	177	10665	10916	0.11634147450556916
M1	humanbase	0.6	network_modules	2	TRUE	1.01089808546943e-9	169	92	14	0.15217391304347827	0.08284023668639054	GO:0006364	GO:BP	rRNA processing	16175	2140		0.06382978723404255	0.08333333333333333	169	16006	14	78	155	15928	16175	0.10541890357940219
M1	humanbase	0.6	network_modules	2	TRUE	1.6439311073049446e-9	202	74	15	0.20270270270270271	0.07425742574257425	REAC:R-HSA-72312	REAC	rRNA processing	10916	2732		0.16666666666666666	0.2857142857142857	202	10714	15	59	187	10655	10916	0.1129165276119117
M1	humanbase	0.6	network_modules	2	TRUE	6.560306265568996e-8	566	92	20	0.21739130434782608	0.0353356890459364	GO:0006412	GO:BP	translation	16175	2170		0.0851063829787234	0.10416666666666667	566	15609	20	72	546	15537	16175	0.07507259809454778
M1	humanbase	0.6	network_modules	2	TRUE	7.225776156418132e-8	13	92	6	0.06521739130434782	0.46153846153846156	GO:1904816	GO:BP	positive regulation of protein localization to chromosome, telomeric region	16175	24131		0.10638297872340426	0.125	13	16162	6	86	7	16076	16175	0.17191491970562478
M1	humanbase	0.6	network_modules	2	TRUE	2.0883515262562663e-7	15	92	6	0.06521739130434782	0.4	GO:1904814	GO:BP	regulation of protein localization to chromosome, telomeric region	16175	24129		0.1276595744680851	0.14583333333333334	15	16160	6	86	9	16074	16175	0.15974674641058825
M1	humanbase	0.6	network_modules	2	TRUE	5.816876502802481e-7	139	51	10	0.19607843137254902	0.07194244604316546	KEGG:03008	KEGG	Ribosome biogenesis in eukaryotes	8484	207		0	0.5	139	8345	10	41	129	8304	8484	0.11008021638770611
M1	humanbase	0.6	network_modules	2	TRUE	1.1098105471474015e-6	182	74	12	0.16216216216216217	0.06593406593406594	REAC:R-HSA-6791226	REAC	Major pathway of rRNA processing in the nucleolus and cytosol	10916	1389		0.3333333333333333	0.42857142857142855	182	10734	12	62	170	10672	10916	0.09387274416457875
M1	humanbase	0.6	network_modules	2	TRUE	1.2008553561168546e-6	149	92	11	0.11956521739130435	0.0738255033557047	GO:0006403	GO:BP	RNA localization	16175	2164		0.14893617021276595	0.16666666666666666	149	16026	11	81	138	15945	16175	0.08736449400052046
M1	humanbase	0.6	network_modules	2	TRUE	1.539662731008129e-6	241	92	13	0.14130434782608695	0.05394190871369295	GO:0034504	GO:BP	protein localization to nucleus	16175	8670		0.1702127659574468	0.1875	241	15934	13	79	228	15855	16175	0.0789127811598848
M1	humanbase	0.6	network_modules	2	TRUE	1.97257679062915e-6	59	74	8	0.10810810810810811	0.13559322033898305	REAC:R-HSA-6790901	REAC	rRNA modification in the nucleus and cytosol	10916	2731		0.5	0.5714285714285714	59	10857	8	66	51	10791	10916	0.11572514327926482
M1	humanbase	0.6	network_modules	2	TRUE	1.9910934415351276e-6	10	92	5	0.05434782608695652	0.5	GO:1904851	GO:BP	positive regulation of establishment of protein localization to telomere	16175	24163		0.19148936170212766	0.20833333333333334	10	16165	5	87	5	16078	16175	0.16348590979936214
M1	humanbase	0.6	network_modules	2	TRUE	3.6339774984054016e-6	11	92	5	0.05434782608695652	0.45454545454545453	GO:0070203	GO:BP	regulation of establishment of protein localization to telomere	16175	15986		0.2127659574468085	0.2708333333333333	11	16164	5	87	6	16077	16175	0.1557031547511153
M1	humanbase	0.6	network_modules	2	TRUE	3.6339774984054016e-6	11	92	5	0.05434782608695652	0.45454545454545453	GO:1904869	GO:BP	regulation of protein localization to Cajal body	16175	24177		0.2127659574468085	0.2708333333333333	11	16164	5	87	6	16077	16175	0.1557031547511153
M1	humanbase	0.6	network_modules	2	TRUE	3.6339774984054016e-6	11	92	5	0.05434782608695652	0.45454545454545453	GO:1904871	GO:BP	positive regulation of protein localization to Cajal body	16175	24179		0.2127659574468085	0.2708333333333333	11	16164	5	87	6	16077	16175	0.1557031547511153
M1	humanbase	0.6	network_modules	2	TRUE	4.14671744801e-6	373	92	15	0.16304347826086957	0.040214477211796246	GO:0072594	GO:BP	establishment of protein localization to organelle	16175	17458		0.2765957446808511	0.2916666666666667	373	15802	15	77	358	15725	16175	0.07053751323848385
M1	humanbase	0.6	network_modules	2	TRUE	6.201757015545259e-6	12	92	5	0.05434782608695652	0.4166666666666667	GO:1903405	GO:BP	protein localization to nuclear body	16175	22981		0.2978723404255319	0.3541666666666667	12	16163	5	87	7	16076	16175	0.14890729766190416
M1	humanbase	0.6	network_modules	2	TRUE	6.201757015545259e-6	12	92	5	0.05434782608695652	0.4166666666666667	GO:1904867	GO:BP	protein localization to Cajal body	16175	24175		0.2978723404255319	0.3541666666666667	12	16163	5	87	7	16076	16175	0.14890729766190416
M1	humanbase	0.6	network_modules	2	TRUE	6.201757015545259e-6	12	92	5	0.05434782608695652	0.4166666666666667	GO:0070202	GO:BP	regulation of establishment of protein localization to chromosome	16175	15985		0.2978723404255319	0.3541666666666667	12	16163	5	87	7	16076	16175	0.14890729766190416
M1	humanbase	0.6	network_modules	2	TRUE	1.553648254235661e-5	14	92	5	0.05434782608695652	0.35714285714285715	GO:1990173	GO:BP	protein localization to nucleoplasm	16175	25107		0.3617021276595745	0.375	14	16161	5	87	9	16074	16175	0.137551888336392
M1	humanbase	0.6	network_modules	2	TRUE	1.7208174969703594e-5	108	51	8	0.1568627450980392	0.07407407407407407	KEGG:03013	KEGG	Nucleocytoplasmic transport	8484	209		1	1	108	8376	8	43	100	8333	8484	0.09998333356937468
M1	humanbase	0.6	network_modules	2	TRUE	1.8587514898921704e-5	77	92	8	0.08695652173913043	0.1038961038961039	GO:1900182	GO:BP	positive regulation of protein localization to nucleus	16175	20458		0.3829787234042553	0.3958333333333333	77	16098	8	84	69	16014	16175	0.0903180394063032
M1	humanbase	0.6	network_modules	2	TRUE	2.320030623722219e-5	15	92	5	0.05434782608695652	0.3333333333333333	GO:1904874	GO:BP	positive regulation of telomerase RNA localization to Cajal body	16175	24182		0.40425531914893614	0.4166666666666667	15	16160	5	87	10	16073	16175	0.13273824193487732
M1	humanbase	0.6	network_modules	2	TRUE	2.585433155977234e-5	292	74	13	0.17567567567567569	0.04452054794520548	REAC:R-HSA-72766	REAC	Translation	10916	2565		0.6666666666666666	0.7142857142857143	292	10624	13	61	279	10563	10916	0.07625346960284574
M1	humanbase	0.6	network_modules	2	TRUE	2.855707658801181e-5	31	92	6	0.06521739130434782	0.1935483870967742	GO:0070198	GO:BP	protein localization to chromosome, telomeric region	16175	15981		0.425531914893617	0.4375	31	16144	6	86	25	16058	16175	0.10946563885359217
M1	humanbase	0.6	network_modules	2	TRUE	3.174132409714242e-5	434	92	15	0.16304347826086957	0.03456221198156682	GO:0010608	GO:BP	post-transcriptional regulation of gene expression	16175	4255		0.44680851063829785	0.4583333333333333	434	15741	15	77	419	15664	16175	0.06375420757999752
M1	humanbase	0.6	network_modules	2	TRUE	4.7379301827210755e-5	17	92	5	0.05434782608695652	0.29411764705882354	GO:0070200	GO:BP	establishment of protein localization to telomere	16175	15983		0.46808510638297873	0.4791666666666667	17	16158	5	87	12	16071	16175	0.12440496647121445
M1	humanbase	0.6	network_modules	2	TRUE	6.530824593083561e-5	18	92	5	0.05434782608695652	0.2777777777777778	GO:1904872	GO:BP	regulation of telomerase RNA localization to Cajal body	16175	24180		0.48936170212765956	0.5	18	16157	5	87	13	16070	16175	0.12076339011962683
M1	humanbase	0.6	network_modules	2	TRUE	8.823562093598421e-5	19	92	5	0.05434782608695652	0.2631578947368421	GO:0090685	GO:BP	RNA localization to nucleus	16175	18411		0.5106382978723404	0.5833333333333334	19	16156	5	87	14	16069	16175	0.11740957958267959
M1	humanbase	0.6	network_modules	2	TRUE	8.823562093598421e-5	19	92	5	0.05434782608695652	0.2631578947368421	GO:0090670	GO:BP	RNA localization to Cajal body	16175	18400		0.5106382978723404	0.5833333333333334	19	16156	5	87	14	16069	16175	0.11740957958267959
M1	humanbase	0.6	network_modules	2	TRUE	8.823562093598421e-5	19	92	5	0.05434782608695652	0.2631578947368421	GO:0090671	GO:BP	telomerase RNA localization to Cajal body	16175	18401		0.5106382978723404	0.5833333333333334	19	16156	5	87	14	16069	16175	0.11740957958267959
