network_method	network_db	network_cutoff	experiment_info	func_module_number	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	parents	perc_rank	cumelative_dist	P	N	tp	fp	fn	tn	tot_pop_valid	MCC
K1	cpdb	0.4	network_modules	1	TRUE	2.863850412583413e-4	128	3	3	1	0.0234375	REAC:R-HSA-6809371	REAC	Formation of the cornified envelope	10916	969		0	0.5	128	10788	3	0	125	10788	10916	0.152213801969879
K1	cpdb	0.4	network_modules	1	TRUE	0.0013702440683132906	215	3	3	1	0.013953488372093023	REAC:R-HSA-6805567	REAC	Keratinization	10916	1288		1	1	215	10701	3	0	212	10701	10916	0.11697188855984345
K1	cpdb	0.4	network_modules	3	TRUE	6.004845506318434e-6	43	3	3	1	0.06976744186046512	KEGG:04975	KEGG	Fat digestion and absorption	8484	406		0	0.5	43	8441	3	0	40	8441	8484	0.2635116486172567
K1	cpdb	0.4	network_modules	3	TRUE	6.842048825137734e-5	6	2	2	1	0.3333333333333333	REAC:R-HSA-192456	REAC	Digestion of dietary lipid	10916	744		0	0.2	6	10910	2	0	4	10910	10916	0.5772444595545048
K1	cpdb	0.4	network_modules	3	TRUE	0.0010536755190712116	22	2	2	1	0.09090909090909091	REAC:R-HSA-8935690	REAC	Digestion	10916	741		0.25	0.4	22	10894	2	0	20	10894	10916	0.3012349568172482
K1	cpdb	0.4	network_modules	3	TRUE	0.0014824439121131796	26	2	2	1	0.07692307692307693	REAC:R-HSA-8963743	REAC	Digestion and absorption	10916	742		0.5	0.6	26	10890	2	0	24	10890	10916	0.2770449824007619
K1	cpdb	0.4	network_modules	3	TRUE	0.0043150521257202005	44	2	2	1	0.045454545454545456	REAC:R-HSA-975634	REAC	Retinoid metabolism and transport	10916	2093		0.75	0.8	44	10872	2	0	42	10872	10916	0.21279009415178116
K1	cpdb	0.4	network_modules	3	TRUE	0.005145220716503583	48	2	2	1	0.041666666666666664	REAC:R-HSA-6806667	REAC	Metabolism of fat-soluble vitamins	10916	1424		1	1	48	10868	2	0	46	10868	10916	0.20369352284537695
K1	cpdb	0.4	network_modules	3	TRUE	0.008021669771404808	63	3	2	0.6666666666666666	0.031746031746031744	KEGG:00561	KEGG	Glycerolipid metabolism	8484	85		1	1	63	8421	2	1	61	8420	8484	0.14442082005131293
K1	cpdb	0.4	network_modules	4	TRUE	4.879065640597871e-13	9	7	5	0.7142857142857143	0.5555555555555556	REAC:R-HSA-629597	REAC	Highly calcium permeable nicotinic acetylcholine receptors	10916	1124		0	0.1111111111111111	9	10907	5	2	4	10905	10916	0.6296751393971713
K1	cpdb	0.4	network_modules	4	TRUE	1.788444053712415e-12	11	7	5	0.7142857142857143	0.45454545454545453	REAC:R-HSA-629594	REAC	Highly calcium permeable postsynaptic nicotinic acetylcholine receptors	10916	1125		0.125	0.2222222222222222	11	10905	5	2	6	10903	10916	0.5694685434310286
K1	cpdb	0.4	network_modules	4	TRUE	3.065435563456388e-12	12	7	5	0.7142857142857143	0.4166666666666667	REAC:R-HSA-622323	REAC	Presynaptic nicotinic acetylcholine receptors	10916	1792		0.25	0.3333333333333333	12	10904	5	2	7	10902	10916	0.545179592844511
K1	cpdb	0.4	network_modules	4	TRUE	7.746371503309772e-12	14	7	5	0.7142857142857143	0.35714285714285715	REAC:R-HSA-622327	REAC	Postsynaptic nicotinic acetylcholine receptors	10916	1779		0.375	0.5555555555555556	14	10902	5	2	9	10900	10916	0.5046548417463964
K1	cpdb	0.4	network_modules	4	TRUE	7.746371503309772e-12	14	7	5	0.7142857142857143	0.35714285714285715	REAC:R-HSA-181431	REAC	Acetylcholine binding and downstream events	10916	54		0.375	0.5555555555555556	14	10902	5	2	9	10900	10916	0.5046548417463964
K1	cpdb	0.4	network_modules	4	TRUE	6.953780335599411e-11	23	7	5	0.7142857142857143	0.21739130434782608	GO:0007271	GO:BP	synaptic transmission, cholinergic	16175	2799		0	0.08333333333333333	23	16152	5	2	18	16150	16175	0.393635836163071
K1	cpdb	0.4	network_modules	4	TRUE	1.2529017522566559e-8	365	7	7	1	0.019178082191780823	KEGG:04080	KEGG	Neuroactive ligand-receptor interaction	8484	263		0	0.5	365	8119	7	0	358	8119	8484	0.13552916633281928
K1	cpdb	0.4	network_modules	4	TRUE	3.407919069491731e-8	18	7	4	0.5714285714285714	0.2222222222222222	GO:0035094	GO:BP	response to nicotine	16175	8806		0.09090909090909091	0.16666666666666666	18	16157	4	3	14	16154	16175	0.35592943407059485
K1	cpdb	0.4	network_modules	4	TRUE	4.510380165109762e-7	5	7	3	0.42857142857142855	0.6	GO:0035095	GO:BP	behavioral response to nicotine	16175	8807		0.18181818181818182	0.25	5	16170	3	4	2	16166	16175	0.5069148356752223
K1	cpdb	0.4	network_modules	4	TRUE	1.3442782574383916e-6	7	7	3	0.42857142857142855	0.42857142857142855	REAC:R-HSA-629587	REAC	Highly sodium permeable postsynaptic acetylcholine nicotinic receptors	10916	1126		0.625	0.6666666666666666	7	10909	3	4	4	10905	10916	0.42820475884918097
K1	cpdb	0.4	network_modules	4	TRUE	8.614684509007828e-6	196	7	5	0.7142857142857143	0.025510204081632654	REAC:R-HSA-112314	REAC	Neurotransmitter receptors and postsynaptic signal transmission	10916	1594		0.75	0.7777777777777778	196	10720	5	2	191	10718	10916	0.1328342339636607
K1	cpdb	0.4	network_modules	4	TRUE	3.480739509168145e-5	259	7	5	0.7142857142857143	0.019305019305019305	REAC:R-HSA-112315	REAC	Transmission across Chemical Synapses	10916	2580		0.875	0.8888888888888888	259	10657	5	2	254	10655	10916	0.11493533018797308
K1	cpdb	0.4	network_modules	4	TRUE	3.032882613300509e-4	400	7	5	0.7142857142857143	0.0125	REAC:R-HSA-112316	REAC	Neuronal System	10916	1590		1	1	400	10516	5	2	395	10514	10916	0.09136193114922107
K1	cpdb	0.4	network_modules	4	TRUE	4.377504613166454e-4	3	7	2	0.2857142857142857	0.6666666666666666	GO:0060084	GO:BP	synaptic transmission involved in micturition	16175	14343		0.2727272727272727	0.3333333333333333	3	16172	2	5	1	16167	16175	0.4362873362648091
K1	cpdb	0.4	network_modules	4	TRUE	4.402832452836328e-4	487	7	5	0.7142857142857143	0.01026694045174538	GO:0007268	GO:BP	chemical synaptic transmission	16175	2796		0.36363636363636365	0.5	487	15688	5	2	482	15686	16175	0.08330780471456126
K1	cpdb	0.4	network_modules	4	TRUE	4.402832452836328e-4	487	7	5	0.7142857142857143	0.01026694045174538	GO:0098916	GO:BP	anterograde trans-synaptic signaling	16175	18949		0.36363636363636365	0.5	487	15688	5	2	482	15686	16175	0.08330780471456126
