network_method	network_db	network_cutoff	experiment_info	func_module_number	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	parents	perc_rank	cumelative_dist	P	N	tp	fp	fn	tn	tot_pop_valid	MCC
R1	string	0.8	network_modules	1	TRUE	1.2715229923448201e-6	6	8	3	0.375	0.5	REAC:R-HSA-8937144	REAC	Aryl hydrocarbon receptor signalling	10916	168		0	0.125	6	10910	3	5	3	10905	10916	0.4326554652539553
R1	string	0.8	network_modules	1	TRUE	1.2521755937002402e-4	103	8	4	0.5	0.038834951456310676	REAC:R-HSA-211945	REAC	Phase I - Functionalization of compounds	10916	1737		0.14285714285714285	0.25	103	10813	4	4	99	10809	10916	0.13741691365438066
R1	string	0.8	network_modules	1	TRUE	1.6416496226391792e-4	26	8	3	0.375	0.11538461538461539	REAC:R-HSA-211976	REAC	Endogenous sterols	10916	840		0.2857142857142857	0.375	26	10890	3	5	23	10885	10916	0.2070138377279273
R1	string	0.8	network_modules	1	TRUE	0.0011563708061067882	5	8	2	0.25	0.4	REAC:R-HSA-8849473	REAC	PTK6 Expression	10916	1706		0.42857142857142855	0.5	5	10911	2	6	3	10905	10916	0.31583645181620407
R1	string	0.8	network_modules	1	TRUE	0.0018278707879155983	57	8	3	0.375	0.05263157894736842	REAC:R-HSA-3371497	REAC	HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand	10916	1111		0.5714285714285714	0.625	57	10859	3	5	54	10854	10916	0.13894567767456634
R1	string	0.8	network_modules	1	TRUE	0.002371730301166942	215	8	4	0.5	0.018604651162790697	REAC:R-HSA-211859	REAC	Biological oxidations	10916	227		0.7142857142857143	0.75	215	10701	4	4	211	10697	10916	0.0936097045627065
R1	string	0.8	network_modules	1	TRUE	0.002596475945787909	64	8	3	0.375	0.046875	REAC:R-HSA-211897	REAC	Cytochrome P450 - arranged by substrate type	10916	423		0.8571428571428571	0.875	64	10852	3	5	61	10847	10916	0.1309419214304975
R1	string	0.8	network_modules	1	TRUE	0.005194138758048245	10	8	2	0.25	0.2	REAC:R-HSA-1234158	REAC	Regulation of gene expression by Hypoxia-inducible Factor	10916	2033		1	1	10	10906	2	6	8	10900	10916	0.22297126089211025
R1	string	0.8	network_modules	2	TRUE	1.1092280678343656e-4	170	6	4	0.6666666666666666	0.023529411764705882	KEGG:04530	KEGG	Tight junction	8484	317		NA	1	170	8314	4	2	166	8312	8484	0.12275953976803275
R1	string	0.8	network_modules	2	TRUE	0.00145856676457427	5	7	2	0.2857142857142857	0.4	GO:0022614	GO:BP	membrane to membrane docking	16175	6621		0	0.1	5	16170	2	5	3	16165	16175	0.33782126035976096
