go-basic.obo: fmt(1.2) rel(2024-10-27) 44,017 Terms
goslim_pir.obo: fmt(1.2) rel(go/2024-11-03/subsets/goslim_pir.owl) 626 Terms
HMS:0:00:00.001606     324 annotations READ: go_slim_results_M1_humanbase_0.2.txt 
36 IDs in all associations
func_module_number	
2	GO:0051179;GO:0042254;GO:0016070;GO:0009117;GO:0065003;GO:0000375
3	GO:0006996
4	GO:0050789;GO:0065008
9	GO:0006412;GO:0044085
10	GO:0006260;GO:0050789;GO:0007059;GO:0007049;GO:0006281;GO:0051276;GO:0000280
11	GO:0050789;GO:0016070;GO:0000375;GO:0015931
12	GO:0042254
13	GO:0032392;GO:0006260;GO:0050789;GO:0007059;GO:0007049;GO:0006281;GO:0000280
15	GO:0022900;GO:0009117;GO:0065003;GO:0006119;GO:0007005
16	GO:0001775;GO:0008283;GO:0050789;GO:0044419;GO:0002376;GO:0050896
17	GO:0050789;GO:0050896
22	GO:0001816;GO:0050789;GO:0016032;GO:0044419;GO:0002376;GO:0050896
23	GO:0001775;GO:0016192;GO:0050789;GO:0007155;GO:0002376;GO:0050896
25	GO:0009057;GO:0006508
26	GO:0006412
27	GO:0006412
28	GO:0006260;GO:0050789;GO:0006281;GO:0009059;GO:0051276
29	GO:0051640;GO:0050789;GO:0007059;GO:0007049;GO:0051276;GO:0000280
31	GO:0045333
34	GO:0001775;GO:0001816;GO:0040011;GO:0050789;GO:0044419;GO:0002376;GO:0050896
35	GO:0016032;GO:0050789;GO:0044419;GO:0002376;GO:0050896
36	GO:0016070;GO:0006396
39	GO:0006396
40	GO:0031647;GO:0016070;GO:0050789;GO:0036211;GO:0050896;GO:0009059
54	GO:0050789
63	GO:0050789;GO:0008015
79	GO:0006066;GO:0006629
91	GO:0050789
107	GO:0002376;GO:0050896
119	GO:0050789
133	GO:0006790;GO:0050896;GO:0043603;GO:0006805
136	GO:0006996
200	GO:0006066;GO:0006629
207	GO:0050789
219	GO:0050789;GO:0032501
