network_method	network_db	network_cutoff	experiment_info	module	source	term_id	p_value	row_rank_p	mcc	row_rank_mcc	term_name	top_go	top_kegg	top_reac
R1	string	0.2	network_modules	3	GO:BP	GO:0061077	4.993120464671883e-7	2	0.1843406379575209	1	chaperone-mediated protein folding	GO:0061077	-	-
R1	string	0.2	network_modules	3	REAC	REAC:R-HSA-8937144	4.497391772284896e-6	2	0.36881743881299955	1	Aryl hydrocarbon receptor signalling	-	-	REAC:R-HSA-8937144
R1	string	0.2	network_modules	10	KEGG	KEGG:00785	5.4116297773096095e-28	1	0.6307520129325085	1	Lipoic acid metabolism	-	KEGG:00785	-
R1	string	0.2	network_modules	10	GO:BP	GO:0006086	2.0805346194609124e-22	1	0.5577802087724101	1	acetyl-CoA biosynthetic process from pyruvate	GO:0006086	-	-
R1	string	0.2	network_modules	10	REAC	REAC:R-HSA-204174	1.7482131830224928e-19	2	0.4901417242359173	1	Regulation of pyruvate dehydrogenase (PDH) complex	-	-	REAC:R-HSA-204174
R1	string	0.2	network_modules	13	REAC	REAC:R-HSA-9013148	5.106342532525216e-4	1	0.13814940423366384	1	CDC42 GTPase cycle	-	-	REAC:R-HSA-9013148
R1	string	0.2	network_modules	18	REAC	REAC:R-HSA-198693	3.6894450061943857e-7	1	0.4740662829767479	1	AKT phosphorylates targets in the nucleus	-	-	REAC:R-HSA-198693
R1	string	0.2	network_modules	24	KEGG	KEGG:04514	4.023723933132243e-14	1	0.22113854866859647	1	Cell adhesion molecules	-	KEGG:04514	-
R1	string	0.2	network_modules	24	REAC	REAC:R-HSA-388841	2.2770987697251535e-11	1	0.25627780529858923	1	Regulation of T cell activation by CD28 family	-	-	REAC:R-HSA-388841
R1	string	0.2	network_modules	24	GO:BP	GO:0031295	1.55744118453896e-9	2	0.23601541571877163	1	T cell costimulation	GO:0031295	-	-
R1	string	0.2	network_modules	25	GO:BP	GO:0006388	1.3641341330673526e-17	1	0.5830239848212998	1	tRNA splicing, via endonucleolytic cleavage and ligation	GO:0006388	-	-
R1	string	0.2	network_modules	26	KEGG	KEGG:04710	1.2751394103604243e-13	1	0.41938975294158454	1	Circadian rhythm	-	KEGG:04710	-
R1	string	0.2	network_modules	26	REAC	REAC:R-HSA-400253	9.086866966997208e-12	1	0.2984150369245693	1	Circadian Clock	-	-	REAC:R-HSA-400253
R1	string	0.2	network_modules	26	GO:BP	GO:0032922	2.793664116418436e-11	1	0.27429713019790064	2	circadian regulation of gene expression	GO:0032922	-	-
R1	string	0.2	network_modules	29	GO:BP	GO:0017004	9.364824175175619e-8	1	0.2897235726592443	1	cytochrome complex assembly	GO:0017004	-	-
R1	string	0.2	network_modules	30	KEGG	KEGG:04972	8.354525349930068e-5	1	0.17049468236049675	1	Pancreatic secretion	-	KEGG:04972	-
R1	string	0.2	network_modules	31	REAC	REAC:R-HSA-8875513	1.2450219350857933e-9	3	0.5160900741758377	1	MET interacts with TNS proteins	-	-	REAC:R-HSA-8875513
R1	string	0.2	network_modules	33	GO:BP	GO:0014905	5.637774700037587e-4	1	0.4080715603825347	1	myoblast fusion involved in skeletal muscle regeneration	GO:0014905	-	-
R1	string	0.2	network_modules	35	GO:BP	GO:0006281	5.4727278679603606e-61	1	0.2755967848335539	3	DNA repair	GO:0006281	-	-
R1	string	0.2	network_modules	35	REAC	REAC:R-HSA-73894	6.903761613143705e-48	1	0.3076147200779917	2	DNA Repair	-	-	REAC:R-HSA-73894
R1	string	0.2	network_modules	35	KEGG	KEGG:03450	1.2484295538494535e-23	1	0.5004469411132721	1	Non-homologous end-joining	-	KEGG:03450	-
R1	string	0.2	network_modules	38	REAC	REAC:R-HSA-912694	2.46230070069877e-38	2	0.6223192904310771	1	Regulation of IFNA/IFNB signaling	-	-	REAC:R-HSA-912694
R1	string	0.2	network_modules	38	GO:BP	GO:0033141	1.4345489054752752e-34	4	0.5583246531720031	1	positive regulation of peptidyl-serine phosphorylation of STAT protein	GO:0033141	-	-
R1	string	0.2	network_modules	38	KEGG	KEGG:04620	5.022109984083202e-29	2	0.34506326330351034	1	Toll-like receptor signaling pathway	-	KEGG:04620	-
R1	string	0.2	network_modules	40	REAC	REAC:R-HSA-187687	7.277914537616474e-12	1	0.3583371558761297	1	Signalling to ERKs	-	-	REAC:R-HSA-187687
R1	string	0.2	network_modules	40	KEGG	KEGG:04722	3.7198717886794047e-11	1	0.22589131352864597	1	Neurotrophin signaling pathway	-	KEGG:04722	-
R1	string	0.2	network_modules	40	GO:BP	GO:0007169	8.62098494917302e-9	1	0.11576480740472407	1	cell surface receptor protein tyrosine kinase signaling pathway	GO:0007169	-	-
R1	string	0.2	network_modules	42	KEGG	KEGG:04010	5.230688671639695e-5	1	0.10544730474819432	1	MAPK signaling pathway	-	KEGG:04010	-
R1	string	0.2	network_modules	42	GO:BP	GO:0120180	0.004386648506611844	1	0.2718372629362925	1	cell-substrate junction disassembly	GO:0120180	-	-
R1	string	0.2	network_modules	54	GO:BP	GO:0030509	1.238891753731732e-44	1	0.3825699506581603	1	BMP signaling pathway	GO:0030509	-	-
R1	string	0.2	network_modules	54	KEGG	KEGG:04350	2.061709967611007e-41	1	0.4354883853509638	1	TGF-beta signaling pathway	-	KEGG:04350	-
R1	string	0.2	network_modules	54	REAC	REAC:R-HSA-201451	1.5783934247890165e-24	1	0.4246796875416079	1	Signaling by BMP	-	-	REAC:R-HSA-201451
R1	string	0.2	network_modules	56	REAC	REAC:R-HSA-9917777	4.664349698498789e-21	1	0.40351765371990206	1	Epigenetic regulation by WDR5-containing histone modifying complexes	-	-	REAC:R-HSA-9917777
R1	string	0.2	network_modules	60	REAC	REAC:R-HSA-2129379	2.2947239790546846e-11	1	0.32781725442969656	1	Molecules associated with elastic fibres	-	-	REAC:R-HSA-2129379
R1	string	0.2	network_modules	61	REAC	REAC:R-HSA-5676594	7.07293713992198e-38	2	0.7081717469184831	1	TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway	-	-	REAC:R-HSA-5676594
R1	string	0.2	network_modules	61	KEGG	KEGG:04064	5.072685902426755e-22	2	0.2849396538677394	1	NF-kappa B signaling pathway	-	KEGG:04064	-
R1	string	0.2	network_modules	61	GO:BP	GO:0033209	3.7394060592745285e-9	3	0.1541657753166776	1	tumor necrosis factor-mediated signaling pathway	GO:0033209	-	-
R1	string	0.2	network_modules	63	REAC	REAC:R-HSA-3769402	7.334907723935553e-14	1	0.3590993488708126	1	Deactivation of the beta-catenin transactivating complex	-	-	REAC:R-HSA-3769402
R1	string	0.2	network_modules	63	GO:BP	GO:2000741	3.5825814060783034e-6	4	0.3870467945892449	1	positive regulation of mesenchymal stem cell differentiation	GO:2000741	-	-
R1	string	0.2	network_modules	64	REAC	REAC:R-HSA-199920	6.878505125691542e-4	1	0.33770535962789805	1	CREB phosphorylation	-	-	REAC:R-HSA-199920
R1	string	0.2	network_modules	67	GO:BP	GO:0006260	1.6194576037046311e-37	1	0.2675494974912847	5	DNA replication	GO:0006260	-	-
R1	string	0.2	network_modules	67	REAC	REAC:R-HSA-5685938	2.871704428574534e-34	1	0.4782505998455031	1	HDR through Single Strand Annealing (SSA)	-	-	REAC:R-HSA-5685938
R1	string	0.2	network_modules	67	KEGG	KEGG:03430	2.4297336231962967e-17	2	0.4079816903196341	1	Mismatch repair	-	KEGG:03430	-
R1	string	0.2	network_modules	69	GO:BP	GO:0140467	1.3987096371298723e-23	1	0.3200318583337173	1	integrated stress response signaling	GO:0140467	-	-
R1	string	0.2	network_modules	69	REAC	REAC:R-HSA-9031628	1.168236454473894e-13	1	0.2653611815740133	1	NGF-stimulated transcription	-	-	REAC:R-HSA-9031628
R1	string	0.2	network_modules	69	KEGG	KEGG:05235	1.5132876210654396e-7	2	0.15037829050512622	1	PD-L1 expression and PD-1 checkpoint pathway in cancer	-	KEGG:05235	-
R1	string	0.2	network_modules	73	GO:BP	GO:0046854	1.6650642660505e-10	1	0.3157874393711124	1	phosphatidylinositol phosphate biosynthetic process	GO:0046854	-	-
R1	string	0.2	network_modules	73	REAC	REAC:R-HSA-912631	9.872302504287765e-9	3	0.38988574447953983	1	Regulation of signaling by CBL	-	-	REAC:R-HSA-912631
R1	string	0.2	network_modules	73	KEGG	KEGG:04960	7.480685679568983e-8	4	0.29320894549432436	1	Aldosterone-regulated sodium reabsorption	-	KEGG:04960	-
R1	string	0.2	network_modules	75	REAC	REAC:R-HSA-383280	6.681951943050661e-22	1	0.42824989521571144	3	Nuclear Receptor transcription pathway	-	-	REAC:R-HSA-383280
R1	string	0.2	network_modules	75	GO:BP	GO:0048384	2.9024909740486723e-13	3	0.33209771595513043	3	retinoic acid receptor signaling pathway	GO:0048384	-	-
R1	string	0.2	network_modules	76	REAC	REAC:R-HSA-156711	3.202457109487157e-11	1	0.45591226891394154	1	Polo-like kinase mediated events	-	-	REAC:R-HSA-156711
R1	string	0.2	network_modules	76	KEGG	KEGG:04218	1.4653971112189008e-7	1	0.15777230341222873	1	Cellular senescence	-	KEGG:04218	-
