network_method	network_db	network_cutoff	experiment_info	module	source	term_id	p_value	row_rank_p	mcc	row_rank_mcc	term_name	top_go	top_kegg	top_reac
M1	string	0.4	network_modules	1	GO:BP	GO:0007178	1.2614339251258178e-97	1	0.40875895198105155	6	cell surface receptor protein serine/threonine kinase signaling pathway	GO:0030509	-	-
M1	string	0.4	network_modules	1	GO:BP	GO:0141091	1.4023060880730912e-92	2	0.4011310519875229	8	transforming growth factor beta receptor superfamily signaling pathway	GO:0030509	-	-
M1	string	0.4	network_modules	1	KEGG	KEGG:04350	4.595279873428278e-79	1	0.5626990420727547	1	TGF-beta signaling pathway	-	KEGG:04350	-
M1	string	0.4	network_modules	1	GO:BP	GO:0030509	2.636511114907371e-71	3	0.4277257146073688	2	BMP signaling pathway	GO:0030509	-	-
M1	string	0.4	network_modules	1	REAC	REAC:R-HSA-9006936	2.1785194592001154e-70	1	0.4757815349487475	2	Signaling by TGFB family members	-	-	REAC:R-HSA-201451
M1	string	0.4	network_modules	1	GO:BP	GO:0071772	4.285927624565289e-70	4	0.41691619552361137	3	response to BMP	GO:0030509	-	-
M1	string	0.4	network_modules	1	GO:BP	GO:0071773	4.285927624565289e-70	5	0.41691619552361137	4	cellular response to BMP stimulus	GO:0030509	-	-
M1	string	0.4	network_modules	1	GO:BP	GO:0090092	3.0632718927370107e-69	6	0.35361212401512676	10	regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	GO:0030509	-	-
M1	string	0.4	network_modules	1	GO:BP	GO:0007167	1.0172730465481174e-67	7	0.2445378019705267	17	enzyme-linked receptor protein signaling pathway	GO:0030509	-	-
M1	string	0.4	network_modules	1	GO:BP	GO:0071363	1.3806230641800518e-66	8	0.27402068198282686	13	cellular response to growth factor stimulus	GO:0030509	-	-
M1	string	0.4	network_modules	1	GO:BP	GO:0070848	1.1584382167617548e-65	9	0.2691882586657906	14	response to growth factor	GO:0030509	-	-
M1	string	0.4	network_modules	1	REAC	REAC:R-HSA-201451	5.952718279729635e-55	2	0.5698621393248678	1	Signaling by BMP	-	-	REAC:R-HSA-201451
M1	string	0.4	network_modules	1	GO:BP	GO:0060395	4.556190497408571e-54	10	0.4031296827703567	7	SMAD protein signal transduction	GO:0030509	-	-
M1	string	0.4	network_modules	1	GO:BP	GO:0060390	8.83790699593196e-50	11	0.41057803860178754	5	regulation of SMAD protein signal transduction	GO:0030509	-	-
M1	string	0.4	network_modules	1	GO:BP	GO:0060391	1.2408929717329299e-49	12	0.45398958575606907	1	positive regulation of SMAD protein signal transduction	GO:0030509	-	-
M1	string	0.4	network_modules	1	GO:BP	GO:0090100	3.618670565441897e-45	13	0.34431286301886865	11	positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	GO:0030509	-	-
M1	string	0.4	network_modules	1	GO:BP	GO:0007179	9.824150471587743e-39	14	0.25212623799996814	16	transforming growth factor beta receptor signaling pathway	GO:0030509	-	-
M1	string	0.4	network_modules	1	GO:BP	GO:0032924	1.2007624731432438e-36	15	0.353927129276836	9	activin receptor signaling pathway	GO:0030509	-	-
M1	string	0.4	network_modules	1	GO:BP	GO:0071560	1.3053381974637077e-36	16	0.23443233812010916	18	cellular response to transforming growth factor beta stimulus	GO:0030509	-	-
M1	string	0.4	network_modules	1	GO:BP	GO:0071559	3.650785165829724e-36	17	0.23081939497866513	20	response to transforming growth factor beta	GO:0030509	-	-
M1	string	0.4	network_modules	1	GO:BP	GO:0030510	6.4114983677899805e-31	18	0.26618833959089183	15	regulation of BMP signaling pathway	GO:0030509	-	-
M1	string	0.4	network_modules	1	GO:BP	GO:0090287	6.851817598656703e-30	19	0.19345965065926904	28	regulation of cellular response to growth factor stimulus	GO:0030509	-	-
M1	string	0.4	network_modules	1	KEGG	KEGG:04060	3.05773600442449e-29	2	0.22463737205695222	2	Cytokine-cytokine receptor interaction	-	KEGG:04350	-
M1	string	0.4	network_modules	1	GO:BP	GO:0090101	1.408955612825903e-25	20	0.20718195907990622	24	negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	GO:0030509	-	-
M1	string	0.4	network_modules	1	GO:BP	GO:0032925	9.303159292175871e-22	21	0.2924650310500384	12	regulation of activin receptor signaling pathway	GO:0030509	-	-
M1	string	0.4	network_modules	1	GO:BP	GO:0007389	7.284201517292014e-20	22	0.14955885788508697	41	pattern specification process	GO:0030509	-	-
M1	string	0.4	network_modules	1	GO:BP	GO:0003205	1.7943044545597098e-19	23	0.1837289105118863	32	cardiac chamber development	GO:0030509	-	-
M1	string	0.4	network_modules	1	GO:BP	GO:0003206	4.008122873156233e-19	24	0.18909145462753188	31	cardiac chamber morphogenesis	GO:0030509	-	-
