network_method	network_db	network_cutoff	experiment_info	module	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	parents	perc_rank	cumelative_dist	P	N	tp	fp	fn	tn	tot_pop_valid	MCC	pval_rank	go_slim_pir	genes
R1	humanbase	0.6	network_modules	20	TRUE	7.338450283077645e-6	18	5	3	0.6	0.16666666666666666	REAC:R-HSA-8963898	REAC	Plasma lipoprotein assembly	10916	1755		0	0.07692307692307693	18	10898	3	2	15	10896	10916	0.3156913267403205	1	GO:0051179	ENSG00000084674;ENSG00000267467;ENSG00000130203;ENSG00000183862;ENSG00000138115
R1	humanbase	0.6	network_modules	20	TRUE	6.405251980957633e-5	36	5	3	0.6	0.08333333333333333	REAC:R-HSA-8964043	REAC	Plasma lipoprotein clearance	10916	1757		0.08333333333333333	0.15384615384615385	36	10880	3	2	33	10878	10916	0.22279637031326646	2	GO:0051179	ENSG00000084674;ENSG00000267467;ENSG00000130203;ENSG00000183862;ENSG00000138115
R1	humanbase	0.6	network_modules	20	TRUE	3.2766796225491303e-4	5	5	2	0.4	0.4	REAC:R-HSA-8866423	REAC	VLDL assembly	10916	2637		0.16666666666666666	0.3076923076923077	5	10911	2	3	3	10908	10916	0.39972504811657955	3.5	GO:0051179	ENSG00000084674;ENSG00000267467;ENSG00000130203;ENSG00000183862;ENSG00000138115
R1	humanbase	0.6	network_modules	20	TRUE	3.2766796225491303e-4	5	5	2	0.4	0.4	REAC:R-HSA-8964026	REAC	Chylomicron clearance	10916	359		0.16666666666666666	0.3076923076923077	5	10911	2	3	3	10908	10916	0.39972504811657955	3.5	GO:0051179	ENSG00000084674;ENSG00000267467;ENSG00000130203;ENSG00000183862;ENSG00000138115
R1	humanbase	0.6	network_modules	48	TRUE	0.005588140504759813	150	5	3	0.6	0.02	GO:1902905	GO:BP	positive regulation of supramolecular fiber organization	16175	22604		0	0.5	150	16025	3	2	147	16023	16175	0.10837173715365174	1	GO:0050789	ENSG00000005339;ENSG00000118523;ENSG00000088832;ENSG00000101336;ENSG00000115956
R1	humanbase	0.6	network_modules	87	TRUE	0.005246512395443979	9	7	2	0.2857142857142857	0.2222222222222222	GO:2000846	GO:BP	regulation of corticosteroid hormone secretion	16175	26097		0	1	9	16166	2	5	7	16161	16175	0.25161004852258095	1.5	GO:0009914;GO:0006869;GO:0050789;GO:0046903	ENSG00000144891;ENSG00000111276;ENSG00000278057;ENSG00000108799;ENSG00000115380;ENSG00000166573;ENSG00000136634
R1	humanbase	0.6	network_modules	87	TRUE	0.005246512395443979	9	7	2	0.2857142857142857	0.2222222222222222	GO:0035930	GO:BP	corticosteroid hormone secretion	16175	9350		0	1	9	16166	2	5	7	16161	16175	0.25161004852258095	1.5	GO:0009914;GO:0006869;GO:0050789;GO:0046903	ENSG00000144891;ENSG00000111276;ENSG00000278057;ENSG00000108799;ENSG00000115380;ENSG00000166573;ENSG00000136634
R1	humanbase	0.6	network_modules	90	TRUE	0.0012732994063267206	10	4	2	0.5	0.2	GO:0046500	GO:BP	S-adenosylmethionine metabolic process	16175	12203		0	0.3333333333333333	10	16165	2	2	8	16163	16175	0.3159735061817264	1	GO:0006790	ENSG00000101444;ENSG00000179115;ENSG00000168906;ENSG00000106588
R1	humanbase	0.6	network_modules	98	TRUE	0.005346093569584706	4	14	2	0.14285714285714285	0.5	GO:0009211	GO:BP	pyrimidine deoxyribonucleoside triphosphate metabolic process	16175	3377		0	1	4	16171	2	12	2	16159	16175	0.26694714088648164	1.5	GO:0009117	ENSG00000147202;ENSG00000130226;ENSG00000117505;ENSG00000069696;ENSG00000134762;ENSG00000157514;ENSG00000113070;ENSG00000168393;ENSG00000139318;ENSG00000128951;ENSG00000101412;ENSG00000169508;ENSG00000149534;ENSG00000122566
R1	humanbase	0.6	network_modules	98	TRUE	0.005346093569584706	4	14	2	0.14285714285714285	0.5	GO:0009221	GO:BP	pyrimidine deoxyribonucleotide biosynthetic process	16175	3387		0	1	4	16171	2	12	2	16159	16175	0.26694714088648164	1.5	GO:0009117	ENSG00000147202;ENSG00000130226;ENSG00000117505;ENSG00000069696;ENSG00000134762;ENSG00000157514;ENSG00000113070;ENSG00000168393;ENSG00000139318;ENSG00000128951;ENSG00000101412;ENSG00000169508;ENSG00000149534;ENSG00000122566
