network_method	network_db	network_cutoff	experiment_info	func_module_number	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	parents	perc_rank	cumelative_dist	P	N	tp	fp	fn	tn	tot_pop_valid	MCC
M1	humanbase	0.7	network_modules	1	TRUE	1.4802975734212422e-29	263	70	31	0.44285714285714284	0.11787072243346007	REAC:R-HSA-913531	REAC	Interferon Signaling	10916	1227		0	0.07142857142857142	263	10653	31	39	232	10614	10916	0.2193983311051859
M1	humanbase	0.7	network_modules	1	TRUE	3.396156869422024e-29	76	70	22	0.3142857142857143	0.2894736842105263	REAC:R-HSA-909733	REAC	Interferon alpha/beta signaling	10916	1228		0.07692307692307693	0.14285714285714285	76	10840	22	48	54	10792	10916	0.2969285924601926
M1	humanbase	0.7	network_modules	1	TRUE	1.1018648554710946e-22	721	82	35	0.4268292682926829	0.04854368932038835	GO:0045087	GO:BP	innate immune response	16175	11270		0	0.006097560975609756	721	15454	35	47	686	15407	16175	0.13221995681188695
M1	humanbase	0.7	network_modules	1	TRUE	3.015505754535305e-22	625	82	33	0.4024390243902439	0.0528	GO:0034097	GO:BP	response to cytokine	16175	8408		0.006134969325153374	0.018292682926829267	625	15550	33	49	592	15501	16175	0.13473771632817352
M1	humanbase	0.7	network_modules	1	TRUE	3.015505754535305e-22	625	82	33	0.4024390243902439	0.0528	GO:1901652	GO:BP	response to peptide	16175	21619		0.006134969325153374	0.018292682926829267	625	15550	33	49	592	15501	16175	0.13473771632817352
M1	humanbase	0.7	network_modules	1	TRUE	8.000924250864413e-22	91	70	19	0.2714285714285714	0.2087912087912088	REAC:R-HSA-877300	REAC	Interferon gamma signaling	10916	1229		0.15384615384615385	0.21428571428571427	91	10825	19	51	72	10774	10916	0.2324615050236086
M1	humanbase	0.7	network_modules	1	TRUE	6.526884847920354e-21	334	82	26	0.3170731707317073	0.07784431137724551	GO:0009615	GO:BP	response to virus	16175	3541		0.018404907975460124	0.024390243902439025	334	15841	26	56	308	15785	16175	0.14879268247331204
M1	humanbase	0.7	network_modules	1	TRUE	7.281778453794164e-19	555	82	29	0.35365853658536583	0.05225225225225225	GO:0071345	GO:BP	cellular response to cytokine stimulus	16175	16597		0.024539877300613498	0.03048780487804878	555	15620	29	53	526	15567	16175	0.12522978303576607
M1	humanbase	0.7	network_modules	1	TRUE	3.978743149316536e-17	419	82	25	0.3048780487804878	0.059665871121718374	GO:0019221	GO:BP	cytokine-mediated signaling pathway	16175	5598		0.03067484662576687	0.036585365853658534	419	15756	25	57	394	15699	16175	0.12536209702675757
M1	humanbase	0.7	network_modules	1	TRUE	5.000760671750243e-17	69	62	15	0.24193548387096775	0.21739130434782608	KEGG:04612	KEGG	Antigen processing and presentation	8484	322		0	0.043478260869565216	69	8415	15	47	54	8368	8484	0.22335027044834171
