network_method	network_db	network_cutoff	experiment_info	func_module_number	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	parents	perc_rank	cumelative_dist	P	N	tp	fp	fn	tn	tot_pop_valid	MCC
R1	cpdb	0.9	network_modules	1	TRUE	6.039206301591784e-4	12	3	2	0.6666666666666666	0.16666666666666666	REAC:R-HSA-1663150	REAC	The activation of arylsulfatases	10916	2498		0	0.3333333333333333	12	10904	2	1	10	10903	10916	0.3330125109557372
R1	cpdb	0.9	network_modules	1	TRUE	0.005756240673028453	36	3	2	0.6666666666666666	0.05555555555555555	REAC:R-HSA-9840310	REAC	Glycosphingolipid catabolism	10916	1078		0.5	0.6666666666666666	36	10880	2	1	34	10879	10916	0.19184098299721009
R1	cpdb	0.9	network_modules	1	TRUE	0.009450892600391366	46	3	2	0.6666666666666666	0.043478260869565216	REAC:R-HSA-1660662	REAC	Glycosphingolipid metabolism	10916	1079		1	1	46	10870	2	1	44	10869	10916	0.16955603139377082
R1	cpdb	0.9	network_modules	2	TRUE	3.355655245340525e-9	4	3	3	1	0.75	REAC:R-HSA-1296025	REAC	ATP sensitive Potassium channels	10916	39		0	0.2	4	10912	3	0	1	10912	10916	0.865985724262584
R1	cpdb	0.9	network_modules	2	TRUE	5.490690895188411e-6	35	3	3	1	0.08571428571428572	REAC:R-HSA-1296065	REAC	Inwardly rectifying K+ channels	10916	1271		0.25	0.4	35	10881	3	0	32	10881	10916	0.29234046453719453
R1	cpdb	0.9	network_modules	2	TRUE	8.33354899907009e-6	43	3	3	1	0.06976744186046512	GO:1990573	GO:BP	potassium ion import across plasma membrane	16175	25222		0	0.14285714285714285	43	16132	3	0	40	16132	16175	0.26380841213641976
R1	cpdb	0.9	network_modules	2	TRUE	9.155905336911614e-6	2	3	2	0.6666666666666666	1	REAC:R-HSA-5678420	REAC	Defective ABCC9 causes CMD10, ATFB12 and Cantu syndrome	10916	468		0.5	0.6	2	10914	2	1	0	10913	10916	0.8164591741435613
R1	cpdb	0.9	network_modules	2	TRUE	1.483627464484293e-4	103	3	3	1	0.02912621359223301	REAC:R-HSA-1296071	REAC	Potassium Channels	10916	1780		0.75	0.8	103	10813	3	0	100	10813	10916	0.16988030768226756
R1	cpdb	0.9	network_modules	2	TRUE	1.756588689026906e-4	117	3	3	1	0.02564102564102564	GO:0098659	GO:BP	inorganic cation import across plasma membrane	16175	18815		0.16666666666666666	0.42857142857142855	117	16058	3	0	114	16058	16175	0.15956276629529037
R1	cpdb	0.9	network_modules	2	TRUE	1.756588689026906e-4	117	3	3	1	0.02564102564102564	GO:0099587	GO:BP	inorganic ion import across plasma membrane	16175	19152		0.16666666666666666	0.42857142857142855	117	16058	3	0	114	16058	16175	0.15956276629529037
R1	cpdb	0.9	network_modules	2	TRUE	6.673456878551998e-4	182	3	3	1	0.016483516483516484	GO:0098739	GO:BP	import across plasma membrane	16175	18866		0.5	0.5714285714285714	182	15993	3	0	179	15993	16175	0.12767563768832096
