network_method	network_db	network_cutoff	experiment_info	func_module_number	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	parents	perc_rank	cumelative_dist	P	N	tp	fp	fn	tn	tot_pop_valid	MCC
R1	humanbase	0.7	network_modules	16	TRUE	0.0040875220719256014	52	2	2	1	0.038461538461538464	GO:0045839	GO:BP	negative regulation of mitotic nuclear division	16175	11655		0	0.5	52	16123	2	0	50	16123	16175	0.1958127468572473
R1	humanbase	0.7	network_modules	16	TRUE	0.004919822946299592	57	2	2	1	0.03508771929824561	GO:0051784	GO:BP	negative regulation of nuclear division	16175	13934		1	1	57	16118	2	0	55	16118	16175	0.18699838355516019
R1	humanbase	0.7	network_modules	66	TRUE	1.0966561522062771e-5	13	7	3	0.42857142857142855	0.23076923076923078	REAC:R-HSA-432047	REAC	Passive transport by Aquaporins	10916	1718		0	0.5	13	10903	3	4	10	10899	10916	0.3138991308273299
R1	humanbase	0.7	network_modules	66	TRUE	5.1275395868352116e-5	20	7	3	0.42857142857142855	0.15	GO:0006833	GO:BP	water transport	16175	2504		0	0.16666666666666666	20	16155	3	4	17	16151	16175	0.2530259686439337
R1	humanbase	0.7	network_modules	66	TRUE	7.961242550080836e-5	23	7	3	0.42857142857142855	0.13043478260869565	GO:0042044	GO:BP	fluid transport	16175	9936		0.2	0.3333333333333333	23	16152	3	4	20	16148	16175	0.23586742795786067
R1	humanbase	0.7	network_modules	66	TRUE	8.38363780444393e-4	52	7	3	0.42857142857142855	0.057692307692307696	REAC:R-HSA-445717	REAC	Aquaporin-mediated transport	10916	164		1	1	52	10864	3	4	49	10860	10916	0.15591663371004946
R1	humanbase	0.7	network_modules	66	TRUE	0.001172361835903721	55	7	3	0.42857142857142855	0.05454545454545454	GO:0051289	GO:BP	protein homotetramerization	16175	13621		0.4	0.5	55	16120	3	4	52	16116	16175	0.15197251552821844
R1	humanbase	0.7	network_modules	66	TRUE	0.001682138410424426	249	7	4	0.5714285714285714	0.01606425702811245	GO:0050878	GO:BP	regulation of body fluid levels	16175	13323		0.6	0.6666666666666666	249	15926	4	3	245	15923	16175	0.09397532266149285
R1	humanbase	0.7	network_modules	66	TRUE	0.003129248318921616	76	7	3	0.42857142857142855	0.039473684210526314	GO:0051262	GO:BP	protein tetramerization	16175	13609		0.8	0.8333333333333334	76	16099	3	4	73	16095	16175	0.1289717169753835
R1	humanbase	0.7	network_modules	66	TRUE	0.004873760100211015	88	7	3	0.42857142857142855	0.03409090909090909	GO:0003014	GO:BP	renal system process	16175	1465		1	1	88	16087	3	4	85	16083	16175	0.11969088239184526
R1	humanbase	0.7	network_modules	160	TRUE	7.834240258673685e-8	64	16	6	0.375	0.09375	REAC:R-HSA-211897	REAC	Cytochrome P450 - arranged by substrate type	10916	423		0	0.16666666666666666	64	10852	6	10	58	10842	10916	0.18524778461081864
R1	humanbase	0.7	network_modules	160	TRUE	1.4487514591424061e-6	103	16	6	0.375	0.05825242718446602	REAC:R-HSA-211945	REAC	Phase I - Functionalization of compounds	10916	1737		0.2	0.3333333333333333	103	10813	6	10	97	10803	10916	0.14487129545771765
R1	humanbase	0.7	network_modules	160	TRUE	1.1853311333343778e-4	215	16	6	0.375	0.027906976744186046	REAC:R-HSA-211859	REAC	Biological oxidations	10916	227		0.4	0.5	215	10701	6	10	209	10691	10916	0.09796684595467149
R1	humanbase	0.7	network_modules	160	TRUE	1.3567248576961912e-4	11	16	3	0.1875	0.2727272727272727	REAC:R-HSA-211999	REAC	CYP2E1 reactions	10916	293		0.6	0.6666666666666666	11	10905	3	13	8	10892	10916	0.22519669281772048
R1	humanbase	0.7	network_modules	160	TRUE	0.001440679336214688	23	16	3	0.1875	0.13043478260869565	REAC:R-HSA-211981	REAC	Xenobiotics	10916	2677		0.8	0.8333333333333334	23	10893	3	13	20	10880	10916	0.15490517770525605
R1	humanbase	0.7	network_modules	160	TRUE	0.0014984612348917467	18	19	3	0.15789473684210525	0.16666666666666666	GO:0019373	GO:BP	epoxygenase P450 pathway	16175	5734		0	0.5	18	16157	3	16	15	16141	16175	0.16126254114621588
R1	humanbase	0.7	network_modules	160	TRUE	0.0021093916839663653	26	16	3	0.1875	0.11538461538461539	REAC:R-HSA-211976	REAC	Endogenous sterols	10916	840		1	1	26	10890	3	13	23	10877	10916	0.14549856698069571
R1	humanbase	0.7	network_modules	160	TRUE	0.009522870052197537	242	19	5	0.2631578947368421	0.02066115702479339	GO:0008202	GO:BP	steroid metabolic process	16175	3129		1	1	242	15933	5	14	237	15919	16175	0.07011217178673257
R1	humanbase	0.7	network_modules	162	TRUE	5.829891916637522e-4	194	3	3	1	0.015463917525773196	KEGG:05167	KEGG	Kaposi sarcoma-associated herpesvirus infection	8484	448		NA	1	194	8290	3	0	191	8290	8484	0.1229457430536524
R1	humanbase	0.7	network_modules	215	TRUE	0.0011065115167235512	12	4	2	0.5	0.16666666666666666	REAC:R-HSA-6803207	REAC	TP53 Regulates Transcription of Caspase Activators and Caspases	10916	2453		NA	1	12	10904	2	2	10	10902	10916	0.288251721434951
R1	humanbase	0.7	network_modules	261	TRUE	0.0026231260347834144	120	6	3	0.5	0.025	KEGG:04935	KEGG	Growth hormone synthesis, secretion and action	8484	392		NA	1	120	8364	3	3	117	8361	8484	0.10945592397258389
R1	humanbase	0.7	network_modules	272	TRUE	0.0014555844457546608	96	5	3	0.6	0.03125	GO:0050830	GO:BP	defense response to Gram-positive bacterium	16175	13288		0	0.5	96	16079	3	2	93	16077	16175	0.13600129742561218
R1	humanbase	0.7	network_modules	272	TRUE	0.0023095051353972064	34	3	2	0.6666666666666666	0.058823529411764705	KEGG:05330	KEGG	Allograft rejection	8484	486		0	0.3333333333333333	34	8450	2	1	32	8449	8484	0.19726958185952417
R1	humanbase	0.7	network_modules	272	TRUE	0.0032095585389172237	40	3	2	0.6666666666666666	0.05	KEGG:04940	KEGG	Type I diabetes mellitus	8484	394		0.5	0.6666666666666666	40	8444	2	1	38	8443	8484	0.18174400196480706
R1	humanbase	0.7	network_modules	272	TRUE	0.007767626999462531	62	3	2	0.6666666666666666	0.03225806451612903	KEGG:05321	KEGG	Inflammatory bowel disease	8484	483		1	1	62	8422	2	1	60	8421	8484	0.145598229696934
R1	humanbase	0.7	network_modules	272	TRUE	0.007854741432353438	168	5	3	0.6	0.017857142857142856	GO:0001906	GO:BP	cell killing	16175	524		1	1	168	16007	3	2	165	16005	16175	0.10226621006671115
