network_method	network_db	network_cutoff	experiment_info	func_module_number	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	parents	perc_rank	cumelative_dist	P	N	tp	fp	fn	tn	tot_pop_valid	MCC
K1	humanbase	0.8	network_modules	1	TRUE	1.538554365406457e-11	20	6	5	0.8333333333333334	0.25	REAC:R-HSA-176407	REAC	Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase	10916	409		0	0.08108108108108109	20	10896	5	1	15	10895	10916	0.45597506235941804
K1	humanbase	0.8	network_modules	1	TRUE	1.538554365406457e-11	20	6	5	0.8333333333333334	0.25	REAC:R-HSA-9687136	REAC	Aberrant regulation of mitotic exit in cancer due to RB1 defects	10916	49		0	0.08108108108108109	20	10896	5	1	15	10895	10916	0.45597506235941804
K1	humanbase	0.8	network_modules	1	TRUE	1.538554365406457e-11	20	6	5	0.8333333333333334	0.25	REAC:R-HSA-176412	REAC	Phosphorylation of the APC/C	10916	1753		0	0.08108108108108109	20	10896	5	1	15	10895	10916	0.45597506235941804
K1	humanbase	0.8	network_modules	1	TRUE	2.019198198591743e-11	21	6	5	0.8333333333333334	0.23809523809523808	REAC:R-HSA-141405	REAC	Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components	10916	1199		0.08333333333333333	0.13513513513513514	21	10895	5	1	16	10894	10916	0.4449574901979097
K1	humanbase	0.8	network_modules	1	TRUE	2.019198198591743e-11	21	6	5	0.8333333333333334	0.23809523809523808	REAC:R-HSA-141430	REAC	Inactivation of APC/C via direct inhibition of the APC/C complex	10916	1176		0.08333333333333333	0.13513513513513514	21	10895	5	1	16	10894	10916	0.4449574901979097
K1	humanbase	0.8	network_modules	1	TRUE	2.264769895920139e-11	24	6	5	0.8333333333333334	0.20833333333333334	GO:0031145	GO:BP	anaphase-promoting complex-dependent catabolic process	16175	7063		0	0.021739130434782608	24	16151	5	1	19	16150	16175	0.4163109143989407
K1	humanbase	0.8	network_modules	1	TRUE	4.216635294831768e-11	24	6	5	0.8333333333333334	0.20833333333333334	REAC:R-HSA-174048	REAC	APC/C:Cdc20 mediated degradation of Cyclin B	10916	25		0.1388888888888889	0.16216216216216217	24	10892	5	1	19	10891	10916	0.41613933395078784
K1	humanbase	0.8	network_modules	1	TRUE	6.52474683613795e-11	26	6	5	0.8333333333333334	0.19230769230769232	REAC:R-HSA-179409	REAC	APC-Cdc20 mediated degradation of Nek2A	10916	23		0.16666666666666666	0.1891891891891892	26	10890	5	1	21	10889	10916	0.3997623078088505
K1	humanbase	0.8	network_modules	1	TRUE	9.050215547300047e-11	31	6	5	0.8333333333333334	0.16129032258064516	GO:0070979	GO:BP	protein K11-linked ubiquitination	16175	16411		0.022222222222222223	0.043478260869565216	31	16144	5	1	26	16143	16175	0.36619356313024254
K1	humanbase	0.8	network_modules	1	TRUE	3.7365394852732917e-10	36	6	5	0.8333333333333334	0.1388888888888889	REAC:R-HSA-9687139	REAC	Aberrant regulation of mitotic cell cycle due to RB1 defects	10916	48		0.19444444444444445	0.21621621621621623	36	10880	5	1	31	10879	10916	0.3395140140337575
