network_method	network_db	network_cutoff	experiment_info	func_module_number	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	parents	perc_rank	cumelative_dist	P	N	tp	fp	fn	tn	tot_pop_valid	MCC
K1	cpdb	0.5	network_modules	3	TRUE	6.004845506318434e-6	43	3	3	1	0.06976744186046512	KEGG:04975	KEGG	Fat digestion and absorption	8484	406		0	0.5	43	8441	3	0	40	8441	8484	0.2635116486172567
K1	cpdb	0.5	network_modules	3	TRUE	6.842048825137734e-5	6	2	2	1	0.3333333333333333	REAC:R-HSA-192456	REAC	Digestion of dietary lipid	10916	744		0	0.2	6	10910	2	0	4	10910	10916	0.5772444595545048
K1	cpdb	0.5	network_modules	3	TRUE	0.0010536755190712116	22	2	2	1	0.09090909090909091	REAC:R-HSA-8935690	REAC	Digestion	10916	741		0.25	0.4	22	10894	2	0	20	10894	10916	0.3012349568172482
K1	cpdb	0.5	network_modules	3	TRUE	0.0014824439121131796	26	2	2	1	0.07692307692307693	REAC:R-HSA-8963743	REAC	Digestion and absorption	10916	742		0.5	0.6	26	10890	2	0	24	10890	10916	0.2770449824007619
K1	cpdb	0.5	network_modules	3	TRUE	0.0043150521257202005	44	2	2	1	0.045454545454545456	REAC:R-HSA-975634	REAC	Retinoid metabolism and transport	10916	2093		0.75	0.8	44	10872	2	0	42	10872	10916	0.21279009415178116
K1	cpdb	0.5	network_modules	3	TRUE	0.005145220716503583	48	2	2	1	0.041666666666666664	REAC:R-HSA-6806667	REAC	Metabolism of fat-soluble vitamins	10916	1424		1	1	48	10868	2	0	46	10868	10916	0.20369352284537695
K1	cpdb	0.5	network_modules	3	TRUE	0.008021669771404808	63	3	2	0.6666666666666666	0.031746031746031744	KEGG:00561	KEGG	Glycerolipid metabolism	8484	85		1	1	63	8421	2	1	61	8420	8484	0.14442082005131293
K1	cpdb	0.5	network_modules	4	TRUE	4.7386557123671694e-29	183	16	16	1	0.08743169398907104	GO:0071805	GO:BP	potassium ion transmembrane transport	16175	16918		0	0.05263157894736842	183	15992	16	0	167	15992	16175	0.2941565996160352
K1	cpdb	0.5	network_modules	4	TRUE	1.7615863895535565e-28	198	16	16	1	0.08080808080808081	GO:0006813	GO:BP	potassium ion transport	16175	2493		0.05555555555555555	0.10526315789473684	198	15977	16	0	182	15977	16175	0.28266222506373534
K1	cpdb	0.5	network_modules	4	TRUE	3.665639100091034e-25	43	15	12	0.8	0.27906976744186046	REAC:R-HSA-1296072	REAC	Voltage gated Potassium channels	10916	2663		0	0.16666666666666666	43	10873	12	3	31	10870	10916	0.4714257698590027
K1	cpdb	0.5	network_modules	4	TRUE	6.805254325965828e-21	575	16	16	1	0.02782608695652174	GO:0098662	GO:BP	inorganic cation transmembrane transport	16175	18818		0.1111111111111111	0.15789473684210525	575	15600	16	0	559	15600	16175	0.16390082049959154
K1	cpdb	0.5	network_modules	4	TRUE	7.199324820930046e-21	577	16	16	1	0.02772963604852686	GO:0098655	GO:BP	monoatomic cation transmembrane transport	16175	18811		0.16666666666666666	0.21052631578947367	577	15598	16	0	561	15598	16175	0.16360602846651517
K1	cpdb	0.5	network_modules	4	TRUE	2.989915555462907e-20	630	16	16	1	0.025396825396825397	GO:0098660	GO:BP	inorganic ion transmembrane transport	16175	18816		0.2222222222222222	0.2631578947368421	630	15545	16	0	614	15545	16175	0.1563067882160961
K1	cpdb	0.5	network_modules	4	TRUE	3.598800706325623e-20	103	15	12	0.8	0.11650485436893204	REAC:R-HSA-1296071	REAC	Potassium Channels	10916	1780		0.2	0.3333333333333333	103	10813	12	3	91	10810	10916	0.3033342686256739
K1	cpdb	0.5	network_modules	4	TRUE	8.296728655888618e-20	671	16	16	1	0.02384500745156483	GO:0034220	GO:BP	monoatomic ion transmembrane transport	16175	8508		0.2777777777777778	0.3157894736842105	671	15504	16	0	655	15504	16175	0.15125626449399163
K1	cpdb	0.5	network_modules	4	TRUE	9.582180465095622e-20	677	16	16	1	0.023633677991137372	GO:0030001	GO:BP	metal ion transport	16175	6646		0.3333333333333333	0.3684210526315789	677	15498	16	0	661	15498	16175	0.15055536801526115
K1	cpdb	0.5	network_modules	4	TRUE	4.807132846077426e-19	748	16	16	1	0.0213903743315508	GO:0006812	GO:BP	monoatomic cation transport	16175	2492		0.3888888888888889	0.42105263157894735	748	15427	16	0	732	15427	16175	0.14290344274523104
K1	cpdb	0.5	network_modules	4	TRUE	6.461081401397953e-13	400	15	12	0.8	0.03	REAC:R-HSA-112316	REAC	Neuronal System	10916	1590		0.4	0.5	400	10516	12	3	388	10513	10916	0.15071210425675807
K1	cpdb	0.5	network_modules	4	TRUE	4.848399050437315e-6	65	16	5	0.3125	0.07692307692307693	GO:1901379	GO:BP	regulation of potassium ion transmembrane transport	16175	21429		0.4444444444444444	0.47368421052631576	65	16110	5	11	60	16099	16175	0.15343401487980798
K1	cpdb	0.5	network_modules	4	TRUE	9.407295427204337e-6	74	16	5	0.3125	0.06756756756756757	GO:0043266	GO:BP	regulation of potassium ion transport	16175	10590		0.5	0.5263157894736842	74	16101	5	11	69	16090	16175	0.14358192113367205
K1	cpdb	0.5	network_modules	4	TRUE	9.75398357807146e-4	78	15	4	0.26666666666666666	0.05128205128205128	REAC:R-HSA-422356	REAC	Regulation of insulin secretion	10916	2040		0.6	0.6666666666666666	78	10838	4	11	74	10827	10916	0.11429492303635594
K1	cpdb	0.5	network_modules	4	TRUE	0.0017814441654766503	23	16	3	0.1875	0.13043478260869565	GO:0099623	GO:BP	regulation of cardiac muscle cell membrane repolarization	16175	19168		0.5555555555555556	0.5789473684210527	23	16152	3	13	20	16139	16175	0.15538715721260482
K1	cpdb	0.5	network_modules	4	TRUE	0.002684924073080593	229	16	5	0.3125	0.021834061135371178	GO:1904062	GO:BP	regulation of monoatomic cation transmembrane transport	16175	23501		0.6111111111111112	0.631578947368421	229	15946	5	11	224	15935	16175	0.07946361611542196
K1	cpdb	0.5	network_modules	4	TRUE	0.003446951663930191	107	15	4	0.26666666666666666	0.037383177570093455	REAC:R-HSA-163685	REAC	Integration of energy metabolism	10916	1213		0.8	0.8333333333333334	107	10809	4	11	103	10798	10916	0.09671536964437824
K1	cpdb	0.5	network_modules	4	TRUE	0.004122923432621714	108	16	4	0.25	0.037037037037037035	GO:0001508	GO:BP	action potential	16175	323		0.6666666666666666	0.6842105263157895	108	16067	4	12	104	16055	16175	0.09401582911436586
K1	cpdb	0.5	network_modules	4	TRUE	0.004499741868602681	31	16	3	0.1875	0.0967741935483871	GO:0060306	GO:BP	regulation of membrane repolarization	16175	14519		0.7222222222222222	0.7368421052631579	31	16144	3	13	28	16131	16175	0.1335210968185333
K1	cpdb	0.5	network_modules	4	TRUE	0.005193749458581141	262	16	5	0.3125	0.019083969465648856	GO:0034765	GO:BP	regulation of monoatomic ion transmembrane transport	16175	8734		0.7777777777777778	0.7894736842105263	262	15913	5	11	257	15902	16175	0.07385929980985488
K1	cpdb	0.5	network_modules	4	TRUE	0.005455170206931775	33	16	3	0.1875	0.09090909090909091	GO:0099622	GO:BP	cardiac muscle cell membrane repolarization	16175	19167		0.8333333333333334	0.8421052631578947	33	16142	3	13	30	16129	16175	0.12933355639244704
K1	cpdb	0.5	network_modules	4	TRUE	0.007338836739666397	42	15	3	0.2	0.07142857142857142	REAC:R-HSA-381676	REAC	Glucagon-like Peptide-1 (GLP1) regulates insulin secretion	10916	1049		1	1	42	10874	3	12	39	10862	10916	0.11753044618573422
