network_method	network_db	network_cutoff	experiment_info	func_module_number	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	parents	perc_rank	cumelative_dist	P	N	tp	fp	fn	tn	tot_pop_valid	MCC
M1	humanbase	0.2	network_modules	1	TRUE	0.0010993178408742652	271	11	5	0.45454545454545453	0.01845018450184502	REAC:R-HSA-4839726	REAC	Chromatin organization	10916	356		0	1	271	10645	5	6	266	10639	10916	0.08771515378358148
M1	humanbase	0.2	network_modules	1	TRUE	0.0010993178408742652	271	11	5	0.45454545454545453	0.01845018450184502	REAC:R-HSA-3247509	REAC	Chromatin modifying enzymes	10916	355		0	1	271	10645	5	6	266	10639	10916	0.08771515378358148
M1	humanbase	0.2	network_modules	2	TRUE	2.2659332682130017e-21	390	94	29	0.30851063829787234	0.07435897435897436	GO:0022613	GO:BP	ribonucleoprotein complex biogenesis	16175	6620		0	0.014705882352941176	390	15785	29	65	361	15720	16175	0.14175085964571266
M1	humanbase	0.2	network_modules	2	TRUE	5.546041262665364e-13	276	85	21	0.24705882352941178	0.07608695652173914	REAC:R-HSA-72203	REAC	Processing of Capped Intron-Containing Pre-mRNA	10916	1796		0	0.034482758620689655	276	10640	21	64	255	10576	10916	0.12514849322069213
M1	humanbase	0.2	network_modules	2	TRUE	3.784368082584258e-12	205	94	17	0.18085106382978725	0.08292682926829269	GO:0016072	GO:BP	rRNA metabolic process	16175	5099		0.014925373134328358	0.029411764705882353	205	15970	17	77	188	15893	16175	0.11494481320407221
M1	humanbase	0.2	network_modules	2	TRUE	3.878522731714728e-12	590	94	25	0.26595744680851063	0.0423728813559322	GO:0016071	GO:BP	mRNA metabolic process	16175	5098		0.029850746268656716	0.04411764705882353	590	15585	25	69	565	15516	16175	0.0935879164021144
M1	humanbase	0.2	network_modules	2	TRUE	7.038980311540287e-11	287	94	18	0.19148936170212766	0.0627177700348432	GO:0000377	GO:BP	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	16175	109		0.04477611940298507	0.07352941176470588	287	15888	18	76	269	15812	16175	0.10062149542261163
M1	humanbase	0.2	network_modules	2	TRUE	7.038980311540287e-11	287	94	18	0.19148936170212766	0.0627177700348432	GO:0000398	GO:BP	mRNA splicing, via spliceosome	16175	121		0.04477611940298507	0.07352941176470588	287	15888	18	76	269	15812	16175	0.10062149542261163
M1	humanbase	0.2	network_modules	2	TRUE	8.936575511246347e-11	291	94	18	0.19148936170212766	0.061855670103092786	GO:0000375	GO:BP	RNA splicing, via transesterification reactions	16175	107		0.07462686567164178	0.08823529411764706	291	15884	18	76	273	15808	16175	0.09979788087324135
M1	humanbase	0.2	network_modules	2	TRUE	1.0894363037840145e-10	251	94	17	0.18085106382978725	0.06772908366533864	GO:0042254	GO:BP	ribosome biogenesis	16175	10060		0.08955223880597014	0.10294117647058823	251	15924	17	77	234	15847	16175	0.10227018735761856
M1	humanbase	0.2	network_modules	2	TRUE	1.4877020144020614e-10	178	94	15	0.1595744680851064	0.08426966292134831	GO:0022618	GO:BP	protein-RNA complex assembly	16175	6625		0.1044776119402985	0.11764705882352941	178	15997	15	79	163	15918	16175	0.1088812371477093
M1	humanbase	0.2	network_modules	2	TRUE	2.3235401397580875e-10	149	94	14	0.14893617021276595	0.09395973154362416	GO:0006403	GO:BP	RNA localization	16175	2164		0.11940298507462686	0.1323529411764706	149	16026	14	80	135	15946	16175	0.11181969768215173
M1	humanbase	0.2	network_modules	2	TRUE	3.3334549435755403e-10	188	94	15	0.1595744680851064	0.0797872340425532	GO:0071826	GO:BP	protein-RNA complex organization	16175	16929		0.13432835820895522	0.14705882352941177	188	15987	15	79	173	15908	16175	0.10553801571072123
M1	humanbase	0.2	network_modules	2	TRUE	1.0772346861055921e-9	202	85	16	0.18823529411764706	0.07920792079207921	REAC:R-HSA-72163	REAC	mRNA Splicing - Major Pathway	10916	2707		0.03571428571428571	0.06896551724137931	202	10714	16	69	186	10645	10916	0.11156981319862266
M1	humanbase	0.2	network_modules	2	TRUE	1.3329570018357371e-9	169	94	14	0.14893617021276595	0.08284023668639054	GO:0006364	GO:BP	rRNA processing	16175	2140		0.14925373134328357	0.16176470588235295	169	16006	14	80	155	15926	16175	0.10413072946990273
M1	humanbase	0.2	network_modules	2	TRUE	1.6427800764858658e-9	397	94	19	0.20212765957446807	0.047858942065491183	GO:0008380	GO:BP	RNA splicing	16175	3186		0.16417910447761194	0.17647058823529413	397	15778	19	75	378	15703	16175	0.08774721503236091
M1	humanbase	0.2	network_modules	2	TRUE	1.8186139835635463e-9	209	85	16	0.18823529411764706	0.07655502392344497	REAC:R-HSA-72172	REAC	mRNA Splicing	10916	2706		0.07142857142857142	0.10344827586206896	209	10707	16	69	193	10638	10916	0.10930681651842909
M1	humanbase	0.2	network_modules	2	TRUE	1.890645633583585e-9	51	85	10	0.11764705882352941	0.19607843137254902	REAC:R-HSA-194441	REAC	Metabolism of non-coding RNA	10916	1431		0.10714285714285714	0.1724137931034483	51	10865	10	75	41	10790	10916	0.1467645532502559
M1	humanbase	0.2	network_modules	2	TRUE	1.890645633583585e-9	51	85	10	0.11764705882352941	0.19607843137254902	REAC:R-HSA-191859	REAC	snRNP Assembly	10916	2736		0.10714285714285714	0.1724137931034483	51	10865	10	75	41	10790	10916	0.1467645532502559
M1	humanbase	0.2	network_modules	2	TRUE	2.2907535305671175e-9	352	94	18	0.19148936170212766	0.05113636363636364	GO:0006397	GO:BP	mRNA processing	16175	2158		0.1791044776119403	0.19117647058823528	352	15823	18	76	334	15747	16175	0.08893810264458232
M1	humanbase	0.2	network_modules	2	TRUE	1.3938392024225092e-7	14	94	6	0.06382978723404255	0.42857142857142855	GO:0046112	GO:BP	nucleobase biosynthetic process	16175	11888		0.19402985074626866	0.20588235294117646	14	16161	6	88	8	16073	16175	0.1636996004600638
M1	humanbase	0.2	network_modules	2	TRUE	7.396328148042601e-7	91	85	10	0.11764705882352941	0.10989010989010989	REAC:R-HSA-15869	REAC	Metabolism of nucleotides	10916	1432		0.17857142857142858	0.20689655172413793	91	10825	10	75	81	10750	10916	0.10650417360915637
M1	humanbase	0.2	network_modules	2	TRUE	1.1413885133474063e-6	48	85	8	0.09411764705882353	0.16666666666666666	REAC:R-HSA-72165	REAC	mRNA Splicing - Minor Pathway	10916	2708		0.21428571428571427	0.2413793103448276	48	10868	8	77	40	10791	10916	0.12012534119532686
M1	humanbase	0.2	network_modules	2	TRUE	1.3845405750132876e-6	71	85	9	0.10588235294117647	0.1267605633802817	REAC:R-HSA-159236	REAC	Transport of Mature mRNA derived from an Intron-Containing Transcript	10916	2586		0.25	0.27586206896551724	71	10845	9	76	62	10769	10916	0.10951802891526229
M1	humanbase	0.2	network_modules	2	TRUE	1.565679342357403e-6	32	85	7	0.08235294117647059	0.21875	REAC:R-HSA-165054	REAC	Rev-mediated nuclear export of HIV RNA	10916	2098		0.2857142857142857	0.3103448275862069	32	10884	7	78	25	10806	10916	0.13013896454758303
M1	humanbase	0.2	network_modules	2	TRUE	1.5729505216952516e-6	4	94	4	0.0425531914893617	1	GO:0097294	GO:BP	'de novo' XMP biosynthetic process	16175	18582		0.208955223880597	0.2647058823529412	4	16171	4	90	0	16081	16175	0.20570940890977288
M1	humanbase	0.2	network_modules	2	TRUE	1.5729505216952516e-6	4	94	4	0.0425531914893617	1	GO:0006189	GO:BP	'de novo' IMP biosynthetic process	16175	2020		0.208955223880597	0.2647058823529412	4	16171	4	90	0	16081	16175	0.20570940890977288
M1	humanbase	0.2	network_modules	2	TRUE	1.5729505216952516e-6	4	94	4	0.0425531914893617	1	GO:0097293	GO:BP	XMP biosynthetic process	16175	18581		0.208955223880597	0.2647058823529412	4	16171	4	90	0	16081	16175	0.20570940890977288
M1	humanbase	0.2	network_modules	2	TRUE	1.5729505216952516e-6	4	94	4	0.0425531914893617	1	GO:0097292	GO:BP	XMP metabolic process	16175	18580		0.208955223880597	0.2647058823529412	4	16171	4	90	0	16081	16175	0.20570940890977288
M1	humanbase	0.2	network_modules	2	TRUE	1.7492923240963799e-6	20	94	6	0.06382978723404255	0.3	GO:0009156	GO:BP	ribonucleoside monophosphate biosynthetic process	16175	3323		0.26865671641791045	0.27941176470588236	20	16155	6	88	14	16067	16175	0.13617931256855356
M1	humanbase	0.2	network_modules	2	TRUE	2.471212901824717e-6	34	85	7	0.08235294117647059	0.20588235294117646	REAC:R-HSA-177243	REAC	Interactions of Rev with host cellular proteins	10916	1221		0.32142857142857145	0.3448275862068966	34	10882	7	78	27	10804	10916	0.12597366146769007
M1	humanbase	0.2	network_modules	2	TRUE	3.336063284826385e-6	22	94	6	0.06382978723404255	0.2727272727272727	GO:0009112	GO:BP	nucleobase metabolic process	16175	3281		0.2835820895522388	0.29411764705882354	22	16153	6	88	16	16065	16175	0.12959341082554204
M1	humanbase	0.2	network_modules	2	TRUE	3.4682907788939528e-6	39	94	7	0.07446808510638298	0.1794871794871795	GO:0000387	GO:BP	spliceosomal snRNP assembly	16175	114		0.29850746268656714	0.3088235294117647	39	16136	7	87	32	16049	16175	0.1123304143076593
M1	humanbase	0.2	network_modules	2	TRUE	4.073673132910934e-6	80	85	9	0.10588235294117647	0.1125	REAC:R-HSA-72202	REAC	Transport of Mature Transcript to Cytoplasm	10916	2584		0.35714285714285715	0.3793103448275862	80	10836	9	76	71	10760	10916	0.10236040193083554
M1	humanbase	0.2	network_modules	2	TRUE	4.492456816733866e-6	23	94	6	0.06382978723404255	0.2608695652173913	GO:0009124	GO:BP	nucleoside monophosphate biosynthetic process	16175	3291		0.31343283582089554	0.3235294117647059	23	16152	6	88	17	16064	16175	0.12662334123596092
M1	humanbase	0.2	network_modules	2	TRUE	6.485801063892572e-6	174	66	11	0.16666666666666666	0.06321839080459771	KEGG:03040	KEGG	Spliceosome	8484	215		0	0.16666666666666666	174	8310	11	55	163	8255	8484	0.09130909875364732
M1	humanbase	0.2	network_modules	2	TRUE	6.884374757867293e-6	225	85	13	0.15294117647058825	0.057777777777777775	REAC:R-HSA-162906	REAC	HIV Infection	10916	1102		0.39285714285714285	0.41379310344827586	225	10691	13	72	212	10619	10916	0.08250762306336686
