network_method	network_db	network_cutoff	experiment_info	func_module_number	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	parents	perc_rank	cumelative_dist	P	N	tp	fp	fn	tn	tot_pop_valid	MCC
M1	humanbase	0.6	network_modules	2	TRUE	1.5773057982978486e-11	251	59	15	0.2542372881355932	0.05976095617529881	GO:0042254	GO:BP	ribosome biogenesis	16175	10060		0	0.018867924528301886	251	15924	15	44	236	15880	16175	0.11686020447013586
M1	humanbase	0.6	network_modules	2	TRUE	6.207528389039682e-10	390	59	16	0.2711864406779661	0.041025641025641026	GO:0022613	GO:BP	ribonucleoprotein complex biogenesis	16175	6620		0.019230769230769232	0.03773584905660377	390	15785	16	43	374	15742	16175	0.09745769838896338
M1	humanbase	0.6	network_modules	2	TRUE	4.622282183391304e-9	13	59	6	0.1016949152542373	0.46153846153846156	GO:1904816	GO:BP	positive regulation of protein localization to chromosome, telomeric region	16175	24131		0.038461538461538464	0.05660377358490566	13	16162	6	53	7	16109	16175	0.21541490566899732
M1	humanbase	0.6	network_modules	2	TRUE	8.103123317493342e-9	149	59	11	0.1864406779661017	0.0738255033557047	GO:0006403	GO:BP	RNA localization	16175	2164		0.057692307692307696	0.07547169811320754	149	16026	11	48	138	15978	16175	0.11224592452841767
M1	humanbase	0.6	network_modules	2	TRUE	1.3406009105186145e-8	15	59	6	0.1016949152542373	0.4	GO:1904814	GO:BP	regulation of protein localization to chromosome, telomeric region	16175	24129		0.07692307692307693	0.09433962264150944	15	16160	6	53	9	16107	16175	0.20030698452322518
M1	humanbase	0.6	network_modules	2	TRUE	7.421074109318642e-8	373	59	14	0.23728813559322035	0.03753351206434316	GO:0072594	GO:BP	establishment of protein localization to organelle	16175	17458		0.09615384615384616	0.11320754716981132	373	15802	14	45	359	15757	16175	0.08635891262825773
M1	humanbase	0.6	network_modules	2	TRUE	8.315369988882084e-8	241	59	12	0.2033898305084746	0.04979253112033195	GO:0034504	GO:BP	protein localization to nucleus	16175	8670		0.11538461538461539	0.1320754716981132	241	15934	12	47	229	15887	16175	0.09413686484340408
M1	humanbase	0.6	network_modules	2	TRUE	2.044363413775257e-7	10	59	5	0.0847457627118644	0.5	GO:1904851	GO:BP	positive regulation of establishment of protein localization to telomere	16175	24163		0.1346153846153846	0.1509433962264151	10	16165	5	54	5	16111	16175	0.2047820668824077
M1	humanbase	0.6	network_modules	2	TRUE	2.581342516433968e-7	205	59	11	0.1864406779661017	0.05365853658536585	GO:0016072	GO:BP	rRNA metabolic process	16175	5099		0.15384615384615385	0.16981132075471697	205	15970	11	48	194	15922	16175	0.09398944323081712
M1	humanbase	0.6	network_modules	2	TRUE	3.7375705678947303e-7	11	59	5	0.0847457627118644	0.45454545454545453	GO:1904871	GO:BP	positive regulation of protein localization to Cajal body	16175	24179		0.17307692307692307	0.22641509433962265	11	16164	5	54	6	16110	16175	0.19511458770194023
M1	humanbase	0.6	network_modules	2	TRUE	3.7375705678947303e-7	11	59	5	0.0847457627118644	0.45454545454545453	GO:1904869	GO:BP	regulation of protein localization to Cajal body	16175	24177		0.17307692307692307	0.22641509433962265	11	16164	5	54	6	16110	16175	0.19511458770194023
M1	humanbase	0.6	network_modules	2	TRUE	3.7375705678947303e-7	11	59	5	0.0847457627118644	0.45454545454545453	GO:0070203	GO:BP	regulation of establishment of protein localization to telomere	16175	15986		0.17307692307692307	0.22641509433962265	11	16164	5	54	6	16110	16175	0.19511458770194023
M1	humanbase	0.6	network_modules	2	TRUE	5.020162038285645e-7	77	59	8	0.13559322033898305	0.1038961038961039	GO:1900182	GO:BP	positive regulation of protein localization to nucleus	16175	20458		0.23076923076923078	0.24528301886792453	77	16098	8	51	69	16047	16175	0.11500770481806603
M1	humanbase	0.6	network_modules	2	TRUE	6.38943573370866e-7	12	59	5	0.0847457627118644	0.4166666666666667	GO:0070202	GO:BP	regulation of establishment of protein localization to chromosome	16175	15985		0.25	0.3018867924528302	12	16163	5	54	7	16109	16175	0.18667638713263404
M1	humanbase	0.6	network_modules	2	TRUE	6.38943573370866e-7	12	59	5	0.0847457627118644	0.4166666666666667	GO:1903405	GO:BP	protein localization to nuclear body	16175	22981		0.25	0.3018867924528302	12	16163	5	54	7	16109	16175	0.18667638713263404
