network_method	network_db	network_cutoff	experiment_info	func_module_number	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	parents	perc_rank	cumelative_dist	P	N	tp	fp	fn	tn	tot_pop_valid	MCC
M1	cpdb	0.7	network_modules	1	TRUE	6.4562377677264124e-9	12	59	6	0.1016949152542373	0.5	REAC:R-HSA-375281	REAC	Hormone ligand-binding receptors	10916	1131		0	0.25	12	10904	6	53	6	10851	10916	0.22378455239341857
M1	cpdb	0.7	network_modules	1	TRUE	8.810095446735769e-5	92	51	7	0.13725490196078433	0.07608695652173914	KEGG:04640	KEGG	Hematopoietic cell lineage	8484	333		0	0.5	92	8392	7	44	85	8348	8484	0.09491891766151982
M1	cpdb	0.7	network_modules	1	TRUE	1.376463402992735e-4	12	59	4	0.06779661016949153	0.3333333333333333	REAC:R-HSA-209822	REAC	Glycoprotein hormones	10916	1075		0.3333333333333333	0.5	12	10904	4	55	8	10849	10916	0.14837453282416016
M1	cpdb	0.7	network_modules	1	TRUE	0.00027611301401868034	14	59	4	0.06779661016949153	0.2857142857142857	REAC:R-HSA-209952	REAC	Peptide hormone biosynthesis	10916	1724		0.6666666666666666	0.75	14	10902	4	55	10	10847	10916	0.13700334004544462
M1	cpdb	0.7	network_modules	1	TRUE	0.0014993419029798029	45	59	5	0.0847457627118644	0.1111111111111111	REAC:R-HSA-6783783	REAC	Interleukin-10 signaling	10916	1234		1	1	45	10871	5	54	40	10817	10916	0.09275868340017092
M1	cpdb	0.7	network_modules	1	TRUE	0.003983276033523704	291	51	9	0.17647058823529413	0.030927835051546393	KEGG:04060	KEGG	Cytokine-cytokine receptor interaction	8484	253		1	1	291	8193	9	42	282	8151	8484	0.06074869014993513
M1	cpdb	0.7	network_modules	2	TRUE	5.9981093202368035e-6	41	46	6	0.13043478260869565	0.14634146341463414	REAC:R-HSA-165159	REAC	MTOR signalling	10916	1387		0	0.1	41	10875	6	40	35	10835	10916	0.1347178510348586
M1	cpdb	0.7	network_modules	2	TRUE	1.277661751413679e-5	9	46	4	0.08695652173913043	0.4444444444444444	REAC:R-HSA-9613354	REAC	Lipophagy	10916	1318		0.1111111111111111	0.2	9	10907	4	42	5	10865	10916	0.19521739474024344
M1	cpdb	0.7	network_modules	2	TRUE	1.711749359702018e-5	34	35	5	0.14285714285714285	0.14705882352941177	KEGG:04710	KEGG	Circadian rhythm	8484	345		0	0.09090909090909091	34	8450	5	30	29	8420	8484	0.14145191929583173
M1	cpdb	0.7	network_modules	2	TRUE	2.122881062548305e-5	10	46	4	0.08695652173913043	0.4	REAC:R-HSA-2151209	REAC	Activation of PPARGC1A (PGC-1alpha) by phosphorylation	10916	92		0.2222222222222222	0.3	10	10906	4	42	6	10864	10916	0.18501098819780823
M1	cpdb	0.7	network_modules	2	TRUE	3.6243287338218464e-5	28	46	5	0.10869565217391304	0.17857142857142858	REAC:R-HSA-9619483	REAC	Activation of AMPK downstream of NMDARs	10916	73		0.3333333333333333	0.4	28	10888	5	41	23	10847	10916	0.1364945338143158
