network_method	network_db	network_cutoff	experiment_info	func_module_number	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	parents	perc_rank	cumelative_dist	P	N	tp	fp	fn	tn	tot_pop_valid	MCC
R1	humanbase	0.2	network_modules	4	TRUE	0.002194409615158819	4	10	2	0.2	0.5	GO:0045627	GO:BP	positive regulation of T-helper 1 cell differentiation	16175	11478		0	0.25	4	16171	2	8	2	16163	16175	0.3159735061817264
R1	humanbase	0.2	network_modules	4	TRUE	0.003085664241786754	48	10	3	0.3	0.0625	GO:0032623	GO:BP	interleukin-2 production	16175	7670		0.3333333333333333	0.75	48	16127	3	7	45	16120	16175	0.13581975151575357
R1	humanbase	0.2	network_modules	4	TRUE	0.003085664241786754	48	10	3	0.3	0.0625	GO:0032663	GO:BP	regulation of interleukin-2 production	16175	7709		0.3333333333333333	0.75	48	16127	3	7	45	16120	16175	0.13581975151575357
R1	humanbase	0.2	network_modules	4	TRUE	0.007672837764395193	7	10	2	0.2	0.2857142857142857	GO:0045625	GO:BP	regulation of T-helper 1 cell differentiation	16175	11476		1	1	7	16168	2	8	5	16160	16175	0.23865388102180132
R1	humanbase	0.2	network_modules	5	TRUE	0.0028937507881010263	47	10	3	0.3	0.06382978723404255	GO:0046596	GO:BP	regulation of viral entry into host cell	16175	12246		0	0.3333333333333333	47	16128	3	7	44	16121	16175	0.13728134983042622
R1	humanbase	0.2	network_modules	5	TRUE	0.004416492899148733	54	10	3	0.3	0.05555555555555555	GO:0052372	GO:BP	modulation by symbiont of entry into host	16175	14118		0.5	0.6666666666666666	54	16121	3	7	51	16114	16175	0.1279159721454763
R1	humanbase	0.2	network_modules	5	TRUE	0.006081188996608529	60	10	3	0.3	0.05	GO:0043903	GO:BP	regulation of biological process involved in symbiotic interaction	16175	10855		1	1	60	16115	3	7	57	16108	16175	0.1212225699591538
R1	humanbase	0.2	network_modules	11	TRUE	0.001258091079065584	3	13	2	0.15384615384615385	0.6666666666666666	REAC:R-HSA-8941333	REAC	RUNX2 regulates genes involved in differentiation of myeloid cells	10916	1929		0	0.14285714285714285	3	10913	2	11	1	10902	10916	0.3199187039314686
R1	humanbase	0.2	network_modules	11	TRUE	0.004188003377386938	5	13	2	0.15384615384615385	0.4	REAC:R-HSA-8939247	REAC	RUNX1 regulates transcription of genes involved in interleukin signaling	10916	1925		0.16666666666666666	0.42857142857142855	5	10911	2	11	3	10900	10916	0.24753500040008916
R1	humanbase	0.2	network_modules	11	TRUE	0.004188003377386938	5	13	2	0.15384615384615385	0.4	REAC:R-HSA-8935964	REAC	RUNX1 regulates expression of components of tight junctions	10916	1918		0.16666666666666666	0.42857142857142855	5	10911	2	11	3	10900	10916	0.24753500040008916
R1	humanbase	0.2	network_modules	11	TRUE	0.0062777842567969975	6	13	2	0.15384615384615385	0.3333333333333333	REAC:R-HSA-8931987	REAC	RUNX1 regulates estrogen receptor mediated transcription	10916	1917		0.5	1	6	10910	2	11	4	10899	10916	0.22584289982209305
R1	humanbase	0.2	network_modules	11	TRUE	0.0062777842567969975	6	13	2	0.15384615384615385	0.3333333333333333	REAC:R-HSA-8939245	REAC	RUNX1 regulates transcription of genes involved in BCR signaling	10916	1920		0.5	1	6	10910	2	11	4	10899	10916	0.22584289982209305
R1	humanbase	0.2	network_modules	11	TRUE	0.0062777842567969975	6	13	2	0.15384615384615385	0.3333333333333333	REAC:R-HSA-8939256	REAC	RUNX1 regulates transcription of genes involved in WNT signaling	10916	1921		0.5	1	6	10910	2	11	4	10899	10916	0.22584289982209305
R1	humanbase	0.2	network_modules	11	TRUE	0.0062777842567969975	6	13	2	0.15384615384615385	0.3333333333333333	REAC:R-HSA-8939246	REAC	RUNX1 regulates transcription of genes involved in differentiation of myeloid cells	10916	1924		0.5	1	6	10910	2	11	4	10899	10916	0.22584289982209305
R1	humanbase	0.2	network_modules	11	TRUE	0.007443582190847047	5	13	2	0.15384615384615385	0.4	GO:0043378	GO:BP	positive regulation of CD8-positive, alpha-beta T cell differentiation	16175	10655		NA	1	5	16170	2	11	3	16159	16175	0.24770886606428522
R1	humanbase	0.2	network_modules	21	TRUE	0.008249503877492341	17	37	3	0.08108108108108109	0.17647058823529413	REAC:R-HSA-181429	REAC	Serotonin Neurotransmitter Release Cycle	10916	2206		NA	1	17	10899	3	34	14	10865	10916	0.11761125331052884
R1	humanbase	0.2	network_modules	38	TRUE	0.0034554356540607207	28	3	2	0.6666666666666666	0.07142857142857142	REAC:R-HSA-75067	REAC	Processing of Capped Intronless Pre-mRNA	10916	1797		NA	1	28	10888	2	1	26	10887	10916	0.21768752796802934
R1	humanbase	0.2	network_modules	46	TRUE	0.0026020155415248597	507	8	5	0.625	0.009861932938856016	REAC:R-HSA-9006934	REAC	Signaling by Receptor Tyrosine Kinases	10916	2302		NA	1	507	10409	5	3	502	10406	10916	0.07445119696981867
R1	humanbase	0.2	network_modules	47	TRUE	0.0019130086251502533	108	6	3	0.5	0.027777777777777776	KEGG:05145	KEGG	Toxoplasmosis	8484	437		NA	1	108	8376	3	3	105	8373	8484	0.11562964153638812
