network_method	network_db	network_cutoff	experiment_info	func_module_number	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	parents	perc_rank	cumelative_dist	P	N	tp	fp	fn	tn	tot_pop_valid	MCC
M1	cpdb	0.6	network_modules	1	TRUE	1.405751494147637e-39	43	45	22	0.4888888888888889	0.5116279069767442	KEGG:03022	KEGG	Basal transcription factors	8484	213		0	0.5	43	8441	22	23	21	8418	8484	0.49752457073789774
M1	cpdb	0.6	network_modules	1	TRUE	2.5819431824558573e-27	67	86	20	0.23255813953488372	0.29850746268656714	GO:0070897	GO:BP	transcription preinitiation complex assembly	16175	16360		0	0.030303030303030304	67	16108	20	66	47	16042	16175	0.26001427650647296
M1	cpdb	0.6	network_modules	1	TRUE	9.418810439186427e-26	64	86	19	0.22093023255813954	0.296875	GO:0051123	GO:BP	RNA polymerase II preinitiation complex assembly	16175	13507		0.03125	0.06060606060606061	64	16111	19	67	45	16044	16175	0.25268791178080846
M1	cpdb	0.6	network_modules	1	TRUE	1.2227843872272627e-24	173	86	24	0.27906976744186046	0.13872832369942195	GO:0006352	GO:BP	DNA-templated transcription initiation	16175	2129		0.0625	0.09090909090909091	173	16002	24	62	149	15940	16175	0.19074784833513939
M1	cpdb	0.6	network_modules	1	TRUE	5.135337204620354e-24	46	71	17	0.23943661971830985	0.3695652173913043	REAC:R-HSA-167162	REAC	RNA Polymerase II HIV Promoter Escape	10916	1887		0	0.23076923076923078	46	10870	17	54	29	10816	10916	0.293807800404031
M1	cpdb	0.6	network_modules	1	TRUE	5.135337204620354e-24	46	71	17	0.23943661971830985	0.3695652173913043	REAC:R-HSA-73776	REAC	RNA Polymerase II Promoter Escape	10916	1889		0	0.23076923076923078	46	10870	17	54	29	10816	10916	0.293807800404031
M1	cpdb	0.6	network_modules	1	TRUE	5.135337204620354e-24	46	71	17	0.23943661971830985	0.3695652173913043	REAC:R-HSA-75953	REAC	RNA Polymerase II Transcription Initiation	10916	1892		0	0.23076923076923078	46	10870	17	54	29	10816	10916	0.293807800404031
M1	cpdb	0.6	network_modules	1	TRUE	5.135337204620354e-24	46	71	17	0.23943661971830985	0.3695652173913043	REAC:R-HSA-76042	REAC	RNA Polymerase II Transcription Initiation And Promoter Clearance	10916	1893		0	0.23076923076923078	46	10870	17	54	29	10816	10916	0.293807800404031
M1	cpdb	0.6	network_modules	1	TRUE	5.135337204620354e-24	46	71	17	0.23943661971830985	0.3695652173913043	REAC:R-HSA-73779	REAC	RNA Polymerase II Transcription Pre-Initiation And Promoter Opening	10916	1894		0	0.23076923076923078	46	10870	17	54	29	10816	10916	0.293807800404031
M1	cpdb	0.6	network_modules	1	TRUE	5.135337204620354e-24	46	71	17	0.23943661971830985	0.3695652173913043	REAC:R-HSA-167161	REAC	HIV Transcription Initiation	10916	1105		0	0.23076923076923078	46	10870	17	54	29	10816	10916	0.293807800404031
M1	cpdb	0.6	network_modules	1	TRUE	1.5027378504226202e-22	141	71	22	0.30985915492957744	0.15602836879432624	REAC:R-HSA-3214847	REAC	HATs acetylate histones	10916	1087		0.24	0.2692307692307692	141	10775	22	49	119	10726	10916	0.21278051101666123
M1	cpdb	0.6	network_modules	1	TRUE	3.509202646805994e-21	207	86	23	0.26744186046511625	0.1111111111111111	GO:0006282	GO:BP	regulation of DNA repair	16175	2096		0.09375	0.12121212121212122	207	15968	23	63	184	15905	16175	0.16563517493265464
M1	cpdb	0.6	network_modules	1	TRUE	4.203809236378181e-21	55	86	16	0.18604651162790697	0.2909090909090909	GO:0060261	GO:BP	positive regulation of transcription initiation by RNA polymerase II	16175	14478		0.125	0.15151515151515152	55	16120	16	70	39	16050	16175	0.22939068202360013
M1	cpdb	0.6	network_modules	1	TRUE	1.5711233753695595e-20	69	71	17	0.23943661971830985	0.2463768115942029	REAC:R-HSA-167172	REAC	Transcription of the HIV genome	10916	2540		0.28	0.3076923076923077	69	10847	17	54	52	10793	10916	0.23799615343476288
M1	cpdb	0.6	network_modules	1	TRUE	2.7962427874847356e-20	61	86	16	0.18604651162790697	0.26229508196721313	GO:2000144	GO:BP	positive regulation of DNA-templated transcription initiation	16175	25492		0.15625	0.18181818181818182	61	16114	16	70	45	16044	16175	0.21741530727444866
M1	cpdb	0.6	network_modules	1	TRUE	4.314722310866142e-20	143	86	20	0.23255813953488372	0.13986013986013987	GO:0006367	GO:BP	transcription initiation at RNA polymerase II promoter	16175	2142		0.1875	0.21212121212121213	143	16032	20	66	123	15966	16175	0.17472971040406768
M1	cpdb	0.6	network_modules	1	TRUE	7.392406100651619e-20	437	86	28	0.32558139534883723	0.06407322654462243	GO:0080135	GO:BP	regulation of cellular response to stress	16175	17817		0.21875	0.24242424242424243	437	15738	28	58	409	15680	16175	0.13463299700289014
M1	cpdb	0.6	network_modules	1	TRUE	1.1555572229143454e-19	66	86	16	0.18604651162790697	0.24242424242424243	GO:0060260	GO:BP	regulation of transcription initiation by RNA polymerase II	16175	14477		0.25	0.2727272727272727	66	16109	16	70	50	16039	16175	0.2086956105952091
M1	cpdb	0.6	network_modules	1	TRUE	1.7631348973481185e-19	40	86	14	0.16279069767441862	0.35	GO:0042789	GO:BP	mRNA transcription by RNA polymerase II	16175	10367		0.28125	0.30303030303030304	40	16135	14	72	26	16063	16175	0.23599136142304683
M1	cpdb	0.6	network_modules	1	TRUE	2.5383007546010545e-19	80	71	17	0.23943661971830985	0.2125	REAC:R-HSA-674695	REAC	RNA Polymerase II Pre-transcription Events	10916	1888		0.32	0.34615384615384615	80	10836	17	54	63	10782	10916	0.22018534296363057
M1	cpdb	0.6	network_modules	1	TRUE	5.425612857661847e-19	72	86	16	0.18604651162790697	0.2222222222222222	GO:2000142	GO:BP	regulation of DNA-templated transcription initiation	16175	25490		0.3125	0.3333333333333333	72	16103	16	70	56	16033	16175	0.1994406607099265
M1	cpdb	0.6	network_modules	1	TRUE	8.120531451747713e-19	271	71	24	0.3380281690140845	0.08856088560885608	REAC:R-HSA-3247509	REAC	Chromatin modifying enzymes	10916	355		0.36	0.4230769230769231	271	10645	24	47	247	10598	10916	0.16287157050245832
M1	cpdb	0.6	network_modules	1	TRUE	8.120531451747713e-19	271	71	24	0.3380281690140845	0.08856088560885608	REAC:R-HSA-4839726	REAC	Chromatin organization	10916	356		0.36	0.4230769230769231	271	10645	24	47	247	10598	10916	0.16287157050245832
M1	cpdb	0.6	network_modules	1	TRUE	1.2416279401998009e-18	45	86	14	0.16279069767441862	0.3111111111111111	GO:0009299	GO:BP	mRNA transcription	16175	3446		0.34375	0.36363636363636365	45	16130	14	72	31	16058	16175	0.22210019816039872
M1	cpdb	0.6	network_modules	1	TRUE	7.02136995324036e-18	183	86	20	0.23255813953488372	0.1092896174863388	GO:0065004	GO:BP	protein-DNA complex assembly	16175	15888		0.375	0.3939393939393939	183	15992	20	66	163	15926	16175	0.15294113495334355
M1	cpdb	0.6	network_modules	1	TRUE	7.752829173312537e-17	206	86	20	0.23255813953488372	0.0970873786407767	GO:0071824	GO:BP	protein-DNA complex organization	16175	16927		0.40625	0.42424242424242425	206	15969	20	66	186	15903	16175	0.14332717314588758
M1	cpdb	0.6	network_modules	1	TRUE	1.4621322856842907e-16	92	71	16	0.22535211267605634	0.17391304347826086	REAC:R-HSA-6804756	REAC	Regulation of TP53 Activity through Phosphorylation	10916	2016		0.44	0.46153846153846156	92	10824	16	55	76	10769	10916	0.19199855323141046
M1	cpdb	0.6	network_modules	1	TRUE	2.1030412638113934e-15	132	71	17	0.23943661971830985	0.12878787878787878	REAC:R-HSA-162599	REAC	Late Phase of HIV Life Cycle	10916	1304		0.48	0.5	132	10784	17	54	115	10730	10916	0.16830036054092962
M1	cpdb	0.6	network_modules	1	TRUE	2.4460412213410754e-15	175	86	18	0.20930232558139536	0.10285714285714286	GO:0043484	GO:BP	regulation of RNA splicing	16175	10730		0.4375	0.45454545454545453	175	16000	18	68	157	15932	16175	0.14027285601658304
M1	cpdb	0.6	network_modules	1	TRUE	5.2170597236263546e-15	435	86	24	0.27906976744186046	0.05517241379310345	GO:0051052	GO:BP	regulation of DNA metabolic process	16175	13462		0.46875	0.48484848484848486	435	15740	24	62	411	15678	16175	0.11396892725497645
M1	cpdb	0.6	network_modules	1	TRUE	1.0795923669992969e-14	145	71	17	0.23943661971830985	0.11724137931034483	REAC:R-HSA-162587	REAC	HIV Life Cycle	10916	1103		0.52	0.5384615384615384	145	10771	17	54	128	10717	10916	0.15983392510782363
M1	cpdb	0.6	network_modules	1	TRUE	1.3587015487643436e-12	160	71	16	0.22535211267605634	0.1	REAC:R-HSA-5633007	REAC	Regulation of TP53 Activity	10916	2012		0.56	0.5769230769230769	160	10756	16	55	144	10701	10916	0.14185550886995132
M1	cpdb	0.6	network_modules	1	TRUE	2.176159472352186e-12	397	86	21	0.2441860465116279	0.05289672544080604	GO:0008380	GO:BP	RNA splicing	16175	3186		0.5	0.5151515151515151	397	15778	21	65	376	15713	16175	0.1037822647449954
