network_method	network_db	network_cutoff	experiment_info	func_module_number	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	parents	perc_rank	cumelative_dist	P	N	tp	fp	fn	tn	tot_pop_valid	MCC
M1	string	0.9	network_modules	2	TRUE	7.46852903917241e-46	244	76	41	0.5394736842105263	0.1680327868852459	REAC:R-HSA-8951664	REAC	Neddylation	10916	1559		0	0.1111111111111111	244	10672	41	35	203	10637	10916	0.29290729046870345
M1	string	0.9	network_modules	2	TRUE	2.2642252220043732e-30	590	85	39	0.4588235294117647	0.06610169491525424	GO:0016567	GO:BP	protein ubiquitination	16175	5254		0	0.012345679012345678	590	15585	39	46	551	15539	16175	0.16374431643792722
M1	string	0.9	network_modules	2	TRUE	2.522687927709799e-28	667	85	39	0.4588235294117647	0.05847076461769116	GO:0032446	GO:BP	protein modification by small protein conjugation	16175	7568		0.0125	0.024691358024691357	667	15508	39	46	628	15462	16175	0.1526447748348499
M1	string	0.9	network_modules	2	TRUE	6.975208312442475e-28	798	85	41	0.4823529411764706	0.05137844611528822	GO:0043687	GO:BP	post-translational protein modification	16175	10838		0.025	0.037037037037037035	798	15377	41	44	757	15333	16175	0.14532621842393975
M1	string	0.9	network_modules	2	TRUE	2.0768517725764636e-26	749	85	39	0.4588235294117647	0.0520694259012016	GO:0070647	GO:BP	protein modification by small protein conjugation or removal	16175	16231		0.0375	0.04938271604938271	749	15426	39	46	710	15380	16175	0.14267587234142998
M1	string	0.9	network_modules	2	TRUE	5.018748353768879e-25	363	85	30	0.35294117647058826	0.08264462809917356	GO:0043161	GO:BP	proteasome-mediated ubiquitin-dependent protein catabolic process	16175	10561		0.05	0.06172839506172839	363	15812	30	55	333	15757	16175	0.1621807646308839
M1	string	0.9	network_modules	2	TRUE	2.5396559313323793e-24	470	85	32	0.3764705882352941	0.06808510638297872	GO:0010498	GO:BP	proteasomal protein catabolic process	16175	4177		0.0625	0.07407407407407407	470	15705	32	53	438	15652	16175	0.15033302549141017
M1	string	0.9	network_modules	2	TRUE	1.5662779071813572e-23	547	85	33	0.38823529411764707	0.0603290676416819	GO:0006511	GO:BP	ubiquitin-dependent protein catabolic process	16175	2235		0.075	0.08641975308641975	547	15628	33	52	514	15576	16175	0.14251013029275403
M1	string	0.9	network_modules	2	TRUE	2.5005408717145717e-23	555	85	33	0.38823529411764707	0.05945945945945946	GO:0019941	GO:BP	modification-dependent protein catabolic process	16175	6072		0.0875	0.09876543209876543	555	15620	33	52	522	15568	16175	0.14131804259226022
M1	string	0.9	network_modules	2	TRUE	3.150819480093316e-23	559	85	33	0.38823529411764707	0.059033989266547404	GO:0043632	GO:BP	modification-dependent macromolecule catabolic process	16175	10812		0.1	0.1111111111111111	559	15616	33	52	526	15564	16175	0.1407311565361816
