network_method	network_db	network_cutoff	experiment_info	func_module_number	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	parents	perc_rank	cumelative_dist	P	N	tp	fp	fn	tn	tot_pop_valid	MCC
R1	string	0	network_modules	3	TRUE	8.32059257382995e-7	182	6	5	0.8333333333333334	0.027472527472527472	GO:0006457	GO:BP	protein folding	16175	2203		0	0.3333333333333333	182	15993	5	1	177	15992	16175	0.15013864577803412
R1	string	0	network_modules	3	TRUE	1.1161487088982208e-4	483	6	5	0.8333333333333334	0.010351966873706004	GO:0051604	GO:BP	protein maturation	16175	13821		0.5	0.6666666666666666	483	15692	5	1	478	15691	16175	0.09093615804839725
R1	string	0	network_modules	3	TRUE	0.0010544923802425145	66	6	3	0.5	0.045454545454545456	GO:0061077	GO:BP	chaperone-mediated protein folding	16175	15193		1	1	66	16109	3	3	63	16106	16175	0.1498591876214864
R1	string	0	network_modules	3	TRUE	0.0011084493568089505	57	7	3	0.42857142857142855	0.05263157894736842	REAC:R-HSA-3371497	REAC	HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand	10916	1111		0	0.3333333333333333	57	10859	3	4	54	10855	10916	0.14879455011842774
R1	string	0	network_modules	3	TRUE	0.007609601569052462	14	7	2	0.2857142857142857	0.14285714285714285	REAC:R-HSA-3371568	REAC	Attenuation phase	10916	189		0.5	0.6666666666666666	14	10902	2	5	12	10897	10916	0.20131728516787525
R1	string	0	network_modules	3	TRUE	0.008777626855691513	15	7	2	0.2857142857142857	0.13333333333333333	REAC:R-HSA-844456	REAC	The NLRP3 inflammasome	10916	2497		1	1	15	10901	2	5	13	10896	10916	0.19443725182357552
R1	string	0	network_modules	9	TRUE	1.31391000913573e-4	27	7	3	0.42857142857142855	0.1111111111111111	GO:0032770	GO:BP	positive regulation of monooxygenase activity	16175	7812		0	0.07142857142857142	27	16148	3	4	24	16144	16175	0.21759669023535055
R1	string	0	network_modules	9	TRUE	2.9153639631487096e-4	152	7	4	0.5714285714285714	0.02631578947368421	REAC:R-HSA-8957322	REAC	Metabolism of steroids	10916	1438		0	0.5	152	10764	4	3	148	10761	10916	0.12052009621168795
R1	string	0	network_modules	9	TRUE	3.201931701596275e-4	36	7	3	0.42857142857142855	0.08333333333333333	GO:0032768	GO:BP	regulation of monooxygenase activity	16175	7810		0.07692307692307693	0.14285714285714285	36	16139	3	4	33	16135	16175	0.18825111540602296
R1	string	0	network_modules	9	TRUE	4.377504613166454e-4	3	7	2	0.2857142857142857	0.6666666666666666	GO:0010980	GO:BP	positive regulation of vitamin D 24-hydroxylase activity	16175	4555		0.15384615384615385	0.2857142857142857	3	16172	2	5	1	16167	16175	0.4362873362648091
R1	string	0	network_modules	9	TRUE	4.377504613166454e-4	3	7	2	0.2857142857142857	0.6666666666666666	GO:0010979	GO:BP	regulation of vitamin D 24-hydroxylase activity	16175	4554		0.15384615384615385	0.2857142857142857	3	16172	2	5	1	16167	16175	0.4362873362648091
R1	string	0	network_modules	9	TRUE	4.776036919537705e-4	41	7	3	0.42857142857142855	0.07317073170731707	GO:0051353	GO:BP	positive regulation of oxidoreductase activity	16175	13680		0.3076923076923077	0.35714285714285715	41	16134	3	4	38	16130	16175	0.17629872369489144
R1	string	0	network_modules	9	TRUE	0.00145856676457427	5	7	2	0.2857142857142857	0.4	GO:0051664	GO:BP	nuclear pore localization	16175	13876		0.38461538461538464	0.42857142857142855	5	16170	2	5	3	16165	16175	0.33782126035976096
R1	string	0	network_modules	9	TRUE	0.0018587240288904527	64	7	3	0.42857142857142855	0.046875	GO:0051341	GO:BP	regulation of oxidoreductase activity	16175	13668		0.46153846153846156	0.5	64	16111	3	4	61	16107	16175	0.14073721537472342
R1	string	0	network_modules	9	TRUE	0.00218739919252128	6	7	2	0.2857142857142857	0.3333333333333333	GO:0070564	GO:BP	positive regulation of vitamin D receptor signaling pathway	16175	16180		0.5384615384615384	0.5714285714285714	6	16169	2	5	4	16164	16175	0.3083299398805696
R1	string	0	network_modules	9	TRUE	0.0030617276505831527	7	7	2	0.2857142857142857	0.2857142857142857	GO:0060558	GO:BP	regulation of calcidiol 1-monooxygenase activity	16175	14742		0.6153846153846154	0.6428571428571429	7	16168	2	5	5	16163	16175	0.2854050328691595
R1	string	0	network_modules	9	TRUE	0.0038604280099017135	20	6	2	0.3333333333333333	0.1	KEGG:00100	KEGG	Steroid biosynthesis	8484	13		NA	1	20	8464	2	4	18	8460	8484	0.18156126391096786
