network_method	network_db	network_cutoff	experiment_info	func_module_number	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	parents	perc_rank	cumelative_dist	P	N	tp	fp	fn	tn	tot_pop_valid	MCC
R1	string	0.6	network_modules	2	TRUE	7.631619858031155e-12	57	19	8	0.42105263157894735	0.14035087719298245	REAC:R-HSA-3371497	REAC	HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand	10916	1111		0	0.125	57	10859	8	11	49	10848	10916	0.24091914109955617
R1	string	0.6	network_modules	2	TRUE	2.6856582884512974e-10	182	19	9	0.47368421052631576	0.04945054945054945	GO:0006457	GO:BP	protein folding	16175	2203		0	0.2	182	15993	9	10	173	15983	16175	0.15034938151084076
R1	string	0.6	network_modules	2	TRUE	5.6900826378407484e-9	14	19	5	0.2631578947368421	0.35714285714285715	REAC:R-HSA-3371568	REAC	Attenuation phase	10916	189		0.14285714285714285	0.25	14	10902	5	14	9	10888	10916	0.30553741878796276
R1	string	0.6	network_modules	2	TRUE	3.1245358792313065e-8	6	19	4	0.21052631578947367	0.6666666666666666	REAC:R-HSA-8937144	REAC	Aryl hydrocarbon receptor signalling	10916	168		0.2857142857142857	0.375	6	10910	4	15	2	10895	10916	0.37408464568341515
R1	string	0.6	network_modules	2	TRUE	1.195184868217796e-7	24	19	5	0.2631578947368421	0.20833333333333334	REAC:R-HSA-3371571	REAC	HSF1-dependent transactivation	10916	1110		0.42857142857142855	0.5	24	10892	5	14	19	10878	10916	0.2326484547281404
R1	string	0.6	network_modules	2	TRUE	1.2861795402797277e-7	66	19	6	0.3157894736842105	0.09090909090909091	GO:0061077	GO:BP	chaperone-mediated protein folding	16175	15193		0.25	0.4	66	16109	6	13	60	16096	16175	0.16768622738968458
R1	string	0.6	network_modules	2	TRUE	1.6774160702011768e-6	483	19	9	0.47368421052631576	0.018633540372670808	GO:0051604	GO:BP	protein maturation	16175	13821		0.5	0.6	483	15692	9	10	474	15682	16175	0.08942347951505297
R1	string	0.6	network_modules	2	TRUE	1.7113702727479642e-6	87	19	6	0.3157894736842105	0.06896551724137931	REAC:R-HSA-3371556	REAC	Cellular response to heat stress	10916	334		0.5714285714285714	0.625	87	10829	6	13	81	10816	10916	0.1445536983312227
R1	string	0.6	network_modules	2	TRUE	3.101676550999531e-4	12	19	3	0.15789473684210525	0.25	REAC:R-HSA-3371511	REAC	HSF1 activation	10916	1109		0.7142857142857143	0.75	12	10904	3	16	9	10888	10916	0.19757715000289244
R1	string	0.6	network_modules	2	TRUE	0.004746240057620695	26	19	3	0.15789473684210525	0.11538461538461539	GO:0051085	GO:BP	chaperone cofactor-dependent protein refolding	16175	13482		0.75	0.8	26	16149	3	16	23	16133	16175	0.13378838606206206
