network_method	network_db	network_cutoff	experiment_info	func_module_number	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	parents	perc_rank	cumelative_dist	P	N	tp	fp	fn	tn	tot_pop_valid	MCC
R1	string	0.5	network_modules	2	TRUE	4.011388480761395e-11	182	11	8	0.7272727272727273	0.04395604395604396	GO:0006457	GO:BP	protein folding	16175	2203		0	0.25	182	15993	8	3	174	15990	16175	0.1770888362903723
R1	string	0.5	network_modules	2	TRUE	1.03466360496621e-7	483	11	8	0.7272727272727273	0.016563146997929608	GO:0051604	GO:BP	protein maturation	16175	13821		0.3333333333333333	0.5	483	15692	8	3	475	15689	16175	0.10689141012163943
R1	string	0.5	network_modules	2	TRUE	4.33044167096767e-7	57	11	5	0.45454545454545453	0.08771929824561403	REAC:R-HSA-3371497	REAC	HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand	10916	1111		0	0.14285714285714285	57	10859	5	6	52	10853	10916	0.19800405126571885
R1	string	0.5	network_modules	2	TRUE	4.993120464671883e-7	66	11	5	0.45454545454545453	0.07575757575757576	GO:0061077	GO:BP	chaperone-mediated protein folding	16175	15193		0.6666666666666666	0.75	66	16109	5	6	61	16103	16175	0.1843406379575209
R1	string	0.5	network_modules	2	TRUE	4.497391772284896e-6	6	11	3	0.2727272727272727	0.5	REAC:R-HSA-8937144	REAC	Aryl hydrocarbon receptor signalling	10916	168		0.16666666666666666	0.2857142857142857	6	10910	3	8	3	10902	10916	0.36881743881299955
R1	string	0.5	network_modules	2	TRUE	7.049194194045823e-6	216	11	6	0.5454545454545454	0.027777777777777776	REAC:R-HSA-8939211	REAC	ESR-mediated signaling	10916	830		0.3333333333333333	0.42857142857142855	216	10700	6	5	210	10695	10916	0.11987787841481727
R1	string	0.5	network_modules	2	TRUE	4.0809568867365e-5	290	11	6	0.5454545454545454	0.020689655172413793	REAC:R-HSA-9006931	REAC	Signaling by Nuclear Receptors	10916	2289		0.5	0.5714285714285714	290	10626	6	5	284	10621	10916	0.10247945060673669
R1	string	0.5	network_modules	2	TRUE	8.149311483080551e-5	14	11	3	0.2727272727272727	0.21428571428571427	REAC:R-HSA-3371568	REAC	Attenuation phase	10916	189		0.6666666666666666	0.7142857142857143	14	10902	3	8	11	10894	10916	0.24088589845447983
R1	string	0.5	network_modules	2	TRUE	4.5065092532600406e-4	24	11	3	0.2727272727272727	0.125	REAC:R-HSA-3371571	REAC	HSF1-dependent transactivation	10916	1110		0.8333333333333334	0.8571428571428571	24	10892	3	8	21	10884	10916	0.1834428914126782
R1	string	0.5	network_modules	2	TRUE	0.003102844145764496	150	11	4	0.36363636363636365	0.02666666666666667	REAC:R-HSA-9679191	REAC	Potential therapeutics for SARS	10916	1782		1	1	150	10766	4	7	146	10759	10916	0.09545793523535859
R1	string	0.5	network_modules	2	TRUE	0.007156405668604097	6	11	2	0.18181818181818182	0.3333333333333333	GO:1905323	GO:BP	telomerase holoenzyme complex assembly	16175	24539		1	1	6	16169	2	9	4	16160	16175	0.24580989962527874
R1	string	0.5	network_modules	5	TRUE	0.0012732994063267206	10	4	2	0.5	0.2	GO:0035871	GO:BP	protein K11-linked deubiquitination	16175	9300		0	0.3333333333333333	10	16165	2	2	8	16163	16175	0.3159735061817264
R1	string	0.5	network_modules	5	TRUE	0.006769192188007899	39	3	2	0.6666666666666666	0.05128205128205128	REAC:R-HSA-5689896	REAC	Ovarian tumor domain proteases	10916	1653		NA	1	39	10877	2	1	37	10876	10916	0.18426390087485903
R1	string	0.5	network_modules	5	TRUE	0.00715109976083305	23	4	2	0.5	0.08695652173913043	GO:0071108	GO:BP	protein K48-linked deubiquitination	16175	16458		0.5	0.6666666666666666	23	16152	2	2	21	16150	16175	0.2080951375401522
R1	string	0.5	network_modules	5	TRUE	0.008478165763243999	25	4	2	0.5	0.08	GO:0070536	GO:BP	protein K63-linked deubiquitination	16175	16169		1	1	25	16150	2	2	23	16148	16175	0.19956069928037906
R1	string	0.5	network_modules	11	TRUE	2.14899630720673e-8	116	5	5	1	0.04310344827586207	KEGG:03082	KEGG	ATP-dependent chromatin remodeling	8484	219		NA	1	116	8368	5	0	111	8368	8484	0.206250269967312
R1	string	0.5	network_modules	11	TRUE	1.3474429409003416e-7	127	6	5	0.8333333333333334	0.03937007874015748	GO:0045739	GO:BP	positive regulation of DNA repair	16175	11579		0	0.05555555555555555	127	16048	5	1	122	16047	16175	0.18016626323308643
R1	string	0.5	network_modules	11	TRUE	1.5922502542004018e-6	207	6	5	0.8333333333333334	0.024154589371980676	GO:0006282	GO:BP	regulation of DNA repair	16175	2096		0.058823529411764705	0.1111111111111111	207	15968	5	1	202	15967	16175	0.140625939436697
R1	string	0.5	network_modules	11	TRUE	3.7959753737928843e-6	246	6	5	0.8333333333333334	0.02032520325203252	GO:0051054	GO:BP	positive regulation of DNA metabolic process	16175	13464		0.11764705882352941	0.16666666666666666	246	15929	5	1	241	15928	16175	0.12877632209213333
