network_method	network_db	network_cutoff	experiment_info	func_module_number	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	parents	perc_rank	cumelative_dist	P	N	tp	fp	fn	tn	tot_pop_valid	MCC
M1	string	0.6	network_modules	5	TRUE	8.381021259788059e-22	207	81	23	0.2839506172839506	0.1111111111111111	GO:0014706	GO:BP	striated muscle tissue development	16175	4643		0	0.006211180124223602	207	15968	23	58	184	15910	16175	0.17114291461654868
M1	string	0.6	network_modules	5	TRUE	3.908547601134006e-21	221	81	23	0.2839506172839506	0.10407239819004525	GO:0060537	GO:BP	muscle tissue development	16175	14726		0.00625	0.012422360248447204	221	15954	23	58	198	15896	16175	0.1651771325303329
M1	string	0.6	network_modules	5	TRUE	1.2680429543619255e-20	347	81	26	0.32098765432098764	0.07492795389048991	GO:0007507	GO:BP	heart development	16175	2993		0.0125	0.018633540372670808	347	15828	26	55	321	15773	16175	0.1466642686204748
M1	string	0.6	network_modules	5	TRUE	2.3886845952256186e-20	175	81	21	0.25925925925925924	0.12	GO:0045165	GO:BP	cell fate commitment	16175	11307		0.01875	0.024844720496894408	175	16000	21	60	154	15940	16175	0.17037170486593403
M1	string	0.6	network_modules	5	TRUE	5.868243187945214e-20	414	81	27	0.3333333333333333	0.06521739130434782	GO:0061061	GO:BP	muscle structure development	16175	15177		0.025	0.031055900621118012	414	15761	27	54	387	15707	16175	0.13824335537411775
M1	string	0.6	network_modules	5	TRUE	7.183353952225031e-19	744	81	32	0.3950617283950617	0.043010752688172046	GO:0072359	GO:BP	circulatory system development	16175	17370		0.03125	0.037267080745341616	744	15431	32	49	712	15382	16175	0.11821630413777348
M1	string	0.6	network_modules	5	TRUE	9.46696300290978e-19	27	58	12	0.20689655172413793	0.4444444444444444	REAC:R-HSA-9733709	REAC	Cardiogenesis	10916	307		0	0.08333333333333333	27	10889	12	46	15	10843	10916	0.30078538672337285
M1	string	0.6	network_modules	5	TRUE	1.893434964064171e-18	182	81	20	0.24691358024691357	0.10989010989010989	GO:0007517	GO:BP	muscle organ development	16175	2999		0.0375	0.043478260869565216	182	15993	20	61	162	15932	16175	0.15850502995233723
M1	string	0.6	network_modules	5	TRUE	2.6896613083103057e-16	28	58	11	0.1896551724137931	0.39285714285714285	REAC:R-HSA-525793	REAC	Myogenesis	10916	1504		0.09090909090909091	0.16666666666666666	28	10888	11	47	17	10841	10916	0.27033383831148705
M1	string	0.6	network_modules	5	TRUE	5.092664564752372e-16	140	81	17	0.20987654320987653	0.12142857142857143	GO:0048738	GO:BP	cardiac muscle tissue development	16175	12995		0.04375	0.049689440993788817	140	16035	17	64	123	15971	16175	0.1541097296155482
